Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,outlier_column
April,25,17:00:00,0.5819,859.0,17.0,0.0198,350.56,C,Abandoned Calls
April,26,10:30:00,0.586,563.0,22.0,0.0391,323.74,C,Abandoned Calls
April,26,13:00:00,0.9123,571.0,12.0,0.021,333.29,C,Abandoned Calls
April,26,19:30:00,0.5184,343.0,17.0,0.0496,333.84,C,Abandoned Calls
April,27,11:30:00,0.5263,372.0,11.0,0.0296,327.88,C,Abandoned Calls
April,27,13:30:00,0.6725,412.0,12.0,0.0291,315.06,C,Abandoned Calls
April,27,14:00:00,0.6124,397.0,10.0,0.0252,332.28,C,Abandoned Calls
April,28,10:00:00,0.662,790.0,12.0,0.0152,324.9,C,Abandoned Calls
April,28,10:30:00,0.3446,881.0,25.0,0.0284,356.21,C,Abandoned Calls
April,28,13:00:00,0.8242,1001.0,17.0,0.017,335.15,C,Abandoned Calls
April,29,12:30:00,0.7006,905.0,10.0,0.011,338.42,C,Abandoned Calls
April,29,13:30:00,0.6874,901.0,15.0,0.0166,344.04,C,Abandoned Calls
April,29,14:00:00,0.5806,920.0,21.0,0.0228,341.1,C,Abandoned Calls
April,29,14:30:00,0.571,993.0,21.0,0.0211,330.81,C,Abandoned Calls
April,29,18:00:00,0.6837,718.0,13.0,0.0181,366.16,C,Abandoned Calls
April,29,19:30:00,0.6968,475.0,10.0,0.0211,338.08,C,Abandoned Calls
April,29,20:00:00,0.6567,420.0,18.0,0.0429,361.26,C,Abandoned Calls
April,30,07:30:00,0.2486,218.0,33.0,0.1514,291.29,C,Abandoned Calls
April,30,08:00:00,0.1853,388.0,48.0,0.1237,309.58,C,Abandoned Calls
April,30,08:30:00,0.2653,573.0,83.0,0.1449,342.79,C,Abandoned Calls
April,30,09:00:00,0.2787,790.0,58.0,0.0734,332.56,C,Abandoned Calls
April,30,10:30:00,0.8241,947.0,9.0,0.0095,331.92,C,Abandoned Calls
April,30,11:00:00,0.808,963.0,10.0,0.0104,338.34,C,Abandoned Calls
April,30,12:30:00,0.9159,1020.0,9.0,0.0088,342.5,C,Abandoned Calls
April,30,17:30:00,0.728,888.0,13.0,0.0146,339.6,C,Abandoned Calls
May,1,09:30:00,0.8278,775.0,20.0,0.0258,304.7,C,Abandoned Calls
May,1,10:30:00,0.9162,978.0,11.0,0.0112,334.02,C,Abandoned Calls
May,1,11:00:00,0.8199,1047.0,20.0,0.0191,329.97,C,Abandoned Calls
May,1,11:30:00,0.7874,1075.0,12.0,0.0112,353.71,C,Abandoned Calls
May,1,13:00:00,0.518,1067.0,38.0,0.0356,344.68,C,Abandoned Calls
May,1,18:30:00,0.7206,717.0,12.0,0.0167,374.2,C,Abandoned Calls
May,2,09:30:00,0.32,815.0,40.0,0.0491,303.79,C,Abandoned Calls
May,2,10:00:00,0.5017,931.0,54.0,0.058,315.36,C,Abandoned Calls
May,2,10:30:00,0.2411,921.0,79.0,0.0858,339.58,C,Abandoned Calls
May,2,11:00:00,0.227,1095.0,82.0,0.0749,334.9,C,Abandoned Calls
May,2,11:30:00,0.6432,1063.0,12.0,0.0113,334.2,C,Abandoned Calls
May,2,12:00:00,0.4464,1119.0,55.0,0.0492,350.95,C,Abandoned Calls
May,2,12:30:00,0.4847,1058.0,47.0,0.0444,345.29,C,Abandoned Calls
May,2,13:00:00,0.6743,1067.0,23.0,0.0216,351.85,C,Abandoned Calls
May,2,13:30:00,0.5809,1043.0,17.0,0.0163,350.92,C,Abandoned Calls
May,2,14:00:00,0.7644,1052.0,12.0,0.0114,362.23,C,Abandoned Calls
May,2,14:30:00,0.6025,1054.0,25.0,0.0237,344.92,C,Abandoned Calls
May,2,15:00:00,0.8695,1082.0,9.0,0.0083,342.64,C,Abandoned Calls
May,2,15:30:00,0.5213,1066.0,34.0,0.0319,342.15,C,Abandoned Calls
May,3,09:30:00,0.9339,480.0,11.0,0.0229,303.75,C,Abandoned Calls
May,3,11:00:00,0.8111,683.0,16.0,0.0234,332.07,C,Abandoned Calls
May,3,11:30:00,0.6834,691.0,12.0,0.0174,320.78,C,Abandoned Calls
May,3,12:30:00,0.7847,750.0,16.0,0.0213,325.95,C,Abandoned Calls
May,5,09:30:00,0.7328,814.0,28.0,0.0344,299.55,C,Abandoned Calls
May,5,10:00:00,0.258,938.0,62.0,0.0661,324.99,C,Abandoned Calls
May,5,10:30:00,0.1807,1046.0,50.0,0.0478,322.8,C,Abandoned Calls
May,5,11:30:00,0.9517,1071.0,16.0,0.0149,348.87,C,Abandoned Calls
May,5,12:30:00,0.6443,1172.0,22.0,0.0188,330.34,C,Abandoned Calls
May,5,15:00:00,0.8884,1191.0,17.0,0.0143,369.53,C,Abandoned Calls
May,5,20:00:00,0.7171,524.0,15.0,0.0286,342.98,C,Abandoned Calls
May,6,18:30:00,0.6978,718.0,23.0,0.032,377.66,C,Abandoned Calls
May,7,18:30:00,0.7394,649.0,12.0,0.0185,363.13,C,Abandoned Calls
May,8,01:30:00,1.0,84.0,11.0,0.131,245.63,C,Abandoned Calls
May,8,02:00:00,0.7963,65.0,11.0,0.1692,162.74,C,Abandoned Calls
May,8,14:30:00,0.8219,869.0,10.0,0.0115,342.0,C,Abandoned Calls
May,12,09:30:00,0.4487,683.0,30.0,0.0439,351.5,C,Abandoned Calls
May,12,10:30:00,0.8607,873.0,26.0,0.0298,338.41,C,Abandoned Calls
May,12,11:00:00,0.2089,1005.0,43.0,0.0428,354.53,C,Abandoned Calls
May,12,11:30:00,0.4528,982.0,28.0,0.0285,349.9,C,Abandoned Calls
May,12,12:00:00,0.464,1048.0,33.0,0.0315,353.7,C,Abandoned Calls
May,12,12:30:00,0.5854,990.0,30.0,0.0303,357.32,C,Abandoned Calls
May,12,13:00:00,0.6018,1006.0,19.0,0.0189,380.16,C,Abandoned Calls
May,12,13:30:00,0.5025,1038.0,21.0,0.0202,361.59,C,Abandoned Calls
May,12,14:00:00,0.9082,1026.0,13.0,0.0127,378.82,C,Abandoned Calls
May,12,14:30:00,0.5456,1051.0,43.0,0.0409,372.2,C,Abandoned Calls
May,12,15:30:00,0.9179,1036.0,13.0,0.0125,370.39,C,Abandoned Calls
May,12,20:00:00,0.4506,503.0,17.0,0.0338,371.63,C,Abandoned Calls
May,13,09:30:00,0.8367,654.0,11.0,0.0168,337.52,C,Abandoned Calls
May,13,10:30:00,0.882,866.0,10.0,0.0115,322.67,C,Abandoned Calls
May,13,12:00:00,0.9313,929.0,12.0,0.0129,339.46,C,Abandoned Calls
May,13,12:30:00,0.4912,1000.0,33.0,0.033,337.94,C,Abandoned Calls
May,13,13:30:00,0.6208,910.0,24.0,0.0264,354.49,C,Abandoned Calls
May,13,14:30:00,0.8062,943.0,9.0,0.0095,368.24,C,Abandoned Calls
May,14,09:00:00,0.8252,621.0,9.0,0.0145,316.86,C,Abandoned Calls
May,14,09:30:00,0.5394,779.0,43.0,0.0552,351.1,C,Abandoned Calls
May,14,10:00:00,0.3275,949.0,42.0,0.0443,339.24,C,Abandoned Calls
May,14,10:30:00,0.3578,976.0,37.0,0.0379,347.66,C,Abandoned Calls
May,14,11:00:00,0.6742,939.0,9.0,0.0096,335.31,C,Abandoned Calls
May,14,11:30:00,0.8588,938.0,10.0,0.0107,348.26,C,Abandoned Calls
May,14,13:30:00,0.727,993.0,15.0,0.0151,339.96,C,Abandoned Calls
May,15,12:30:00,0.905,931.0,15.0,0.0161,340.79,C,Abandoned Calls
May,15,13:00:00,0.6991,920.0,16.0,0.0174,336.34,C,Abandoned Calls
May,15,13:30:00,0.3558,945.0,40.0,0.0423,330.05,C,Abandoned Calls
May,15,14:00:00,0.259,991.0,49.0,0.0494,341.85,C,Abandoned Calls
May,15,14:30:00,0.4329,1043.0,29.0,0.0278,358.63,C,Abandoned Calls
May,15,19:30:00,0.4739,522.0,43.0,0.0824,359.92,C,Abandoned Calls
May,15,20:00:00,0.2424,508.0,83.0,0.1634,370.92,C,Abandoned Calls
May,15,20:30:00,0.3819,441.0,22.0,0.0499,359.05,C,Abandoned Calls
May,16,09:30:00,0.7452,593.0,16.0,0.027,314.21,C,Abandoned Calls
May,16,10:30:00,0.7168,851.0,14.0,0.0165,315.87,C,Abandoned Calls
May,16,12:00:00,0.6506,900.0,30.0,0.0333,330.71,C,Abandoned Calls
May,16,12:30:00,0.4052,973.0,45.0,0.0462,331.59,C,Abandoned Calls
May,16,13:30:00,0.876,920.0,9.0,0.0098,339.67,C,Abandoned Calls
May,16,14:00:00,0.5966,955.0,18.0,0.0188,345.61,C,Abandoned Calls
May,16,15:00:00,0.4336,877.0,33.0,0.0376,339.78,C,Abandoned Calls
May,16,15:30:00,0.3235,995.0,46.0,0.0462,359.76,C,Abandoned Calls
May,16,16:30:00,0.8015,917.0,10.0,0.0109,335.38,C,Abandoned Calls
May,16,17:00:00,0.7432,788.0,13.0,0.0165,379.65,C,Abandoned Calls
May,17,08:30:00,0.4545,212.0,14.0,0.066,315.21,C,Abandoned Calls
May,17,09:30:00,0.3333,395.0,32.0,0.081,335.51,C,Abandoned Calls
May,17,11:30:00,0.6232,644.0,23.0,0.0357,353.55,C,Abandoned Calls
May,17,12:30:00,0.4515,629.0,31.0,0.0493,337.61,C,Abandoned Calls
May,17,13:30:00,0.8736,626.0,9.0,0.0144,339.71,C,Abandoned Calls
May,17,14:00:00,0.5268,616.0,37.0,0.0601,342.48,C,Abandoned Calls
May,17,20:00:00,0.3309,298.0,20.0,0.0671,336.92,C,Abandoned Calls
May,17,20:30:00,0.2471,283.0,24.0,0.0848,376.41,C,Abandoned Calls
May,17,21:00:00,0.6667,219.0,9.0,0.0411,356.28,C,Abandoned Calls
May,18,02:30:00,0.2941,28.0,11.0,0.3929,396.65,C,Abandoned Calls
May,18,11:30:00,0.5209,371.0,12.0,0.0323,325.61,C,Abandoned Calls
May,18,13:00:00,0.7284,438.0,22.0,0.0502,322.63,C,Abandoned Calls
May,18,13:30:00,0.1615,409.0,25.0,0.0611,336.53,C,Abandoned Calls
May,19,11:30:00,0.699,1048.0,18.0,0.0172,358.62,C,Abandoned Calls
May,19,12:00:00,0.5913,1061.0,31.0,0.0292,349.22,C,Abandoned Calls
May,19,12:30:00,0.2559,1067.0,51.0,0.0478,349.54,C,Abandoned Calls
May,19,13:00:00,0.4607,1046.0,15.0,0.0143,353.8,C,Abandoned Calls
May,19,14:00:00,0.6718,1064.0,16.0,0.015,356.41,C,Abandoned Calls
May,19,14:30:00,0.758,1060.0,23.0,0.0217,357.48,C,Abandoned Calls
May,19,18:00:00,0.9391,814.0,9.0,0.0111,345.77,C,Abandoned Calls
May,19,18:30:00,0.5966,726.0,12.0,0.0165,364.04,C,Abandoned Calls
May,19,19:30:00,0.7783,609.0,9.0,0.0148,347.48,C,Abandoned Calls
May,20,10:30:00,0.5642,853.0,27.0,0.0317,340.97,C,Abandoned Calls
May,20,11:00:00,0.7278,942.0,9.0,0.0096,335.41,C,Abandoned Calls
May,20,12:00:00,0.69,985.0,27.0,0.0274,322.09,C,Abandoned Calls
May,20,12:30:00,0.2864,898.0,46.0,0.0512,369.05,C,Abandoned Calls
May,20,13:00:00,0.5934,993.0,24.0,0.0242,359.15,C,Abandoned Calls
May,20,13:30:00,0.3256,925.0,68.0,0.0735,362.39,C,Abandoned Calls
May,20,14:00:00,0.6388,1016.0,11.0,0.0108,366.58,C,Abandoned Calls
May,21,09:30:00,0.9278,667.0,16.0,0.024,321.05,C,Abandoned Calls
May,21,10:30:00,0.406,871.0,41.0,0.0471,335.35,C,Abandoned Calls
May,21,11:00:00,0.5318,951.0,22.0,0.0231,349.65,C,Abandoned Calls
May,21,11:30:00,0.8806,1002.0,14.0,0.014,339.43,C,Abandoned Calls
May,21,12:00:00,0.8262,949.0,11.0,0.0116,332.88,C,Abandoned Calls
May,21,12:30:00,0.7193,958.0,14.0,0.0146,328.82,C,Abandoned Calls
May,21,17:30:00,0.6483,785.0,23.0,0.0293,373.57,C,Abandoned Calls
May,22,12:00:00,0.8478,841.0,13.0,0.0155,340.73,C,Abandoned Calls
May,22,12:30:00,0.6723,914.0,23.0,0.0252,344.92,C,Abandoned Calls
May,22,14:30:00,0.5354,911.0,35.0,0.0384,333.75,C,Abandoned Calls
May,22,18:00:00,0.7289,643.0,16.0,0.0249,334.95,C,Abandoned Calls
May,22,19:30:00,0.5898,467.0,16.0,0.0343,361.89,C,Abandoned Calls
May,22,20:00:00,0.2874,436.0,22.0,0.0505,369.4,C,Abandoned Calls
May,23,11:30:00,0.9099,897.0,9.0,0.01,336.63,C,Abandoned Calls
May,23,12:00:00,0.6364,889.0,9.0,0.0101,333.69,C,Abandoned Calls
May,23,14:30:00,0.914,917.0,10.0,0.0109,357.31,C,Abandoned Calls
May,23,15:00:00,0.8309,815.0,46.0,0.0564,354.38,C,Abandoned Calls
May,23,15:30:00,0.3446,772.0,238.0,0.3083,339.53,C,Abandoned Calls
May,23,16:00:00,0.2726,971.0,197.0,0.2029,322.12,C,Abandoned Calls
May,23,16:30:00,0.2915,876.0,56.0,0.0639,362.75,C,Abandoned Calls
May,23,17:00:00,0.4886,816.0,24.0,0.0294,345.76,C,Abandoned Calls
May,24,13:00:00,0.5405,630.0,25.0,0.0051,321.1,C,Abandoned Calls
May,24,13:30:00,0.2922,638.0,46.0,0.0051,321.1,C,Abandoned Calls
May,24,14:00:00,0.6589,614.0,16.0,0.0261,339.1,C,Abandoned Calls
May,24,14:30:00,0.3601,580.0,33.0,0.0569,331.42,C,Abandoned Calls
May,27,12:00:00,0.893,983.0,11.0,0.0112,348.37,C,Abandoned Calls
May,27,12:30:00,0.4307,1034.0,31.0,0.03,349.51,C,Abandoned Calls
May,27,14:30:00,0.7591,1057.0,15.0,0.0142,360.88,C,Abandoned Calls
May,27,16:00:00,1.0,1069.0,9.0,0.0084,355.96,C,Abandoned Calls
May,27,17:00:00,0.9074,983.0,11.0,0.0112,363.86,C,Abandoned Calls
May,28,10:30:00,0.7668,890.0,11.0,0.0124,341.1,C,Abandoned Calls
May,28,11:30:00,0.7967,990.0,16.0,0.0162,328.86,C,Abandoned Calls
May,28,12:30:00,0.6246,996.0,21.0,0.0211,344.7,C,Abandoned Calls
May,28,13:30:00,0.7181,961.0,21.0,0.0219,337.18,C,Abandoned Calls
May,28,14:00:00,0.7642,1010.0,9.0,0.0089,333.91,C,Abandoned Calls
May,28,14:30:00,0.7888,1014.0,15.0,0.0148,338.92,C,Abandoned Calls
May,28,15:30:00,0.552,941.0,46.0,0.0489,374.36,C,Abandoned Calls
May,28,16:00:00,0.3502,1029.0,41.0,0.0398,353.24,C,Abandoned Calls
May,28,17:00:00,0.4753,702.0,136.0,0.1937,384.89,C,Abandoned Calls
May,28,17:30:00,0.325,882.0,165.0,0.1871,351.33,C,Abandoned Calls
May,28,18:00:00,0.3288,810.0,71.0,0.0877,373.78,C,Abandoned Calls
May,28,18:30:00,0.4725,720.0,28.0,0.0389,355.42,C,Abandoned Calls
May,29,12:30:00,0.5886,911.0,14.0,0.0154,353.69,C,Abandoned Calls
May,29,13:30:00,0.4734,863.0,16.0,0.0185,335.11,C,Abandoned Calls
May,29,14:30:00,0.5278,906.0,25.0,0.0276,361.33,C,Abandoned Calls
May,29,19:30:00,0.7545,818.0,13.0,0.0287,358.49,C,Abandoned Calls
May,30,10:00:00,0.8588,780.0,15.0,0.0192,320.99,C,Abandoned Calls
May,30,10:30:00,0.6576,866.0,16.0,0.0185,319.78,C,Abandoned Calls
May,30,14:30:00,0.7764,973.0,16.0,0.0164,329.45,C,Abandoned Calls
May,30,15:00:00,0.746,1003.0,11.0,0.011,339.53,C,Abandoned Calls
May,30,17:30:00,0.9011,802.0,13.0,0.0162,356.7,C,Abandoned Calls
May,30,18:00:00,0.8409,645.0,10.0,0.0155,355.39,C,Abandoned Calls
May,31,09:30:00,0.91,422.0,11.0,0.0261,308.46,C,Abandoned Calls
May,31,11:00:00,0.4006,657.0,28.0,0.0426,320.52,C,Abandoned Calls
May,31,11:30:00,0.2599,677.0,46.0,0.0679,336.88,C,Abandoned Calls
May,31,12:00:00,0.649,658.0,17.0,0.0258,339.24,C,Abandoned Calls
May,31,13:30:00,0.362,668.0,52.0,0.0778,350.74,C,Abandoned Calls
May,31,14:00:00,0.6939,718.0,9.0,0.0125,328.13,C,Abandoned Calls
May,31,19:00:00,0.7188,362.0,10.0,0.0276,300.97,C,Abandoned Calls
May,31,19:30:00,0.3344,333.0,16.0,0.048,335.6,C,Abandoned Calls
June,2,09:30:00,0.7935,751.0,15.0,0.02,314.49,C,Abandoned Calls
June,2,10:00:00,0.7885,946.0,10.0,0.0106,341.34,C,Abandoned Calls
June,2,11:30:00,0.6625,1081.0,32.0,0.0296,360.53,C,Abandoned Calls
June,2,12:00:00,0.6777,1161.0,13.0,0.0112,351.38,C,Abandoned Calls
June,2,13:00:00,0.9592,1114.0,10.0,0.009,361.21,C,Abandoned Calls
June,2,13:30:00,0.4808,1151.0,32.0,0.0278,375.25,C,Abandoned Calls
June,2,14:00:00,0.8298,1173.0,10.0,0.0085,366.94,C,Abandoned Calls
June,2,19:30:00,0.7487,600.0,11.0,0.0183,367.29,C,Abandoned Calls
June,3,09:30:00,0.9126,707.0,9.0,0.0127,314.06,C,Abandoned Calls
June,3,10:30:00,0.5755,927.0,39.0,0.0421,356.56,C,Abandoned Calls
June,3,11:00:00,0.7513,991.0,10.0,0.0101,344.62,C,Abandoned Calls
June,3,11:30:00,0.8657,1137.0,13.0,0.0114,330.96,C,Abandoned Calls
June,3,18:30:00,0.6832,732.0,28.0,0.0383,356.42,C,Abandoned Calls
June,3,19:00:00,0.5213,677.0,19.0,0.0281,357.31,C,Abandoned Calls
June,4,14:00:00,0.8925,1005.0,10.0,0.01,342.76,C,Abandoned Calls
June,4,14:30:00,0.9443,1015.0,9.0,0.0089,359.08,C,Abandoned Calls
June,4,15:30:00,0.6205,999.0,32.0,0.032,360.11,C,Abandoned Calls
June,5,10:00:00,0.9195,792.0,9.0,0.0114,331.91,C,Abandoned Calls
June,5,15:30:00,0.8472,988.0,13.0,0.0132,358.91,C,Abandoned Calls
June,5,18:00:00,0.7918,724.0,13.0,0.018,372.34,C,Abandoned Calls
June,5,18:30:00,0.8472,612.0,10.0,0.0163,357.52,C,Abandoned Calls
June,6,12:30:00,0.7911,909.0,9.0,0.0099,354.95,C,Abandoned Calls
June,6,13:00:00,0.7768,937.0,14.0,0.0149,351.75,C,Abandoned Calls
June,6,17:30:00,0.4013,778.0,28.0,0.036,347.65,C,Abandoned Calls
June,6,18:00:00,0.5302,711.0,15.0,0.0211,352.21,C,Abandoned Calls
June,9,12:00:00,0.8404,1001.0,11.0,0.011,349.5,C,Abandoned Calls
June,9,13:30:00,0.8686,1044.0,9.0,0.0086,362.06,C,Abandoned Calls
June,9,14:00:00,0.7841,1053.0,11.0,0.0104,362.41,C,Abandoned Calls
June,9,14:30:00,0.432,1067.0,37.0,0.0347,361.13,C,Abandoned Calls
June,9,15:00:00,0.6011,1132.0,19.0,0.0168,369.04,C,Abandoned Calls
June,9,19:30:00,0.4636,611.0,20.0,0.0327,362.33,C,Abandoned Calls
June,10,12:00:00,0.9405,936.0,11.0,0.0118,360.41,C,Abandoned Calls
June,10,12:30:00,0.6161,965.0,22.0,0.0228,346.79,C,Abandoned Calls
June,10,14:00:00,0.799,966.0,11.0,0.0114,344.41,C,Abandoned Calls
June,10,15:00:00,0.4948,996.0,26.0,0.0261,366.08,C,Abandoned Calls
June,11,11:00:00,0.6894,851.0,17.0,0.02,339.95,C,Abandoned Calls
June,11,11:30:00,0.2959,870.0,42.0,0.0483,356.13,C,Abandoned Calls
June,11,15:30:00,0.7879,908.0,17.0,0.0044,335.51,C,Abandoned Calls
June,12,10:30:00,0.4834,804.0,20.0,0.0249,341.01,C,Abandoned Calls
June,12,12:30:00,0.5813,933.0,23.0,0.0247,352.49,C,Abandoned Calls
June,12,14:30:00,0.6652,919.0,26.0,0.0283,351.19,C,Abandoned Calls
June,12,19:30:00,0.7765,524.0,14.0,0.0267,358.92,C,Abandoned Calls
June,13,12:30:00,0.9664,903.0,11.0,0.0122,327.19,C,Abandoned Calls
June,13,13:00:00,0.715,822.0,29.0,0.0353,337.95,C,Abandoned Calls
June,13,13:30:00,0.2783,875.0,63.0,0.072,358.91,C,Abandoned Calls
June,13,14:00:00,0.4591,998.0,33.0,0.0331,351.6,C,Abandoned Calls
June,13,15:30:00,0.7466,910.0,22.0,0.0242,352.24,C,Abandoned Calls
June,13,16:00:00,0.7813,940.0,12.0,0.0128,344.66,C,Abandoned Calls
June,13,17:30:00,0.6982,755.0,16.0,0.0212,352.43,C,Abandoned Calls
June,13,19:00:00,0.5314,507.0,14.0,0.0276,335.83,C,Abandoned Calls
June,13,19:30:00,0.4071,445.0,25.0,0.0562,363.99,C,Abandoned Calls
June,13,20:00:00,0.2857,379.0,22.0,0.058,351.08,C,Abandoned Calls
June,13,20:30:00,0.305,358.0,17.0,0.0475,320.24,C,Abandoned Calls
June,14,09:30:00,0.6717,413.0,14.0,0.0339,309.66,C,Abandoned Calls
June,14,13:30:00,0.2993,635.0,37.0,0.0583,334.42,C,Abandoned Calls
June,14,14:00:00,0.3291,651.0,25.0,0.0384,343.16,C,Abandoned Calls
June,16,13:30:00,0.5974,1078.0,20.0,0.0186,350.54,C,Abandoned Calls
June,16,14:30:00,0.4877,1106.0,48.0,0.0434,336.28,C,Abandoned Calls
June,16,15:00:00,0.5758,1136.0,14.0,0.0123,353.69,C,Abandoned Calls
June,16,16:30:00,0.7966,1066.0,14.0,0.0131,349.51,C,Abandoned Calls
June,16,18:00:00,0.5896,867.0,24.0,0.0277,351.58,C,Abandoned Calls
June,16,18:30:00,0.5766,788.0,11.0,0.014,363.25,C,Abandoned Calls
June,17,12:30:00,0.9501,891.0,10.0,0.0112,352.87,C,Abandoned Calls
June,17,16:30:00,0.6713,952.0,15.0,0.0158,363.41,C,Abandoned Calls
June,17,19:00:00,0.8231,647.0,14.0,0.0216,374.69,C,Abandoned Calls
June,18,12:30:00,0.4982,884.0,33.0,0.0373,354.93,C,Abandoned Calls
June,20,07:30:00,0.7661,180.0,9.0,0.05,288.74,C,Abandoned Calls
June,20,08:00:00,0.5865,324.0,12.0,0.037,314.57,C,Abandoned Calls
June,20,11:30:00,0.8399,927.0,15.0,0.0162,338.36,C,Abandoned Calls
June,20,12:00:00,0.8163,966.0,24.0,0.0248,329.81,C,Abandoned Calls
June,20,12:30:00,0.7621,929.0,21.0,0.0226,335.44,C,Abandoned Calls
June,20,13:30:00,0.8018,891.0,23.0,0.0258,339.81,C,Abandoned Calls
June,20,14:00:00,0.2857,891.0,23.0,0.0548,340.55,C,Abandoned Calls
June,20,14:30:00,0.3109,891.0,23.0,0.0954,364.5,C,Abandoned Calls
June,20,15:00:00,0.4821,891.0,23.0,0.0308,333.5,C,Abandoned Calls
June,20,15:30:00,0.9352,891.0,23.0,0.013,328.63,C,Abandoned Calls
June,20,16:00:00,0.5152,891.0,23.0,0.0248,356.93,C,Abandoned Calls
June,20,16:30:00,0.9574,891.0,23.0,0.005,339.5,C,Abandoned Calls
June,20,17:00:00,0.9168,891.0,23.0,0.009,344.03,C,Abandoned Calls
June,20,17:30:00,0.9467,856.0,12.0,0.014,341.0,C,Abandoned Calls
June,20,18:00:00,0.9435,719.0,47.0,0.0654,351.65,C,Abandoned Calls
June,20,18:30:00,0.8025,729.0,15.0,0.0206,340.19,C,Abandoned Calls
June,20,19:00:00,0.7784,578.0,23.0,0.0398,342.9,C,Abandoned Calls
June,20,19:30:00,0.5936,521.0,51.0,0.0979,318.09,C,Abandoned Calls
June,20,20:00:00,0.222,508.0,71.0,0.1398,358.06,C,Abandoned Calls
June,20,20:30:00,0.2483,464.0,33.0,0.0711,338.34,C,Abandoned Calls
June,20,21:30:00,0.8924,266.0,15.0,0.0564,303.19,C,Abandoned Calls
June,21,09:30:00,0.8661,444.0,11.0,0.0248,287.96,C,Abandoned Calls
June,21,12:00:00,0.9095,618.0,10.0,0.0162,325.17,C,Abandoned Calls
June,21,13:00:00,0.9184,635.0,10.0,0.0157,308.18,C,Abandoned Calls
June,21,13:30:00,0.847,627.0,19.0,0.0303,342.54,C,Abandoned Calls
June,21,14:00:00,0.7827,668.0,19.0,0.0284,336.86,C,Abandoned Calls
June,21,19:30:00,0.5906,311.0,13.0,0.0418,338.98,C,Abandoned Calls
June,21,20:00:00,0.4982,295.0,10.0,0.0339,340.69,C,Abandoned Calls
June,22,13:30:00,0.6005,439.0,11.0,0.0251,317.24,C,Abandoned Calls
June,23,11:30:00,0.5045,1022.0,23.0,0.0225,343.54,C,Abandoned Calls
June,23,12:00:00,0.4335,1072.0,34.0,0.0317,355.86,C,Abandoned Calls
June,23,12:30:00,0.3272,1091.0,55.0,0.0504,350.07,C,Abandoned Calls
June,23,14:30:00,0.8252,1095.0,14.0,0.0128,350.93,C,Abandoned Calls
June,23,17:00:00,0.7513,973.0,16.0,0.0164,375.0,C,Abandoned Calls
June,23,17:30:00,0.6976,896.0,13.0,0.0145,366.92,C,Abandoned Calls
June,23,18:00:00,0.8644,850.0,24.0,0.0282,360.8,C,Abandoned Calls
June,23,19:30:00,0.6909,577.0,14.0,0.0243,346.0,C,Abandoned Calls
June,25,12:30:00,0.647,913.0,32.0,0.035,335.13,C,Abandoned Calls
June,25,14:30:00,0.8951,974.0,11.0,0.0113,360.21,C,Abandoned Calls
June,25,18:00:00,0.6417,746.0,12.0,0.0161,353.33,C,Abandoned Calls
June,25,19:00:00,0.4953,560.0,31.0,0.0554,372.75,C,Abandoned Calls
June,25,19:30:00,0.193,541.0,54.0,0.0998,366.08,C,Abandoned Calls
June,25,20:00:00,0.5103,494.0,10.0,0.0202,353.65,C,Abandoned Calls
June,26,12:30:00,0.4409,861.0,49.0,0.0569,333.17,C,Abandoned Calls
June,26,14:30:00,0.6634,850.0,21.0,0.0247,350.32,C,Abandoned Calls
June,26,17:00:00,0.8251,749.0,17.0,0.0227,359.94,C,Abandoned Calls
June,26,17:30:00,0.606,688.0,18.0,0.0262,339.2,C,Abandoned Calls
June,26,18:00:00,0.323,652.0,42.0,0.0644,349.1,C,Abandoned Calls
June,26,18:30:00,0.3941,637.0,28.0,0.044,349.67,C,Abandoned Calls
June,26,22:00:00,0.5179,267.0,16.0,0.0599,293.16,C,Abandoned Calls
June,27,10:00:00,0.9238,691.0,9.0,0.013,323.24,C,Abandoned Calls
June,27,10:30:00,0.4041,807.0,25.0,0.031,303.27,C,Abandoned Calls
June,27,12:00:00,0.5425,883.0,24.0,0.0272,331.85,C,Abandoned Calls
June,27,12:30:00,0.5689,960.0,16.0,0.0167,350.79,C,Abandoned Calls
June,27,14:00:00,0.831,944.0,9.0,0.0095,335.5,C,Abandoned Calls
June,27,14:30:00,0.5643,905.0,26.0,0.0287,328.91,C,Abandoned Calls
June,27,15:30:00,0.5452,931.0,23.0,0.0247,327.11,C,Abandoned Calls
June,27,19:00:00,0.6257,516.0,11.0,0.0213,322.17,C,Abandoned Calls
June,27,20:00:00,0.4725,384.0,20.0,0.0521,340.68,C,Abandoned Calls
June,28,09:30:00,0.3437,379.0,24.0,0.0633,334.71,C,Abandoned Calls
June,28,10:00:00,0.65,510.0,10.0,0.0196,322.35,C,Abandoned Calls
June,28,11:30:00,0.55,613.0,33.0,0.0538,333.26,C,Abandoned Calls
June,28,12:00:00,0.29,664.0,33.0,0.0497,324.34,C,Abandoned Calls
June,28,12:30:00,0.2871,632.0,33.0,0.0522,327.77,C,Abandoned Calls
June,28,13:00:00,0.3981,662.0,24.0,0.0363,359.84,C,Abandoned Calls
June,28,13:30:00,0.3163,614.0,26.0,0.0423,306.37,C,Abandoned Calls
