Portfolio,Date,Call Volume,CCT,Service Level,Abandon Rate
A,2025-05-25,1230.0,328.42,0.9062,0.0081
A,2025-05-26,2721.0,333.3,0.8892,0.0141
A,2025-05-27,4971.0,329.41,0.9055,0.0092
A,2025-05-28,4602.0,322.09,0.9583,0.0046
A,2025-05-29,4264.0,315.19,0.9167,0.0087
A,2025-05-30,4437.0,289.94,0.9862,0.0017
A,2025-05-31,3014.0,318.7,0.9125,0.0059
A,2025-06-01,1412.0,297.56,0.9845,0.0029
A,2025-06-02,5596.0,322.25,0.9327,0.0116
A,2025-06-03,4963.0,319.35,0.9067,0.0107
A,2025-06-04,4611.0,325.28,0.8562,0.0146
A,2025-06-05,4617.0,328.65,0.9349,0.0104
A,2025-06-06,4443.0,314.89,0.9168,0.0081
A,2025-06-07,3154.0,285.54,0.9294,0.0201
A,2025-06-08,1423.0,330.24,0.8776,0.0133
A,2025-06-09,4907.0,333.26,0.9045,0.0131
A,2025-06-10,4457.0,326.16,0.8886,0.012
A,2025-06-11,4523.0,327.34,0.8785,0.0135
A,2025-06-12,,,,
A,2025-06-13,,,,
A,2025-06-14,,,,
A,2025-06-15,,,,
A,2025-06-16,,,,
A,2025-06-17,,,,
A,2025-06-18,,,,
A,2025-06-19,3889.0,327.77,0.9698,0.0023
A,2025-06-20,4593.0,307.09,0.9045,0.0141
A,2025-06-21,2897.0,299.17,0.9563,0.0093
A,2025-06-22,1191.0,333.58,0.9675,0.003
A,2025-06-23,5164.0,328.17,0.8652,0.0233
A,2025-06-24,4389.0,332.32,0.8953,0.0117
A,2025-06-25,4681.0,328.91,0.8724,0.0117
A,2025-06-26,4308.0,328.92,0.9346,0.0084
A,2025-06-27,4243.0,302.35,0.8899,0.0134
A,2025-06-28,2740.0,280.39,0.9545,0.0092
A,2025-06-29,1213.0,321.09,0.9677,0.0039
A,2025-06-30,4987.0,328.38,0.6614,0.0712
A,2025-07-01,4987.0,322.97,0.9005,0.0097
A,2025-07-02,4836.0,322.58,0.9331,0.0067
A,2025-07-03,4711.0,318.75,0.9188,0.0104
A,2025-07-04,1963.0,322.07,0.9234,0.0091
A,2025-07-05,3073.0,307.18,0.9373,0.0087
A,2025-07-06,1340.0,277.6,0.962,0.0049
A,2025-07-07,5576.0,337.06,0.9416,0.0066
A,2025-07-08,4861.0,329.71,0.9384,0.0077
A,2025-07-09,4594.0,328.16,0.9682,0.0056
A,2025-07-10,4494.0,326.88,0.9365,0.0082
A,2025-07-11,4493.0,321.84,0.9783,0.0035
A,2025-07-12,2900.0,302.49,0.9411,0.0116
A,2025-07-13,1187.0,290.13,0.9317,0.0148
A,2025-07-14,4735.0,323.69,0.9574,0.0058
A,2025-07-15,4369.0,327.24,0.9437,0.0048
A,2025-07-16,4771.0,335.11,0.8951,0.018
A,2025-07-17,4678.0,329.45,0.9507,0.0086
A,2025-07-18,4093.0,324.21,0.9659,0.0045
A,2025-07-19,2846.0,304.9,0.9185,0.0086
A,2025-07-20,1456.0,278.91,0.9557,0.0085
A,2025-07-21,4883.0,331.4,0.9101,0.0106
A,2025-07-22,4301.0,323.97,0.9187,0.009
A,2025-07-23,4360.0,321.69,0.8972,0.0124
A,2025-07-24,4183.0,317.05,0.923,0.0122
A,2025-07-25,4219.0,324.68,0.9575,0.0054
A,2025-07-26,2891.0,297.95,0.8863,0.0167
A,2025-07-27,1483.0,282.33,0.9561,0.0107
A,2025-07-28,4644.0,328.5,0.9569,0.009
A,2025-07-29,3847.0,329.61,0.9041,0.0121
A,2025-07-30,3909.0,328.6,0.9252,0.0103
A,2025-07-31,4064.0,319.55,0.9343,0.0102
A,2025-08-01,5011.0,328.23,0.8752,0.0172
A,2025-08-02,3409.0,316.72,0.8649,0.0141
A,2025-08-03,1477.0,331.61,0.8895,0.0128
A,2025-08-04,5076.0,307.45,0.9212,0.0165
A,2025-08-05,4888.0,289.73,0.8836,0.0199
A,2025-08-06,4058.0,328.12,0.9234,0.0053
A,2025-08-07,4321.0,337.62,0.8939,0.0129
A,2025-08-08,4521.0,326.62,0.8935,0.0119
A,2025-08-09,2820.0,330.37,0.9033,0.013
A,2025-08-10,1280.0,334.28,0.9098,0.0091
A,2025-08-11,4869.0,321.88,0.8019,0.0247
A,2025-08-12,4011.0,303.61,0.8383,0.0328
A,2025-08-13,3999.0,333.68,0.9302,0.0073
A,2025-08-14,4137.0,326.3,0.9366,0.0075
A,2025-08-15,3831.0,327.6,0.8953,0.018
A,2025-08-16,3048.0,329.31,0.9217,0.0098
A,2025-08-17,1425.0,337.33,0.9767,0.0054
A,2025-08-18,4298.0,302.24,0.9289,0.0107
A,2025-08-19,4205.0,294.89,0.9514,0.0136
A,2025-08-20,4260.0,333.37,0.9142,0.0099
A,2025-08-21,3838.0,325.67,0.9035,0.0099
A,2025-08-22,3739.0,335.24,0.9026,0.014
A,2025-08-23,2800.0,327.01,0.8656,0.0147
A,2025-08-24,1151.0,320.22,0.9004,0.015
A,2025-08-25,4468.0,298.78,0.8472,0.0256
A,2025-08-26,3898.0,303.13,0.8912,0.0305
A,2025-08-27,3905.0,327.68,0.8962,0.0139
A,2025-08-28,3916.0,335.57,0.8859,0.0209
A,2025-08-29,3870.0,327.7,0.9202,0.0089
A,2025-08-30,2750.0,318.39,0.8225,0.0222
A,2025-08-31,1334.0,305.91,0.8932,0.0144
A,2025-09-01,2782.0,309.87,0.9471,0.0084
A,2025-09-02,5277.0,301.06,0.9246,0.0114
A,2025-09-03,4679.0,297.08,0.9704,0.0043
A,2025-09-04,4397.0,336.84,0.881,0.0137
A,2025-09-05,4424.0,324.25,0.9789,0.007
A,2025-09-06,2970.0,314.2,0.9576,0.0051
A,2025-09-07,1345.0,320.54,0.9611,0.0077
A,2025-09-08,4879.0,324.69,0.908,0.0124
A,2025-09-09,4128.0,313.12,0.9407,0.007
A,2025-09-10,4069.0,288.58,0.9383,0.0133
A,2025-09-11,3930.0,307.52,0.935,0.0067
A,2025-09-12,3572.0,323.49,0.9419,0.0046
A,2025-09-13,2715.0,328.25,0.9085,0.0148
A,2025-09-14,1228.0,328.63,0.92,0.0144
A,2025-09-15,4336.0,327.5,0.9571,0.0055
A,2025-09-16,3887.0,301.47,0.8963,0.0108
A,2025-09-17,4124.0,283.14,0.959,0.0058
A,2025-09-18,3935.0,334.82,0.9389,0.0062
A,2025-09-19,3884.0,336.95,0.9491,0.0098
A,2025-09-20,2910.0,337.37,0.8886,0.014
A,2025-09-21,1179.0,327.73,0.9032,0.01
A,2025-09-22,4319.0,331.46,0.9678,0.0039
A,2025-09-23,4252.0,314.7,0.8963,0.0153
A,2025-09-24,3768.0,284.18,0.9142,0.0198
A,2025-09-25,4005.0,323.21,0.9563,0.0062
A,2025-09-26,3796.0,316.57,0.9449,0.0062
A,2025-09-27,2763.0,304.9,0.9219,0.0093
A,2025-09-28,1198.0,274.6,0.9513,0.0202
A,2025-09-29,4414.0,303.17,0.9655,0.0044
A,2025-09-30,4537.0,310.11,0.9675,0.0036
A,2025-10-01,4583.0,315.51,0.8606,0.023
A,2025-10-02,4616.0,310.61,0.8813,0.0479
A,2025-10-03,4373.0,347.41,0.6955,0.0442
A,2025-10-04,2840.0,341.63,0.7791,0.0413
A,2025-10-05,1455.0,343.77,0.8676,0.0148
A,2025-10-06,4709.0,332.93,0.9147,0.0082
A,2025-10-07,4193.0,331.84,0.8888,0.013
A,2025-10-08,4361.0,319.56,0.8827,0.0165
A,2025-10-09,4067.0,298.09,0.8359,0.0223
A,2025-10-10,4163.0,340.38,0.7764,0.0217
A,2025-10-11,2914.0,340.59,0.9348,0.0074
A,2025-10-12,1221.0,326.36,0.9297,0.0026
A,2025-10-13,3999.0,318.44,0.93,0.0043
A,2025-10-14,4005.0,338.09,0.9066,0.0101
A,2025-10-15,4122.0,305.31,0.9501,0.0123
A,2025-10-16,4062.0,306.08,0.9574,0.0049
A,2025-10-17,4108.0,337.69,0.9189,0.0062
A,2025-10-18,2615.0,341.33,0.9507,0.0124
A,2025-10-19,1252.0,349.09,0.9702,0.0044
A,2025-10-20,4864.0,346.78,0.9518,0.005
A,2025-10-21,3945.0,348.44,0.9531,0.0048
A,2025-10-22,4155.0,321.88,0.8221,0.0236
A,2025-10-23,3949.0,291.5,0.9253,0.0165
A,2025-10-24,3812.0,333.68,0.9575,
A,2025-10-25,2619.0,336.86,0.9592,
A,2025-10-26,1147.0,320.92,0.9627,
A,2025-10-27,4172.0,267.75,0.8553,
A,2025-10-28,3741.0,320.77,0.949,
A,2025-10-29,3479.0,301.73,0.9702,
A,2025-10-30,3919.0,281.93,0.9888,
A,2025-10-31,3884.0,287.49,0.976,
A,2025-11-01,2914.0,324.91,0.9405,
A,2025-11-02,1460.0,314.36,0.9163,
A,2025-11-03,5157.0,323.17,0.9025,
A,2025-11-04,4378.0,317.94,0.925,0.027
A,2025-11-05,4446.0,320.25,0.9591,0.0082
A,2025-11-06,4029.0,299.33,0.9405,0.0083
A,2025-11-07,4446.0,279.99,0.9381,0.01
A,2025-11-08,3451.0,316.83,0.9535,0.0047
A,2025-11-09,1477.0,314.48,0.9352,0.0085
A,2025-11-10,5019.0,314.61,0.8808,0.0177
A,2025-11-11,4341.0,316.38,0.9234,0.0095
A,2025-11-12,4263.0,316.08,0.9435,0.0102
A,2025-11-13,4402.0,286.71,0.9327,0.0074
A,2025-11-14,4469.0,277.26,0.9266,0.0129
A,2025-11-15,3003.0,313.44,0.9541,0.0059
A,2025-11-16,1415.0,310.49,0.944,0.0068
A,2025-11-17,4864.0,302.44,0.9003,0.0127
A,2025-11-18,4432.0,300.58,0.9284,0.0088
A,2025-11-19,4309.0,305.47,0.9381,0.0099
A,2025-11-20,4444.0,288.79,0.9191,0.0085
A,2025-11-21,4409.0,269.1,0.9609,0.007
A,2025-11-22,3132.0,287.12,0.9779,0.0033
A,2025-11-23,1457.0,277.77,0.9683,0.0029
A,2025-11-24,4655.0,284.29,0.9897,0.0068
A,2025-11-25,4292.0,302.89,0.9445,0.005
A,2025-11-26,3825.0,313.21,0.9424,0.0085
A,2025-11-27,498.0,300.28,0.9571,0.0058
A,2025-11-28,5802.0,270.24,0.9708,0.0028
A,2025-11-29,3864.0,314.4,0.9491,0.0053
A,2025-11-30,1708.0,313.85,0.8753,0.0118
A,2025-12-01,7090.0,335.76,0.9034,0.013
A,2025-12-02,5783.0,343.91,0.8387,0.0213
A,2025-12-03,5343.0,336.69,0.9015,0.0116
A,2025-12-04,5121.0,330.38,0.943,0.0066
A,2025-12-05,5183.0,342.2,0.934,0.0093
A,2025-12-06,3698.0,338.32,0.8602,0.0154
A,2025-12-07,1787.0,298.43,0.9526,0.0073
A,2025-12-08,5893.0,338.98,0.9175,0.0083
A,2025-12-09,5274.0,336.41,0.8712,0.0167
A,2025-12-10,5303.0,330.37,0.9342,0.0083
A,2025-12-11,5517.0,331.79,0.879,0.0127
A,2025-12-12,4989.0,329.68,0.8994,0.0134
A,2025-12-13,3926.0,318.0,0.8604,0.0199
A,2025-12-14,2057.0,287.31,0.9473,0.0136
A,2025-12-15,5530.0,329.09,0.9268,0.0074
A,2025-12-16,5153.0,329.24,0.9021,0.0107
A,2025-12-17,5411.0,316.7,0.8911,0.0126
A,2025-12-18,5070.0,322.39,0.8712,0.0136
A,2025-12-19,4977.0,326.72,0.8854,0.0145
A,2025-12-20,4104.0,310.08,0.8834,0.0156
A,2025-12-21,1956.0,301.96,0.935,0.0097
A,2025-12-22,5346.0,309.27,0.9732,0.0036
A,2025-12-23,4997.0,311.69,0.917,0.0094
A,2025-12-24,3276.0,295.41,0.9406,0.0089
A,2025-12-25,290.0,254.13,0.9161,0.0138
A,2025-12-26,4024.0,329.72,0.7901,0.0313
A,2025-12-27,3194.0,318.87,0.9046,0.0125
A,2025-12-28,1269.0,298.36,0.9897,0.0008
A,2025-12-29,5186.0,334.15,0.8176,0.0166
A,2025-12-30,4753.0,332.86,0.9001,0.0078
A,2025-12-31,3991.0,333.31,0.7732,0.0236
B,2024-01-01,4406.0,301.02,0.9785,0.0057
B,2024-01-02,14914.0,356.37,0.565,0.132
B,2024-01-03,14132.0,347.41,0.6218,0.0797
B,2024-01-04,12487.0,344.92,0.6122,0.0824
B,2024-01-05,13010.0,340.52,0.7637,0.0262
B,2024-01-06,8264.0,321.17,0.9238,0.0174
B,2024-01-07,5082.0,289.35,0.9496,0.0085
B,2024-01-08,13645.0,343.62,0.8764,0.0144
B,2024-01-09,11564.0,350.61,0.9403,0.0075
B,2024-01-10,11742.0,339.42,0.9237,0.0116
B,2024-01-11,11327.0,333.61,0.9142,0.0168
B,2024-01-12,10969.0,341.65,0.9059,0.0168
B,2024-01-13,7206.0,327.53,0.8978,0.0171
B,2024-01-14,4958.0,280.85,0.9247,0.0117
B,2024-01-15,9352.0,333.13,0.9936,0.0032
B,2024-01-16,10621.0,339.55,0.9739,0.0042
B,2024-01-17,12302.0,338.55,0.8915,0.0114
B,2024-01-18,11011.0,335.82,0.8726,0.0187
B,2024-01-19,11780.0,335.46,0.8266,0.0154
B,2024-01-20,8432.0,321.99,0.8735,0.0238
B,2024-01-21,5266.0,297.18,0.973,0.0068
B,2024-01-22,11759.0,334.07,0.9018,0.0076
B,2024-01-23,11314.0,340.96,0.9695,0.0044
B,2024-01-24,10439.0,332.58,0.967,0.0049
B,2024-01-25,11369.0,330.15,0.8507,0.0194
B,2024-01-26,10808.0,337.58,0.8594,0.0097
B,2024-01-27,8020.0,312.01,0.8889,0.0177
B,2024-01-28,4402.0,279.06,0.9925,0.0032
B,2024-01-29,11053.0,336.11,0.9811,0.003
B,2024-01-30,9718.0,329.33,0.9679,0.004
B,2024-01-31,9721.0,324.94,0.9307,0.008
B,2024-02-01,11095.0,329.45,0.9117,0.0275
B,2024-02-02,12270.0,371.27,0.7507,0.0308
B,2024-02-03,8131.0,377.14,0.742,0.0303
B,2024-02-04,4971.0,352.61,0.9251,0.0126
B,2024-02-05,13191.0,321.28,0.9071,0.0138
B,2024-02-06,11538.0,374.23,0.9068,0.0137
B,2024-02-07,10629.0,381.02,0.8877,0.0113
B,2024-02-08,10324.0,366.36,0.917,0.0106
B,2024-02-09,10068.0,364.52,0.9826,0.0036
B,2024-02-10,7640.0,375.11,0.9792,0.0051
B,2024-02-11,4490.0,343.56,0.7482,0.0432
B,2024-02-12,10990.0,327.62,0.6939,0.0365
B,2024-02-13,10243.0,368.58,0.9118,0.0073
B,2024-02-14,9921.0,361.98,0.9382,0.007
B,2024-02-15,10054.0,362.09,0.8878,0.011
B,2024-02-16,10052.0,361.3,0.917,0.0085
B,2024-02-17,7426.0,361.98,0.8577,0.0154
B,2024-02-18,4754.0,356.61,0.5757,0.0535
B,2024-02-19,9508.0,320.44,0.877,0.0184
B,2024-02-20,10377.0,344.73,0.9795,0.0057
B,2024-02-21,10271.0,363.2,0.9455,0.0067
B,2024-02-22,9753.0,361.07,0.9475,0.006
B,2024-02-23,10516.0,354.83,0.9008,0.0087
B,2024-02-24,6872.0,357.99,0.8741,0.0134
B,2024-02-25,5040.0,359.63,0.5185,0.0795
B,2024-02-26,10173.0,318.28,0.8899,0.0151
B,2024-02-27,9409.0,358.01,0.9008,0.0055
B,2024-02-28,9603.0,350.34,0.965,0.0042
B,2024-02-29,9608.0,352.76,0.9661,0.0041
B,2024-03-01,11913.0,345.6,0.9888,0.0032
B,2024-03-02,8661.0,350.99,0.8449,0.016
B,2024-03-03,5173.0,336.5,0.7636,0.0368
B,2024-03-04,11599.0,330.41,0.8014,0.0274
B,2024-03-05,10843.0,327.83,0.7801,0.0347
B,2024-03-06,9956.0,276.37,0.9519,0.0097
B,2024-03-07,9420.0,344.32,0.7251,0.0405
B,2024-03-08,9653.0,337.15,0.8874,0.0098
B,2024-03-09,6847.0,338.49,0.9425,0.0075
B,2024-03-10,4416.0,325.79,0.9248,0.0087
B,2024-03-11,11636.0,336.82,0.9641,0.0047
B,2024-03-12,10095.0,314.37,0.9171,0.0145
B,2024-03-13,9849.0,279.41,0.9875,0.0047
B,2024-03-14,9483.0,341.03,0.9552,0.0067
B,2024-03-15,10035.0,333.71,0.9511,0.0071
B,2024-03-16,6828.0,327.23,0.9241,0.0109
B,2024-03-17,4807.0,321.83,0.8617,0.0127
B,2024-03-18,11456.0,328.46,0.9065,0.0158
B,2024-03-19,10407.0,322.33,0.7932,0.0285
B,2024-03-20,10951.0,287.92,0.9139,0.0126
B,2024-03-21,9941.0,325.93,0.9711,0.0055
B,2024-03-22,9880.0,328.81,0.941,0.0132
B,2024-03-23,7636.0,328.74,0.9112,0.0128
B,2024-03-24,4417.0,322.73,0.9217,0.0105
B,2024-03-25,12048.0,331.95,0.8528,0.0154
B,2024-03-26,10177.0,309.89,0.9109,0.0122
B,2024-03-27,10803.0,267.55,0.9818,0.006
B,2024-03-28,10446.0,331.32,0.9399,0.0072
B,2024-03-29,10104.0,319.16,0.987,0.0034
B,2024-03-30,7230.0,320.99,0.8947,0.0129
B,2024-03-31,2232.0,310.1,0.8758,0.0123
B,2024-04-01,13904.0,356.31,0.7403,0.0322
B,2024-04-02,12726.0,316.96,0.8316,0.0205
B,2024-04-03,12751.0,352.7,0.9078,0.0087
B,2024-04-04,12421.0,353.27,0.954,0.0052
B,2024-04-05,12811.0,351.83,0.8763,0.0138
B,2024-04-06,8281.0,358.77,0.9298,0.0072
B,2024-04-07,4791.0,357.03,0.8767,0.0156
B,2024-04-08,12981.0,340.15,0.7714,0.0986
B,2024-04-09,12416.0,320.05,0.9482,0.0054
B,2024-04-10,11093.0,357.0,0.9735,0.003
B,2024-04-11,12206.0,348.64,0.9705,0.0041
B,2024-04-12,11717.0,354.19,0.9544,0.0037
B,2024-04-13,7742.0,345.0,0.9676,0.0035
B,2024-04-14,4825.0,350.87,0.8102,0.0269
B,2024-04-15,12818.0,345.17,0.686,0.0432
B,2024-04-16,10700.0,309.73,0.958,0.0056
B,2024-04-17,10989.0,348.57,0.9473,0.0081
B,2024-04-18,10710.0,359.41,0.9602,0.005
B,2024-04-19,9983.0,358.54,0.9527,0.0048
B,2024-04-20,7367.0,346.05,0.8981,0.0142
B,2024-04-21,4537.0,353.95,0.8067,0.0155
B,2024-04-22,12112.0,336.94,0.7993,0.0249
B,2024-04-23,10845.0,312.46,0.9477,0.0071
B,2024-04-24,10728.0,346.56,0.9864,0.0036
B,2024-04-25,10801.0,342.39,0.9712,0.0029
B,2024-04-26,10481.0,334.85,0.9728,0.0032
B,2024-04-27,7280.0,331.56,0.8969,0.0106
B,2024-04-28,4673.0,322.97,0.7991,0.0207
B,2024-04-29,11760.0,328.53,0.8888,0.0295
B,2024-04-30,11881.0,308.52,0.8871,0.0281
B,2024-05-01,11910.0,283.94,0.9944,0.0041
B,2024-05-02,11768.0,330.52,,
B,2024-05-03,12334.0,328.77,,
B,2024-05-04,7672.0,326.25,,
B,2024-05-05,5164.0,337.49,,
B,2024-05-06,13002.0,335.06,,
B,2024-05-07,11768.0,302.74,,
B,2024-05-08,11917.0,286.02,,
B,2024-05-09,11394.0,342.53,,
B,2024-05-10,10986.0,337.06,,
B,2024-05-11,8107.0,335.42,,
B,2024-05-12,4050.0,325.2,,
B,2024-05-13,11156.0,334.03,,
B,2024-05-14,10891.0,316.28,0.7786,0.0303
B,2024-05-15,10444.0,284.73,0.9608,0.0069
B,2024-05-16,10566.0,338.42,0.7652,0.0182
B,2024-05-17,11017.0,337.3,0.8154,0.017
B,2024-05-18,6753.0,340.84,0.5902,0.0709
B,2024-05-19,4282.0,337.34,0.7483,0.02
B,2024-05-20,12003.0,328.43,0.8106,0.0204
B,2024-05-21,10436.0,322.55,0.6169,0.0995
B,2024-05-22,10188.0,288.06,0.8682,0.0174
B,2024-05-23,10207.0,336.84,0.7723,0.0212
B,2024-05-24,9924.0,331.35,0.8684,0.0101
B,2024-05-25,7132.0,333.91,0.8074,0.0255
B,2024-05-26,3996.0,315.32,0.8553,0.0152
B,2024-05-27,6576.0,310.17,0.9359,0.0074
B,2024-05-28,11555.0,296.87,0.885,0.0118
B,2024-05-29,10815.0,263.26,0.9837,0.0099
B,2024-05-30,9831.0,334.25,0.7738,0.0461
B,2024-05-31,10693.0,302.26,0.8613,0.0185
B,2024-06-01,7528.0,347.88,0.8212,0.0176
B,2024-06-02,5200.0,337.61,0.961,0.0083
B,2024-06-03,13735.0,331.78,0.9582,0.0068
B,2024-06-04,12071.0,347.73,0.9639,0.0071
B,2024-06-05,11756.0,344.09,0.9519,0.009
B,2024-06-06,10749.0,326.19,0.8295,0.0208
B,2024-06-07,10675.0,303.42,0.969,0.0032
B,2024-06-08,7359.0,336.1,0.9666,0.0036
B,2024-06-09,4548.0,339.89,0.9464,0.0076
B,2024-06-10,12463.0,338.7,0.9753,0.0037
B,2024-06-11,11209.0,327.77,0.9459,0.0065
B,2024-06-12,10688.0,330.13,0.9135,0.0124
B,2024-06-13,10119.0,325.03,0.8022,0.0269
B,2024-06-14,11074.0,302.19,0.9731,0.0058
B,2024-06-15,7289.0,337.81,0.9329,0.0062
B,2024-06-16,3861.0,333.75,0.9832,0.0039
B,2024-06-17,12420.0,321.09,0.9444,0.0072
B,2024-06-18,10759.0,330.06,0.8341,0.0193
B,2024-06-19,9655.0,342.58,0.8018,0.0339
B,2024-06-20,11249.0,325.05,0.8234,0.0325
B,2024-06-21,11260.0,296.89,0.767,0.033
B,2024-06-22,7073.0,343.0,0.8666,0.0156
B,2024-06-23,4726.0,324.03,0.9528,0.0059
B,2024-06-24,12089.0,329.46,0.9291,0.0079
B,2024-06-25,11816.0,326.56,0.8384,0.0133
B,2024-06-26,10808.0,320.11,0.8263,0.0147
B,2024-06-27,11070.0,312.24,0.7817,0.0258
B,2024-06-28,10517.0,288.81,0.8193,0.0264
B,2024-06-29,6952.0,317.96,0.8517,0.0144
B,2024-06-30,4466.0,343.54,0.8081,0.0251
B,2024-07-01,13539.0,336.56,0.928,0.0073
B,2024-07-02,11789.0,334.68,0.8103,0.02
B,2024-07-03,11564.0,339.5,0.7187,0.0361
B,2024-07-04,4858.0,342.55,0.8295,0.0194
B,2024-07-05,11932.0,317.82,0.8609,0.0184
B,2024-07-06,7288.0,297.87,0.9376,0.01
B,2024-07-07,4733.0,336.3,0.9028,0.014
B,2024-07-08,13865.0,341.78,0.9111,0.0089
B,2024-07-09,12003.0,337.15,0.8767,0.0148
B,2024-07-10,11288.0,337.94,0.8442,0.0172
B,2024-07-11,11376.0,335.15,0.8201,0.0224
B,2024-07-12,10779.0,318.08,0.8627,0.0151
B,2024-07-13,6696.0,283.38,0.9633,0.0068
B,2024-07-14,4607.0,332.86,0.8046,0.0183
B,2024-07-15,11868.0,342.28,0.8715,0.013
B,2024-07-16,10275.0,333.19,0.8576,0.0167
B,2024-07-17,11140.0,343.89,0.8117,0.0235
B,2024-07-18,10300.0,337.02,0.9124,0.0103
B,2024-07-19,10393.0,313.82,0.7712,0.0497
B,2024-07-20,7637.0,297.83,0.8267,0.0159
B,2024-07-21,4689.0,334.03,0.8284,0.0163
B,2024-07-22,11666.0,330.63,0.8891,0.0104
B,2024-07-23,11087.0,335.72,0.8764,0.0116
B,2024-07-24,10197.0,336.73,0.8093,0.0214
B,2024-07-25,10599.0,330.44,0.9424,0.0083
B,2024-07-26,9744.0,308.7,0.8051,0.0309
B,2024-07-27,7184.0,288.53,0.957,0.0103
B,2024-07-28,4263.0,331.35,0.8619,0.0121
B,2024-07-29,12167.0,321.44,0.8578,0.011
B,2024-07-30,10481.0,337.77,0.9131,0.0075
B,2024-07-31,10131.0,332.51,0.9449,0.0077
B,2024-08-01,11272.0,332.84,0.9119,0.0092
B,2024-08-02,12391.0,346.19,0.9098,0.0101
B,2024-08-03,8387.0,330.31,0.8285,0.0212
B,2024-08-04,5500.0,308.18,0.9593,0.0052
B,2024-08-05,13735.0,345.93,0.8728,0.0115
B,2024-08-06,11490.0,335.72,0.9503,0.0059
B,2024-08-07,10664.0,335.86,0.9474,0.0063
B,2024-08-08,10556.0,327.5,0.9514,0.0049
B,2024-08-09,10462.0,333.8,0.8288,0.0239
B,2024-08-10,7261.0,328.17,0.7958,0.0365
B,2024-08-11,4706.0,292.6,0.9213,0.009
B,2024-08-12,11125.0,338.67,0.8947,0.0082
B,2024-08-13,9884.0,338.24,0.8882,0.0091
B,2024-08-14,10032.0,330.78,0.9539,0.0043
B,2024-08-15,9752.0,334.6,0.9586,0.0058
B,2024-08-16,9956.0,327.31,0.9498,0.0055
B,2024-08-17,6987.0,326.63,0.9694,0.0061
B,2024-08-18,4342.0,304.9,0.9031,0.0147
B,2024-08-19,10811.0,343.49,0.8668,0.037
B,2024-08-20,10138.0,351.8,0.8525,0.018
B,2024-08-21,9962.0,333.1,0.8172,0.0246
B,2024-08-22,9427.0,329.56,0.913,0.0071
B,2024-08-23,10178.0,336.92,0.8211,0.0174
B,2024-08-24,6535.0,325.41,0.8512,0.0281
B,2024-08-25,4677.0,282.2,0.9281,0.0088
B,2024-08-26,10563.0,332.89,0.9418,0.0061
B,2024-08-27,10300.0,322.95,0.9459,0.005
B,2024-08-28,9587.0,323.46,0.9786,0.0033
B,2024-08-29,8758.0,336.14,0.7727,0.0269
B,2024-08-30,9961.0,336.52,0.7108,0.0449
B,2024-08-31,6918.0,324.99,0.7913,0.0395
B,2024-09-01,4494.0,318.5,0.8756,0.0191
B,2024-09-02,,,,0.0037
B,2024-09-03,,,,0.047
B,2024-09-04,,,,0.0265
B,2024-09-05,,,,0.0284
B,2024-09-06,,,,0.0184
B,2024-09-07,,,,0.0168
B,2024-09-08,,,,0.015
B,2024-09-09,,,,0.0052
B,2024-09-10,,,,0.0169
B,2024-09-11,,,,0.0124
B,2024-09-12,9470.0,334.47,0.8249,0.0196
B,2024-09-13,9247.0,323.5,0.8177,0.0232
B,2024-09-14,6890.0,311.43,0.8725,0.0165
B,2024-09-15,4298.0,315.85,0.9182,0.0126
B,2024-09-16,10854.0,294.7,0.9852,0.0056
B,2024-09-17,10294.0,332.22,0.8711,0.0153
B,2024-09-18,9981.0,332.82,0.8365,0.0187
B,2024-09-19,9411.0,346.59,0.8236,0.0215
B,2024-09-20,10018.0,337.7,0.9093,0.0129
B,2024-09-21,6663.0,331.33,0.9289,0.0087
B,2024-09-22,4295.0,307.7,0.9452,0.0081
B,2024-09-23,11124.0,282.99,0.9877,0.0035
B,2024-09-24,9684.0,315.61,0.9758,0.0049
B,2024-09-25,10521.0,337.08,0.8851,0.0121
B,2024-09-26,9371.0,331.98,0.885,0.0094
B,2024-09-27,9822.0,328.44,0.9405,0.0094
B,2024-09-28,6763.0,317.11,0.8932,0.0128
B,2024-09-29,4127.0,334.03,0.9008,0.0106
B,2024-09-30,11613.0,337.78,0.7696,0.0326
B,2024-10-01,11492.0,316.19,0.8566,0.0199
B,2024-10-02,11169.0,304.11,0.8895,0.0151
B,2024-10-03,11589.0,340.82,0.8379,0.0145
B,2024-10-04,11466.0,339.47,0.9545,0.0062
B,2024-10-05,8178.0,331.58,0.9845,0.0032
B,2024-10-06,5094.0,330.31,0.9859,0.0079
B,2024-10-07,12899.0,335.53,0.9506,0.0057
B,2024-10-08,11424.0,322.18,0.9552,0.006
B,2024-10-09,10108.0,295.39,0.9955,0.0033
B,2024-10-10,10457.0,335.27,0.9241,0.0074
B,2024-10-11,10640.0,330.02,0.9836,0.0037
B,2024-10-12,7298.0,327.99,0.9439,0.0068
B,2024-10-13,4930.0,336.58,0.9227,0.008
B,2024-10-14,11387.0,334.35,0.8727,0.0114
B,2024-10-15,9889.0,322.97,0.9099,0.0144
B,2024-10-16,10672.0,305.49,0.9639,0.0059
B,2024-10-17,10433.0,344.33,0.9442,0.0062
B,2024-10-18,10498.0,337.03,0.9208,0.0105
B,2024-10-19,7057.0,333.05,0.9272,0.0072
