Portfolio,Date,slot,Interval,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Service Level
B,2025-04-01,16,08:00:00,64.0,0.0,0.0,247.95,1.0
B,2025-04-01,17,08:30:00,111.0,3.0,0.027,309.07,1.0
B,2025-04-01,18,09:00:00,144.0,0.0,0.0,306.46,1.0
B,2025-04-01,19,09:30:00,253.0,0.0,0.0,297.44,0.996
B,2025-04-01,20,10:00:00,275.0,2.0,0.0073,295.53,0.9853
B,2025-04-01,21,10:30:00,304.0,2.0,0.0066,328.72,0.9106
B,2025-04-01,22,11:00:00,347.0,2.0,0.0058,334.68,0.9246
B,2025-04-01,23,11:30:00,400.0,8.0,0.02,307.29,0.8852
B,2025-04-01,24,12:00:00,424.0,3.0,0.0071,345.98,0.9169
B,2025-04-01,25,12:30:00,382.0,2.0,0.0052,351.69,0.9789
B,2025-04-01,26,13:00:00,467.0,0.0,0.0,348.8,0.9636
B,2025-04-01,27,13:30:00,434.0,3.0,0.0069,348.35,0.8608
B,2025-04-01,28,14:00:00,447.0,3.0,0.0067,319.33,0.9865
B,2025-04-01,29,14:30:00,508.0,15.0,0.0295,343.38,0.6572
B,2025-04-01,30,15:00:00,481.0,1.0,0.0021,319.81,0.9875
B,2025-04-01,31,15:30:00,462.0,0.0,0.0,351.58,0.9957
B,2025-04-01,32,16:00:00,416.0,0.0,0.0,369.78,0.9736
B,2025-04-01,33,16:30:00,412.0,0.0,0.0,329.54,0.9879
B,2025-04-01,34,17:00:00,440.0,6.0,0.0136,332.2,0.8295
B,2025-04-01,35,17:30:00,400.0,2.0,0.005,350.52,0.9849
B,2025-04-01,36,18:00:00,393.0,1.0,0.0025,337.72,0.7628
B,2025-04-01,37,18:30:00,339.0,2.0,0.0059,353.46,0.7893
B,2025-04-01,38,19:00:00,298.0,4.0,0.0134,365.92,0.8469
B,2025-04-01,39,19:30:00,287.0,2.0,0.007,361.16,0.9579
B,2025-04-01,40,20:00:00,224.0,3.0,0.0134,310.38,0.9276
B,2025-04-01,41,20:30:00,218.0,2.0,0.0092,347.15,0.7407
B,2025-04-01,42,21:00:00,166.0,1.0,0.006,335.01,0.9697
B,2025-04-01,43,21:30:00,157.0,0.0,0.0,373.85,0.9618
B,2025-04-01,44,22:00:00,118.0,2.0,0.0169,373.86,0.8879
B,2025-04-01,45,22:30:00,104.0,2.0,0.0192,359.6,0.8627
B,2025-04-01,46,23:00:00,63.0,0.0,0.0,355.63,1.0
B,2025-04-01,47,23:30:00,41.0,0.0,0.0,253.9,0.9756
B,2025-04-02,0,00:00:00,33.0,0.0,0.0,386.03,1.0
B,2025-04-02,1,00:30:00,17.0,0.0,0.0,384.47,1.0
B,2025-04-02,2,01:00:00,10.0,0.0,0.0,281.4,1.0
B,2025-04-02,3,01:30:00,6.0,0.0,0.0,362.67,1.0
B,2025-04-02,4,02:00:00,4.0,0.0,0.0,556.75,1.0
B,2025-04-02,5,02:30:00,1.0,0.0,0.0,168.0,1.0
B,2025-04-02,6,03:00:00,2.0,0.0,0.0,906.5,1.0
B,2025-04-02,7,03:30:00,3.0,0.0,0.0,216.67,1.0
B,2025-04-02,8,04:00:00,2.0,0.0,0.0,256.0,1.0
B,2025-04-02,9,04:30:00,3.0,0.0,0.0,256.0,1.0
B,2025-04-02,10,05:00:00,3.0,0.0,0.0,505.33,1.0
B,2025-04-02,11,05:30:00,0.0,0.0,,,
B,2025-04-02,12,06:00:00,2.0,0.0,0.0,429.0,1.0
B,2025-04-02,13,06:30:00,6.0,0.0,0.0,371.17,1.0
B,2025-04-02,14,07:00:00,22.0,0.0,0.0,202.91,1.0
B,2025-04-02,15,07:30:00,39.0,0.0,0.0,303.56,1.0
B,2025-04-02,16,08:00:00,48.0,0.0,0.0,313.71,1.0
B,2025-04-02,17,08:30:00,104.0,1.0,0.0096,328.18,0.9806
B,2025-04-02,18,09:00:00,166.0,0.0,0.0,294.45,1.0
B,2025-04-02,19,09:30:00,214.0,5.0,0.0234,315.36,0.9665
B,2025-04-02,20,10:00:00,250.0,1.0,0.004,298.37,0.9518
B,2025-04-02,21,10:30:00,300.0,5.0,0.0167,336.33,0.8881
B,2025-04-02,22,11:00:00,321.0,7.0,0.0218,335.41,0.7866
B,2025-04-02,23,11:30:00,346.0,3.0,0.0087,339.16,0.8309
B,2025-04-02,24,12:00:00,379.0,0.0,0.0,327.83,0.9499
B,2025-04-02,25,12:30:00,417.0,9.0,0.0216,328.86,0.7108
B,2025-04-02,26,13:00:00,440.0,2.0,0.0045,331.89,0.9726
B,2025-04-02,27,13:30:00,409.0,11.0,0.0269,337.02,0.7588
B,2025-04-02,28,14:00:00,408.0,1.0,0.0025,317.75,0.9705
B,2025-04-02,29,14:30:00,448.0,2.0,0.0045,364.02,0.991
B,2025-04-02,30,15:00:00,411.0,1.0,0.0024,349.22,1.0
B,2025-04-02,31,15:30:00,430.0,2.0,0.0047,333.94,0.9953
B,2025-04-02,32,16:00:00,436.0,0.0,0.0,341.39,1.0
B,2025-04-02,33,16:30:00,403.0,0.0,0.0,335.56,0.995
B,2025-04-02,34,17:00:00,385.0,6.0,0.0156,336.47,0.971
B,2025-04-02,35,17:30:00,389.0,3.0,0.0077,334.3,0.9922
B,2025-04-02,36,18:00:00,361.0,0.0,0.0,330.58,0.9861
B,2025-04-02,37,18:30:00,329.0,0.0,0.0,361.68,0.9909
B,2025-04-02,38,19:00:00,285.0,3.0,0.0105,351.6,0.9965
B,2025-04-02,39,19:30:00,244.0,2.0,0.0082,293.23,0.9917
B,2025-04-02,40,20:00:00,240.0,2.0,0.0083,331.68,0.9076
B,2025-04-02,41,20:30:00,190.0,2.0,0.0105,344.44,0.9894
B,2025-04-02,42,21:00:00,148.0,1.0,0.0068,305.09,0.9728
B,2025-04-02,43,21:30:00,148.0,0.0,0.0,353.77,0.9865
B,2025-04-02,44,22:00:00,99.0,0.0,0.0,321.82,1.0
B,2025-04-02,45,22:30:00,82.0,0.0,0.0,287.34,1.0
B,2025-04-02,46,23:00:00,72.0,0.0,0.0,272.75,1.0
B,2025-04-02,47,23:30:00,65.0,1.0,0.0154,287.25,1.0
B,2025-04-03,0,00:00:00,34.0,0.0,0.0,287.62,1.0
B,2025-04-03,1,00:30:00,22.0,0.0,0.0,278.82,1.0
B,2025-04-03,2,01:00:00,6.0,0.0,0.0,312.67,1.0
B,2025-04-03,3,01:30:00,9.0,0.0,0.0,518.11,1.0
B,2025-04-03,4,02:00:00,5.0,0.0,0.0,365.6,1.0
B,2025-04-03,5,02:30:00,2.0,0.0,0.0,388.5,1.0
B,2025-04-03,7,03:30:00,,,,,
B,2025-04-03,8,04:00:00,,,,,
B,2025-04-03,9,04:30:00,,,,,
B,2025-04-03,11,05:30:00,,,,,
B,2025-04-03,12,06:00:00,,,,,
B,2025-04-03,13,06:30:00,,,,,
B,2025-04-03,14,07:00:00,32.0,1.0,0.0313,243.68,0.9355
B,2025-04-03,15,07:30:00,34.0,1.0,0.0294,240.03,1.0
B,2025-04-03,16,08:00:00,71.0,1.0,0.0141,288.9,0.8857
B,2025-04-03,17,08:30:00,116.0,2.0,0.0172,322.09,0.807
B,2025-04-03,18,09:00:00,187.0,0.0,0.0,324.53,0.8984
B,2025-04-03,19,09:30:00,255.0,2.0,0.0078,313.39,0.9802
B,2025-04-03,20,10:00:00,268.0,0.0,0.0,337.18,0.9739
B,2025-04-03,21,10:30:00,327.0,12.0,0.0367,322.01,0.8159
B,2025-04-03,22,11:00:00,352.0,5.0,0.0142,345.67,0.8646
B,2025-04-03,23,11:30:00,395.0,15.0,0.038,338.28,0.6237
B,2025-04-03,24,12:00:00,369.0,0.0,0.0,326.98,0.9404
B,2025-04-03,25,12:30:00,446.0,6.0,0.0135,314.21,0.9068
B,2025-04-03,26,13:00:00,438.0,2.0,0.0046,349.77,0.9885
B,2025-04-03,27,13:30:00,447.0,9.0,0.0201,335.29,0.8311
B,2025-04-03,28,14:00:00,470.0,5.0,0.0106,328.75,0.8194
B,2025-04-03,29,14:30:00,475.0,3.0,0.0063,351.92,0.7903
B,2025-04-03,30,15:00:00,487.0,3.0,0.0062,342.49,0.8864
B,2025-04-03,31,15:30:00,453.0,2.0,0.0044,308.77,0.9956
B,2025-04-03,32,16:00:00,436.0,2.0,0.0046,346.77,0.977
B,2025-04-03,33,16:30:00,419.0,2.0,0.0048,348.12,0.94
B,2025-04-03,34,17:00:00,401.0,0.0,0.0,339.29,0.99
B,2025-04-03,35,17:30:00,388.0,0.0,0.0,338.97,0.9768
B,2025-04-03,36,18:00:00,388.0,5.0,0.0129,346.14,0.893
B,2025-04-03,37,18:30:00,337.0,0.0,0.0,351.97,0.905
B,2025-04-03,38,19:00:00,308.0,1.0,0.0032,317.28,0.9772
B,2025-04-03,39,19:30:00,274.0,1.0,0.0036,339.41,0.978
B,2025-04-03,40,20:00:00,230.0,0.0,0.0,358.12,0.9478
B,2025-04-03,41,20:30:00,187.0,0.0,0.0,315.01,1.0
B,2025-04-03,42,21:00:00,160.0,0.0,0.0,331.81,0.9938
B,2025-04-03,43,21:30:00,134.0,1.0,0.0075,302.61,1.0
B,2025-04-03,44,22:00:00,132.0,2.0,0.0152,306.12,0.9385
B,2025-04-03,45,22:30:00,102.0,4.0,0.0392,320.88,1.0
B,2025-04-03,46,23:00:00,61.0,0.0,0.0,253.0,1.0
B,2025-04-03,47,23:30:00,37.0,0.0,0.0,342.49,1.0
B,2025-04-04,0,00:00:00,26.0,0.0,0.0,284.62,1.0
B,2025-04-04,1,00:30:00,17.0,0.0,0.0,344.0,1.0
B,2025-04-04,2,01:00:00,18.0,2.0,0.1111,273.25,1.0
B,2025-04-04,3,01:30:00,5.0,0.0,0.0,244.6,1.0
B,2025-04-04,4,02:00:00,7.0,0.0,0.0,316.57,1.0
B,2025-04-04,5,02:30:00,10.0,0.0,0.0,314.8,1.0
B,2025-04-04,6,03:00:00,5.0,0.0,0.0,164.8,1.0
B,2025-04-04,7,03:30:00,4.0,0.0,0.0,320.5,1.0
B,2025-04-04,8,04:00:00,4.0,0.0,0.0,264.75,0.5
B,2025-04-04,9,04:30:00,3.0,1.0,0.3333,129.5,1.0
B,2025-04-04,10,05:00:00,2.0,0.0,0.0,299.0,1.0
B,2025-04-04,11,05:30:00,2.0,0.0,0.0,518.5,1.0
B,2025-04-04,12,06:00:00,3.0,0.0,0.0,131.0,0.6667
B,2025-04-04,13,06:30:00,4.0,3.0,0.75,333.0,1.0
B,2025-04-04,14,07:00:00,21.0,0.0,0.0,294.52,0.9048
B,2025-04-04,15,07:30:00,37.0,0.0,0.0,272.84,0.9189
B,2025-04-04,16,08:00:00,65.0,0.0,0.0,277.28,0.9846
B,2025-04-04,17,08:30:00,97.0,0.0,0.0,267.99,1.0
B,2025-04-04,18,09:00:00,162.0,0.0,0.0,319.4,0.9877
B,2025-04-04,19,09:30:00,202.0,0.0,0.0,311.66,0.9604
B,2025-04-04,20,10:00:00,233.0,1.0,0.0043,336.14,0.9698
B,2025-04-04,21,10:30:00,288.0,10.0,0.0347,329.31,0.7158
B,2025-04-04,22,11:00:00,317.0,11.0,0.0347,331.05,0.4771
B,2025-04-04,23,11:30:00,349.0,2.0,0.0057,336.49,0.8761
B,2025-04-04,24,12:00:00,410.0,2.0,0.0049,355.44,0.9485
B,2025-04-04,25,12:30:00,419.0,5.0,0.0119,349.94,0.913
B,2025-04-04,26,13:00:00,427.0,2.0,0.0047,362.73,0.9412
B,2025-04-04,27,13:30:00,396.0,7.0,0.0177,352.15,0.8663
B,2025-04-04,28,14:00:00,432.0,14.0,0.0324,348.68,0.7225
B,2025-04-04,29,14:30:00,412.0,5.0,0.0121,355.39,0.9017
B,2025-04-04,30,15:00:00,426.0,4.0,0.0094,351.41,0.9242
B,2025-04-04,31,15:30:00,449.0,2.0,0.0045,361.81,0.9575
B,2025-04-04,32,16:00:00,414.0,1.0,0.0024,369.92,0.9613
B,2025-04-04,33,16:30:00,416.0,0.0,0.0,364.97,0.9591
B,2025-04-04,34,17:00:00,392.0,0.0,0.0,363.48,0.9592
B,2025-04-04,35,17:30:00,370.0,3.0,0.0081,374.29,0.9564
B,2025-04-04,36,18:00:00,348.0,3.0,0.0086,356.86,0.9652
B,2025-04-04,37,18:30:00,286.0,1.0,0.0035,343.35,0.9614
B,2025-04-04,38,19:00:00,242.0,1.0,0.0041,375.85,0.971
B,2025-04-04,39,19:30:00,245.0,2.0,0.0082,333.91,0.9342
B,2025-04-04,40,20:00:00,180.0,2.0,0.0111,328.9,0.9831
B,2025-04-04,41,20:30:00,183.0,2.0,0.0109,320.86,0.9448
B,2025-04-04,42,21:00:00,153.0,0.0,0.0,312.73,0.9281
B,2025-04-04,43,21:30:00,120.0,0.0,0.0,312.76,0.975
B,2025-04-04,44,22:00:00,96.0,0.0,0.0,352.53,1.0
B,2025-04-04,45,22:30:00,49.0,0.0,0.0,305.49,1.0
B,2025-04-04,46,23:00:00,56.0,1.0,0.0179,338.67,0.9636
B,2025-04-04,47,23:30:00,48.0,2.0,0.0417,268.48,0.9783
B,2025-04-05,0,00:00:00,29.0,2.0,0.069,285.07,0.9259
B,2025-04-05,1,00:30:00,17.0,0.0,0.0,266.35,1.0
B,2025-04-05,2,01:00:00,4.0,0.0,0.0,988.5,1.0
B,2025-04-05,3,01:30:00,6.0,2.0,0.3333,359.0,0.0
B,2025-04-05,4,02:00:00,4.0,2.0,0.5,345.0,0.5
B,2025-04-05,5,02:30:00,6.0,0.0,0.0,234.83,1.0
B,2025-04-05,6,03:00:00,2.0,0.0,0.0,409.0,1.0
B,2025-04-05,7,03:30:00,4.0,0.0,0.0,202.75,1.0
B,2025-04-05,8,04:00:00,4.0,0.0,0.0,83.0,1.0
B,2025-04-05,9,04:30:00,2.0,0.0,0.0,150.5,1.0
B,2025-04-05,10,05:00:00,2.0,0.0,0.0,245.0,1.0
B,2025-04-05,11,05:30:00,6.0,0.0,0.0,170.67,1.0
B,2025-04-05,12,06:00:00,3.0,0.0,0.0,375.67,1.0
B,2025-04-05,13,06:30:00,4.0,0.0,0.0,115.0,1.0
B,2025-04-05,14,07:00:00,7.0,0.0,0.0,225.86,0.8571
B,2025-04-05,15,07:30:00,23.0,0.0,0.0,364.78,0.9565
B,2025-04-05,16,08:00:00,22.0,0.0,0.0,341.41,1.0
B,2025-04-05,17,08:30:00,38.0,0.0,0.0,317.89,1.0
B,2025-04-05,18,09:00:00,78.0,0.0,0.0,299.62,1.0
B,2025-04-05,19,09:30:00,137.0,3.0,0.0219,340.41,0.9701
B,2025-04-05,20,10:00:00,183.0,0.0,0.0,309.74,0.929
B,2025-04-05,21,10:30:00,184.0,1.0,0.0054,336.66,0.8907
B,2025-04-05,22,11:00:00,222.0,2.0,0.009,318.42,0.8364
B,2025-04-05,23,11:30:00,265.0,5.0,0.0189,311.8,0.8538
B,2025-04-05,24,12:00:00,284.0,2.0,0.007,325.92,0.9681
B,2025-04-05,25,12:30:00,313.0,7.0,0.0224,316.17,0.6536
B,2025-04-05,26,13:00:00,358.0,18.0,0.0503,317.96,0.6735
B,2025-04-05,27,13:30:00,313.0,13.0,0.0415,314.83,0.7867
B,2025-04-05,28,14:00:00,339.0,22.0,0.0649,340.85,0.4543
B,2025-04-05,29,14:30:00,347.0,11.0,0.0317,339.52,0.5952
B,2025-04-05,30,15:00:00,301.0,0.0,0.0,322.8,0.9734
B,2025-04-05,31,15:30:00,300.0,2.0,0.0067,333.68,0.9664
B,2025-04-05,32,16:00:00,332.0,1.0,0.003,324.8,0.9184
B,2025-04-05,33,16:30:00,312.0,0.0,0.0,339.91,0.9679
B,2025-04-05,34,17:00:00,311.0,4.0,0.0129,346.82,0.9544
B,2025-04-05,35,17:30:00,291.0,8.0,0.0275,368.11,0.9011
B,2025-04-05,36,18:00:00,266.0,5.0,0.0188,352.64,0.7395
B,2025-04-05,37,18:30:00,220.0,5.0,0.0227,347.93,0.986
B,2025-04-05,38,19:00:00,216.0,11.0,0.0509,344.68,0.5122
B,2025-04-05,39,19:30:00,191.0,1.0,0.0052,316.71,0.9158
B,2025-04-05,40,20:00:00,149.0,1.0,0.0067,339.1,0.9797
B,2025-04-05,41,20:30:00,140.0,2.0,0.0143,324.54,0.9058
B,2025-04-05,42,21:00:00,131.0,8.0,0.0611,340.3,0.4715
B,2025-04-05,43,21:30:00,102.0,2.0,0.0196,332.76,0.77
B,2025-04-05,44,22:00:00,76.0,1.0,0.0132,309.15,0.8933
B,2025-04-05,45,22:30:00,59.0,0.0,0.0,348.61,0.9322
B,2025-04-05,46,23:00:00,51.0,1.0,0.0196,249.86,0.92
B,2025-04-05,47,23:30:00,47.0,0.0,0.0,325.11,0.9574
B,2025-04-06,0,00:00:00,33.0,3.0,0.0909,308.37,0.9667
B,2025-04-06,1,00:30:00,17.0,0.0,0.0,201.12,0.8235
B,2025-04-06,2,01:00:00,8.0,0.0,0.0,378.38,1.0
B,2025-04-06,3,01:30:00,2.0,0.0,0.0,131.5,1.0
B,2025-04-06,4,02:00:00,3.0,0.0,0.0,601.0,1.0
B,2025-04-06,5,02:30:00,1.0,0.0,0.0,211.0,1.0
B,2025-04-06,6,03:00:00,1.0,,,,1.0
B,2025-04-06,7,03:30:00,2.0,,,,1.0
B,2025-04-06,8,04:00:00,2.0,,,,1.0
B,2025-04-06,9,04:30:00,4.0,,,,1.0
B,2025-04-06,10,05:00:00,1.0,,,,1.0
B,2025-04-06,11,05:30:00,2.0,,,,1.0
B,2025-04-06,12,06:00:00,2.0,,,,1.0
B,2025-04-06,13,06:30:00,1.0,,,,1.0
B,2025-04-06,14,07:00:00,4.0,,,,1.0
B,2025-04-06,15,07:30:00,3.0,,,,1.0
B,2025-04-06,16,08:00:00,6.0,0.0,0.0,301.67,1.0
B,2025-04-06,17,08:30:00,19.0,0.0,0.0,286.95,1.0
B,2025-04-06,18,09:00:00,43.0,0.0,0.0,300.02,1.0
B,2025-04-06,19,09:30:00,61.0,0.0,0.0,280.39,1.0
B,2025-04-06,20,10:00:00,82.0,0.0,0.0,275.74,0.9756
B,2025-04-06,21,10:30:00,94.0,0.0,0.0,340.06,0.9362
B,2025-04-06,22,11:00:00,96.0,0.0,0.0,294.51,0.9896
B,2025-04-06,23,11:30:00,144.0,2.0,0.0139,305.26,0.9507
B,2025-04-06,24,12:00:00,134.0,1.0,0.0075,303.31,1.0
B,2025-04-06,25,12:30:00,161.0,1.0,0.0062,323.98,0.975
B,2025-04-06,26,13:00:00,176.0,1.0,0.0057,307.64,0.9771
B,2025-04-06,27,13:30:00,193.0,1.0,0.0052,319.69,0.9167
B,2025-04-06,28,14:00:00,230.0,0.0,0.0,292.89,0.9174
B,2025-04-06,29,14:30:00,215.0,0.0,0.0,321.55,0.986
B,2025-04-06,30,15:00:00,194.0,0.0,0.0,328.1,1.0
B,2025-04-06,31,15:30:00,220.0,0.0,0.0,296.2,0.9909
B,2025-04-06,32,16:00:00,252.0,2.0,0.0079,334.79,0.788
B,2025-04-06,33,16:30:00,191.0,0.0,0.0,304.36,0.9948
B,2025-04-06,34,17:00:00,194.0,1.0,0.0052,309.56,0.9948
B,2025-04-06,35,17:30:00,179.0,0.0,0.0,282.35,0.9553
B,2025-04-06,36,18:00:00,159.0,0.0,0.0,312.7,0.9182
B,2025-04-06,37,18:30:00,151.0,4.0,0.0265,311.49,0.9456
B,2025-04-06,38,19:00:00,153.0,1.0,0.0065,286.86,0.9408
B,2025-04-06,39,19:30:00,125.0,0.0,0.0,321.93,1.0
B,2025-04-06,40,20:00:00,94.0,1.0,0.0106,267.34,1.0
B,2025-04-06,41,20:30:00,95.0,0.0,0.0,322.74,1.0
B,2025-04-06,42,21:00:00,69.0,0.0,0.0,275.7,0.971
B,2025-04-06,43,21:30:00,75.0,3.0,0.04,350.5,0.9861
B,2025-04-06,44,22:00:00,62.0,0.0,0.0,354.11,1.0
B,2025-04-06,45,22:30:00,36.0,0.0,0.0,359.06,1.0
B,2025-04-06,46,23:00:00,35.0,0.0,0.0,257.97,1.0
B,2025-04-06,47,23:30:00,30.0,0.0,0.0,255.2,1.0
B,2025-04-07,0,00:00:00,22.0,1.0,0.0455,254.67,1.0
B,2025-04-07,1,00:30:00,18.0,0.0,0.0,399.0,1.0
B,2025-04-07,2,01:00:00,9.0,0.0,0.0,318.11,1.0
B,2025-04-07,3,01:30:00,1.0,0.0,0.0,322.0,1.0
B,2025-04-07,4,02:00:00,3.0,0.0,0.0,196.67,1.0
B,2025-04-07,5,02:30:00,3.0,0.0,0.0,289.67,1.0
B,2025-04-07,6,03:00:00,2.0,1.0,0.5,291.0,1.0
B,2025-04-07,7,03:30:00,4.0,0.0,0.0,496.0,1.0
B,2025-04-07,8,04:00:00,3.0,0.0,0.0,170.67,1.0
B,2025-04-07,9,04:30:00,2.0,0.0,0.0,155.0,1.0
B,2025-04-07,10,05:00:00,1.0,0.0,0.0,266.0,1.0
B,2025-04-07,11,05:30:00,1.0,0.0,0.0,217.0,1.0
B,2025-04-07,12,06:00:00,3.0,0.0,0.0,294.0,1.0
B,2025-04-07,13,06:30:00,5.0,0.0,0.0,210.6,1.0
B,2025-04-07,14,07:00:00,17.0,0.0,0.0,266.35,0.9412
B,2025-04-07,15,07:30:00,20.0,0.0,0.0,272.3,1.0
B,2025-04-07,16,08:00:00,62.0,0.0,0.0,279.1,0.9839
B,2025-04-07,17,08:30:00,99.0,0.0,0.0,297.33,1.0
B,2025-04-07,18,09:00:00,181.0,0.0,0.0,332.56,0.9945
B,2025-04-07,19,09:30:00,211.0,0.0,0.0,313.02,0.9953
B,2025-04-07,20,10:00:00,302.0,0.0,0.0,330.18,0.9603
B,2025-04-07,21,10:30:00,338.0,13.0,0.0385,373.69,0.6523
B,2025-04-07,22,11:00:00,355.0,0.0,0.0,334.56,0.9296
B,2025-04-07,23,11:30:00,416.0,3.0,0.0072,337.27,0.9298
B,2025-04-07,24,12:00:00,446.0,4.0,0.009,331.69,0.8959
B,2025-04-07,25,12:30:00,451.0,11.0,0.0244,345.95,0.7932
B,2025-04-07,26,13:00:00,459.0,9.0,0.0196,354.83,0.6822
B,2025-04-07,27,13:30:00,449.0,18.0,0.0401,323.13,0.5267
B,2025-04-07,28,14:00:00,491.0,10.0,0.0204,330.77,0.7069
B,2025-04-07,29,14:30:00,495.0,6.0,0.0121,349.84,0.8834
B,2025-04-07,30,15:00:00,469.0,2.0,0.0043,338.02,0.9872
B,2025-04-07,31,15:30:00,489.0,2.0,0.0041,375.35,0.9733
B,2025-04-07,32,16:00:00,501.0,2.0,0.004,341.89,0.9279
B,2025-04-07,33,16:30:00,504.0,15.0,0.0298,374.84,0.6626
B,2025-04-07,34,17:00:00,467.0,2.0,0.0043,374.49,0.9226
B,2025-04-07,35,17:30:00,,2.0,0.0046,355.11,
B,2025-04-07,36,18:00:00,,2.0,0.0055,381.2,
B,2025-04-07,37,18:30:00,,4.0,0.0109,332.8,
B,2025-04-07,38,19:00:00,,6.0,0.0168,361.16,
B,2025-04-07,39,19:30:00,,3.0,0.0095,370.32,
B,2025-04-07,40,20:00:00,,0.0,0.0,353.01,
B,2025-04-07,41,20:30:00,,0.0,0.0,337.26,
B,2025-04-07,42,21:00:00,,1.0,0.0057,313.17,
B,2025-04-07,43,21:30:00,,0.0,0.0,312.9,
B,2025-04-07,44,22:00:00,120.0,0.0,0.0,321.22,1.0
B,2025-04-07,45,22:30:00,59.0,0.0,0.0,376.9,1.0
B,2025-04-07,46,23:00:00,52.0,0.0,0.0,276.9,0.9808
B,2025-04-07,47,23:30:00,43.0,0.0,0.0,340.14,1.0
B,2025-04-08,0,00:00:00,42.0,0.0,0.0,326.86,1.0
B,2025-04-08,1,00:30:00,28.0,0.0,0.0,356.25,1.0
B,2025-04-08,2,01:00:00,14.0,0.0,0.0,326.21,1.0
B,2025-04-08,3,01:30:00,8.0,0.0,0.0,241.75,1.0
B,2025-04-08,4,02:00:00,2.0,0.0,0.0,421.5,1.0
B,2025-04-08,5,02:30:00,4.0,0.0,0.0,174.25,1.0
B,2025-04-08,6,03:00:00,2.0,0.0,0.0,214.5,1.0
B,2025-04-08,7,03:30:00,2.0,0.0,0.0,219.5,1.0
B,2025-04-08,8,04:00:00,1.0,0.0,0.0,435.0,1.0
B,2025-04-08,10,05:00:00,1.0,0.0,0.0,168.0,1.0
B,2025-04-08,11,05:30:00,2.0,0.0,0.0,199.0,1.0
B,2025-04-08,12,06:00:00,4.0,0.0,0.0,238.75,1.0
B,2025-04-08,13,06:30:00,7.0,3.0,0.4286,369.75,0.5
B,2025-04-08,14,07:00:00,19.0,0.0,0.0,196.0,0.9474
B,2025-04-08,15,07:30:00,25.0,0.0,0.0,278.68,1.0
B,2025-04-08,16,08:00:00,61.0,0.0,0.0,257.2,1.0
B,2025-04-08,17,08:30:00,103.0,0.0,0.0,326.7,0.9903
B,2025-04-08,18,09:00:00,172.0,1.0,0.0058,263.75,0.9883
B,2025-04-08,19,09:30:00,193.0,0.0,0.0,302.99,0.9896
B,2025-04-08,20,10:00:00,295.0,7.0,0.0237,306.25,0.7882
B,2025-04-08,21,10:30:00,294.0,17.0,0.0578,337.06,0.6245
B,2025-04-08,22,11:00:00,375.0,3.0,0.008,319.5,0.7661
B,2025-04-08,23,11:30:00,345.0,0.0,0.0,330.73,0.9739
B,2025-04-08,24,12:00:00,391.0,1.0,0.0026,362.05,0.9667
B,2025-04-08,25,12:30:00,418.0,4.0,0.0096,341.72,0.9565
B,2025-04-08,26,13:00:00,407.0,0.0,0.0,345.8,0.9558
B,2025-04-08,27,13:30:00,429.0,4.0,0.0093,353.92,0.9812
B,2025-04-08,28,14:00:00,454.0,1.0,0.0022,358.26,0.9249
B,2025-04-08,29,14:30:00,445.0,2.0,0.0045,337.22,0.9797
B,2025-04-08,30,15:00:00,446.0,0.0,0.0,338.74,0.9955
B,2025-04-08,31,15:30:00,433.0,1.0,0.0023,326.82,0.9954
B,2025-04-08,32,16:00:00,460.0,1.0,0.0022,368.39,0.8911
B,2025-04-08,33,16:30:00,406.0,1.0,0.0025,343.56,0.9605
B,2025-04-08,34,17:00:00,393.0,0.0,0.0,354.52,1.0
B,2025-04-08,35,17:30:00,374.0,1.0,0.0027,369.9,0.9866
B,2025-04-08,36,18:00:00,372.0,3.0,0.0081,330.08,0.9864
B,2025-04-08,37,18:30:00,352.0,0.0,0.0,332.09,0.9858
B,2025-04-08,38,19:00:00,301.0,4.0,0.0133,348.25,0.9798
B,2025-04-08,39,19:30:00,258.0,0.0,0.0,314.11,0.9884
B,2025-04-08,40,20:00:00,224.0,0.0,0.0,314.66,1.0
B,2025-04-08,41,20:30:00,236.0,1.0,0.0042,325.2,1.0
B,2025-04-08,42,21:00:00,171.0,0.0,0.0,319.67,0.9942
B,2025-04-08,43,21:30:00,134.0,0.0,0.0,313.39,1.0
B,2025-04-08,44,22:00:00,106.0,0.0,0.0,298.69,1.0
B,2025-04-08,45,22:30:00,83.0,0.0,0.0,340.61,1.0
B,2025-04-08,46,23:00:00,60.0,0.0,0.0,323.38,1.0
B,2025-04-08,47,23:30:00,37.0,0.0,0.0,272.92,1.0
B,2025-04-09,0,00:00:00,51.0,0.0,0.0,270.41,1.0
B,2025-04-09,1,00:30:00,19.0,0.0,0.0,330.42,1.0
B,2025-04-09,2,01:00:00,9.0,1.0,0.1111,283.13,1.0
B,2025-04-09,3,01:30:00,4.0,0.0,0.0,293.25,1.0
B,2025-04-09,4,02:00:00,2.0,0.0,0.0,219.5,1.0
B,2025-04-09,5,02:30:00,1.0,0.0,0.0,166.0,1.0
B,2025-04-09,6,03:00:00,2.0,0.0,0.0,181.5,1.0
B,2025-04-09,7,03:30:00,1.0,0.0,0.0,112.0,1.0
B,2025-04-09,8,04:00:00,1.0,0.0,0.0,692.0,1.0
