Portfolio,dow,slot,profile_share
C,5,2,0.0027131241057531588
C,5,3,0.0021504520066594687
C,5,4,0.0014599321627499998
C,5,5,0.0009967760647835028
C,5,6,0.0008040806072986942
C,5,7,0.0007757353923673756
C,5,8,0.000731498981633654
C,5,9,0.0007218836023795811
C,5,10,0.0007410768007176213
C,5,11,0.0009043038746051682
C,5,12,0.001413831187270509
C,5,13,0.002527169191612675
C,5,14,0.004349342426667865
C,5,15,0.0074250917220670745
C,5,16,0.012042945094197725
C,5,17,0.01752745107155309
C,5,18,0.024052223338800038
C,5,19,0.030002983035078007
C,5,20,0.03579721070260228
C,5,21,0.04050707974633834
C,5,22,0.044011538165965966
C,5,23,0.04530796289716345
C,5,24,0.046266258032308355
C,5,25,0.046284459124062774
C,5,26,0.04570184643799616
C,5,27,0.04590643710303506
C,5,28,0.046164272713108134
C,5,29,0.045046225068433296
C,5,30,0.04315525428562719
C,5,31,0.04179795877769095
C,5,32,0.040130056031457764
C,5,33,0.03789312807903981
C,5,34,0.03563342753598177
C,5,35,0.034100408603236654
C,5,36,0.03183989996591927
C,5,37,0.028801421951710475
C,5,38,0.02616535844737602
C,5,39,0.02341941597606441
C,5,40,0.020802320046955647
C,5,41,0.017780538742756362
C,5,42,0.014939697064657717
C,5,43,0.012217749867959822
C,5,44,0.010111010883771409
C,5,45,0.008386707587502425
C,5,46,0.006714731835416035
C,5,47,0.005820644644134039
C,6,0,0.005138112888458205
C,6,1,0.004244170466368813
C,6,2,0.0032704252990368938
C,6,3,0.0026764216968358993
C,6,4,0.0019885201214188478
C,6,5,0.001452850330330362
C,6,6,0.0011969340654260933
C,6,7,0.00092677032888583
C,6,8,0.0008780790843819241
C,6,9,0.0007970870878242003
C,6,10,0.000873692596779794
C,6,11,0.0010298030960266616
C,6,12,0.0016612343292400958
C,6,13,0.0026681150042838424
C,6,14,0.004260723038155461
C,6,15,0.0067710598193031525
C,6,16,0.010491667948518673
C,6,17,0.014748954249664225
C,6,18,0.01901580006356654
C,6,19,0.02352200233687674
C,6,20,0.028451470021845924
C,6,21,0.03286269397827993
C,6,22,0.036191896053799286
C,6,23,0.039881815042679694
C,6,24,0.04256223487111993
C,6,25,0.04360372903190611
C,6,26,0.04467170460680611
C,6,27,0.04506615273702548
C,6,28,0.04496158528944438
C,6,29,0.044658356772132396
C,6,30,0.04486734903706356
C,6,31,0.043888385583647216
C,6,32,0.042818831557289785
C,6,33,0.04132846340530876
C,6,34,0.03894046586484692
C,6,35,0.03637124237420541
C,6,36,0.03300486114340363
C,6,37,0.03052705546142869
C,6,38,0.028359300821485255
C,6,39,0.025847726971203265
C,6,40,0.023602260566187368
C,6,41,0.02119255415376926
C,6,42,0.018557198622411866
C,6,43,0.016014051160200278
C,6,44,0.013947977634821768
C,6,45,0.012207859063517127
C,6,46,0.009789955013101523
C,6,47,0.008210399309686974
D,0,0,0.002291025538709459
D,0,1,0.001797910505121784
D,0,2,0.001296682387774868
D,0,3,0.0009669507146500449
D,0,4,0.0006987272689856086
D,0,5,0.000625056527653936
D,0,6,0.0005098238888434759
D,0,7,0.0003950288329250492
D,0,8,0.00032150942802207003
D,0,9,0.00035028089586360304
D,0,10,0.00035428927448365763
D,0,11,0.0004692258154659789
D,0,12,0.0009033961121624296
D,0,13,0.0015410514636370325
D,0,14,0.002757136479912643
D,0,15,0.0049868414520274325
D,0,16,0.008818229985095176
D,0,17,0.01388175612199918
D,0,18,0.020876509864482144
D,0,19,0.02680994600891812
D,0,20,0.031980800053695774
D,0,21,0.035803067645605424
D,0,22,0.03876070370806575
D,0,23,0.04103832131368576
D,0,24,0.04309077469757858
D,0,25,0.0437957345069029
D,0,26,0.043268141823591705
D,0,27,0.04384737150831333
D,0,28,0.045054482574171814
D,0,29,0.04630543093634319
D,0,30,0.04632688100661943
D,0,31,0.04549245386304104
D,0,32,0.045347642245603725
D,0,33,0.04442600527509136
D,0,34,0.04252885218467065
D,0,35,0.03968733647273884
D,0,36,0.03603646236287177
D,0,37,0.03203845335204663
D,0,38,0.02897457133358304
D,0,39,0.026768483700380187
D,0,40,0.023576120366566387
D,0,41,0.020036281280875652
D,0,42,0.016850059884995244
D,0,43,0.01390572944119632
D,0,44,0.011346849616019354
D,0,45,0.009502960258121548
D,0,46,0.007624388610705816
D,0,47,0.005934261410185184
D,1,0,0.0038168006744415373
D,1,1,0.0030019199081906646
D,1,2,0.0022058350503912205
D,1,3,0.001592006257920601
D,1,4,0.0010888184935658979
D,1,5,0.0006833356750444591
D,1,6,0.00026475114319801386
D,1,7,4.4696607221269455e-05
D,1,8,1.8033731274994576e-06
D,1,9,7.589381609510205e-08
D,1,10,1.081545641561789e-05
D,1,11,0.0002457926818823478
D,1,12,0.001029042063442287
D,1,13,0.0020255830145388485
D,1,14,0.0036663937512383445
D,1,15,0.006108862715046099
D,1,16,0.01022689054708387
D,1,17,0.015469264524352783
D,1,18,0.021546603152926162
D,1,19,0.027060100635207526
D,1,20,0.03211245307577416
D,1,21,0.03608313532924406
D,1,22,0.03919923566323746
D,1,23,0.04190360921884205
D,1,24,0.043493924017676946
D,1,25,0.0437030407034594
D,1,26,0.043532553762142004
D,1,27,0.04344555133822118
D,1,28,0.044518400992760984
D,1,29,0.044697506297170925
D,1,30,0.04456172131987271
D,1,31,0.04511173046082659
D,1,32,0.0453714695320044
D,1,33,0.043731525699660975
D,1,34,0.040821686079691076
D,1,35,0.038441780975153994
D,1,36,0.03551219502602986
D,1,37,0.03176903723460787
D,1,38,0.028585603746906194
D,1,39,0.025896800572328967
D,1,40,0.023007615262992318
D,1,41,0.019832500224060585
D,1,42,0.016627489683200165
D,1,43,0.014070262653004314
D,1,44,0.011477509257997745
D,1,45,0.009278177042763548
D,1,46,0.0072138631231641725
D,1,47,0.005910230088154341
D,2,0,0.003539216198546945
D,2,1,0.0028716986505924022
D,2,2,0.0021424582286474337
D,2,3,0.001514242216586881
D,2,4,0.0009790622030950347
D,2,5,0.0006886064355830764
D,2,6,0.00027947214822566304
D,2,7,4.521561981493164e-05
D,2,8,1.8000085162777223e-06
D,2,9,9.307188912979232e-07
D,2,10,2.9124494364451286e-05
D,2,11,0.0003005512211034451
D,2,12,0.0011208603279542243
D,2,13,0.002248163711981797
D,2,14,0.0039640022781043
D,2,15,0.006757328926572661
D,2,16,0.010962021471691693
D,2,17,0.016551977759668775
D,2,18,0.02336480522030223
D,2,19,0.028096989664795277
D,2,20,0.03223662107114703
D,2,21,0.035804123433207276
D,2,22,0.03915725228013981
D,2,23,0.041130416571833424
D,2,24,0.04215318822982709
D,2,25,0.043368007642790106
D,2,26,0.0438520092193881
D,2,27,0.04462206449959356
D,2,28,0.04578576751859676
D,2,29,0.04563824159122968
D,2,30,0.04506701444183287
D,2,31,0.04449686669279307
D,2,32,0.04317921475418412
D,2,33,0.04239260058851422
D,2,34,0.04135920455003302
D,2,35,0.03806569825097026
D,2,36,0.03435572920458694
D,2,37,0.03097349695181304
D,2,38,0.028379111322825994
D,2,39,0.02567934347435074
D,2,40,0.022973150669443335
D,2,41,0.01955619395257454
D,2,42,0.016587249587197005
D,2,43,0.01394289200442386
D,2,44,0.011288702856735446
D,2,45,0.009377737732422328
D,2,46,0.0072356287615775155
D,2,47,0.0058839446409300125
D,3,0,0.0034886276066796507
D,3,1,0.002829365664318465
D,3,2,0.002098141027211509
D,3,3,0.0016745815931710488
D,3,4,0.0012512422012451536
D,3,5,0.0007343934220752034
D,3,6,0.0002697799083560829
D,3,7,4.664512440005339e-05
D,3,8,2.0622229990930753e-05
D,3,9,5.294786827334917e-05
D,3,10,4.760316425806971e-05
D,3,11,0.00031290464289806234
D,3,12,0.0011521103594745387
D,3,13,0.0021776831247956488
D,3,14,0.0037521516662548642
D,3,15,0.006775142220297984
D,3,16,0.011544489969782813
D,3,17,0.017316221055054856
D,3,18,0.023227783922900477
D,3,19,0.028268437599300325
D,3,20,0.03297566215885933
D,3,21,0.03673632737278471
D,3,22,0.03979530165583765
D,3,23,0.040980418911084775
D,3,24,0.04220964231485257
D,3,25,0.0429201750770425
D,3,26,0.043046585990556295
D,3,27,0.043963973974278515
D,3,28,0.045622139812642536
D,3,29,0.045576894813638726
D,3,30,0.04461084486244362
D,3,31,0.04439948043878552
D,3,32,0.04436219765490184
D,3,33,0.04268570548297479
D,3,34,0.04012402941043692
D,3,35,0.03711762418060906
D,3,36,0.03371115421443068
D,3,37,0.030743149142019335
D,3,38,0.028221008738295174
D,3,39,0.02576242120972433
D,3,40,0.02311760993899976
D,3,41,0.019911104169522787
D,3,42,0.016731350295486835
D,3,43,0.014141974859077755
D,3,44,0.011386553435820063
D,3,45,0.00909985654591562
D,3,46,0.007161463123572402
D,3,47,0.005844475844666766
D,4,0,0.003549611894028348
D,4,1,0.002799518436788457
D,4,2,0.0020062656781609386
D,4,3,0.0014624661280038152
D,4,4,0.0010578684139226997
D,4,5,0.0007445623291716818
D,4,6,0.0003236421057010019
D,4,7,0.00010073987788787447
D,4,8,1.951774805557321e-05
D,4,9,1.758307472699914e-06
D,4,10,2.767512804602303e-05
D,4,11,0.00026106922421822727
D,4,12,0.0010281361456357856
D,4,13,0.002346262120951397
D,4,14,0.004248495774861695
D,4,15,0.007154414052911275
D,4,16,0.011848980017085028
D,4,17,0.016981005851508725
D,4,18,0.02319453095437125
D,4,19,0.028935032232365595
D,4,20,0.03363951197007821
D,4,21,0.03701815324032249
D,4,22,0.03953482661681638
D,4,23,0.041727035469761586
D,4,24,0.04258274592351526
D,4,25,0.04360088004806708
D,4,26,0.04420356280632846
D,4,27,0.04527858596932647
D,4,28,0.04618421432555866
D,4,29,0.04589093947496829
D,4,30,0.045408680403479416
D,4,31,0.04513452334352446
D,4,32,0.04653967151212465
D,4,33,0.044674838618845004
D,4,34,0.041035224199654406
D,4,35,0.037092303110612096
D,4,36,0.03349209072009005
D,4,37,0.030218020251651902
D,4,38,0.027233555491548576
D,4,39,0.024049804762993388
D,4,40,0.020637129352182034
D,4,41,0.017918223583018214
D,4,42,0.015215457061337727
D,4,43,0.01276916120820289
D,4,44,0.01032690318844459
D,4,45,0.008424734762268142
D,4,46,0.006631049971907925
D,4,47,0.005446620192223643
D,5,0,0.005105549283418673
D,5,1,0.003925731804938895
D,5,2,0.003020758318113218
D,5,3,0.002162006196451301
D,5,4,0.0015112412953963129
D,5,5,0.0009064821339784194
D,5,6,0.00036500555621261677
D,5,7,6.852033292367516e-05
D,5,8,2.8603878226875865e-06
D,5,9,1.267471972229254e-06
D,5,10,3.6547744755958436e-05
D,5,11,0.000325758270979329
D,5,12,0.0010723968041286194
D,5,13,0.0020181694678592277
D,5,14,0.003718719082305907
D,5,15,0.00614479672642406
D,5,16,0.010031163441708955
D,5,17,0.015117473696286124
D,5,18,0.020729296346252934
D,5,19,0.026281550360387075
D,5,20,0.03189296021974686
D,5,21,0.037324926688569425
D,5,22,0.04142404046900732
D,5,23,0.04373120639334362
D,5,24,0.045659319501995525
D,5,25,0.047215233679033894
D,5,26,0.04787746739574313
D,5,27,0.047277951642948485
D,5,28,0.046829557518047564
D,5,29,0.04699277633982056
D,5,30,0.045390894462702405
D,5,31,0.043962224136233394
D,5,32,0.04212797345965843
D,5,33,0.03955997752267477
D,5,34,0.0370579775057232
D,5,35,0.034456612424706164
D,5,36,0.031881353224363015
D,5,37,0.02918794026110541
D,5,38,0.02730035069262867
D,5,39,0.02410862376552325
D,5,40,0.020942376919908367
D,5,41,0.019000972625444843
D,5,42,0.016287084707668025
D,5,43,0.013476613419135955
D,5,44,0.011802335323355805
D,5,45,0.009925384294811839
D,5,46,0.008023636784390087
D,5,47,0.006736933899393672
D,6,0,0.007230416319735443
D,6,1,0.005328570431190379
D,6,2,0.004008628411402831
D,6,3,0.0030499211705794995
D,6,4,0.002247130291217796
D,6,5,0.0015399192498719353
D,6,6,0.0006155859649915809
D,6,7,0.00010376344503896018
D,6,8,4.179913186911049e-06
D,6,9,8.228219692983075e-08
D,6,10,9.570955147266262e-06
D,6,11,0.00022268438531602403
D,6,12,0.0010367712318089272
D,6,13,0.0021885821965299678
D,6,14,0.0037777600349420447
D,6,15,0.006362649016898644
D,6,16,0.009435793098515782
D,6,17,0.013642940366509315
D,6,18,0.018637878930186095
D,6,19,0.02268387853352565
D,6,20,0.027092466028547306
D,6,21,0.031674028821383045
D,6,22,0.03479916779132347
D,6,23,0.03748750514203316
D,6,24,0.04003993634967979
D,6,25,0.040667502128776685
D,6,26,0.04142139511394575
D,6,27,0.04332199657839982
D,6,28,0.04323902902836999
D,6,29,0.0432424623135381
D,6,30,0.04316043610519573
D,6,31,0.0438589043873349
D,6,32,0.04202762441918002
D,6,33,0.04075416808515716
D,6,34,0.039081296127261904
D,6,35,0.03740172083669818
D,6,36,0.035412469893096515
D,6,37,0.032283204797663036
D,6,38,0.03033308255580752
D,6,39,0.029602662753171607
D,6,40,0.027397917998416958
D,6,41,0.024485266457922213
D,6,42,0.02009002655419349
D,6,43,0.017790714384267325
D,6,44,0.015746998397080523
D,6,45,0.013689022935547473
D,6,46,0.011568895286449192
D,6,47,0.010203392500767105
