Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,5,20:00,58,4,0.067705,350.27,286,10,0.035507,351.77,502,5,0.010436,365.46,286,5,0.017999,341.27
August,5,20:30,50,5,0.095001,351.16,244,9,0.03493,345.79,437,3,0.007681,363.12,246,3,0.011181,335.98
August,5,21:00,38,3,0.076303,341.55,201,4,0.018124,343.29,369,1,0.002159,361.7,203,1,0.004976,342.32
August,5,21:30,28,1,0.027304,321.04,168,1,0.004092,344.76,306,0,0.001046,360.38,175,0,0.001112,350.43
August,5,22:00,22,2,0.094337,307.46,133,0,0.000215,347.55,250,1,0.004131,355.33,142,0,0.001202,350.93
August,5,22:30,15,6,0.414749,304.43,104,0,2e-06,340.59,198,1,0.005198,348.87,116,0,0.003893,345.53
August,5,23:00,12,4,0.309341,326.48,79,0,0.0,328.43,151,0,0.001896,344.83,90,0,0.001812,346.51
August,5,23:30,9,1,0.079472,322.49,61,0,0.0,308.83,118,0,0.000109,344.15,74,0,0.000103,348.5
August,6,0:00,4,0,0.0,269.73,36,0,0.0,318.22,75,0,0.0,352.02,43,0,0.0,332.64
August,6,0:30,3,0,0.0,274.16,25,0,0.0,313.55,56,0,0.0,348.01,34,0,0.0,346.21
August,6,1:00,2,0,0.0,305.13,13,0,0.0,305.04,39,0,0.0,352.94,25,0,0.0,339.55
August,6,1:30,2,0,0.0,308.63,7,0,0.0,315.9,28,0,0.0,347.49,18,0,0.0,338.81
August,6,2:00,2,0,0.0,310.44,5,0,0.0,340.15,21,0,0.0,322.03,12,0,0.0,355.94
August,6,2:30,2,0,0.0,314.46,4,0,0.0,352.29,17,0,0.0,309.42,9,0,0.0,372.18
August,6,3:00,2,0,0.0,304.28,3,0,0.0,358.97,13,0,0.0,318.53,3,0,0.0,371.25
August,6,3:30,1,0,0.0,252.28,3,0,0.0,308.33,12,0,0.0,347.84,1,0,0.0,335.31
August,6,4:00,1,0,0.0,222.97,3,0,0.0,294.32,12,0,0.0,349.66,1,0,0.0,363.81
August,6,4:30,1,0,0.0,236.84,3,0,0.0,285.62,13,0,0.0,329.54,1,0,0.0,395.45
August,6,5:00,1,0,0.0,267.31,3,0,0.000115,304.65,14,0,0.0,301.71,1,0,8.7e-05,346.9
August,6,5:30,2,0,0.0,277.9,3,0,0.01567,328.95,20,0,0.0,273.48,3,0,0.004516,269.73
August,6,6:00,2,0,5.7e-05,259.81,5,1,0.211211,325.48,31,0,0.0,264.15,13,0,0.023358,255.64
August,6,6:30,4,0,0.005879,271.53,10,3,0.330866,279.53,53,0,0.0,264.39,25,1,0.034391,269.86
August,6,7:00,8,1,0.060641,302.85,27,3,0.095512,258.08,96,0,2e-06,279.38,45,0,0.006921,259.14
August,6,7:30,18,2,0.110235,320.42,48,4,0.086883,292.52,161,0,0.000239,288.72,78,0,0.000186,275.73
August,6,8:00,45,5,0.103683,311.66,88,2,0.0271,306.27,276,1,0.003202,300.82,131,0,5.1e-05,296.07
August,6,8:30,78,9,0.120575,336.53,138,3,0.018882,313.67,403,4,0.009657,315.97,193,0,0.000862,299.72
August,6,9:00,116,8,0.072213,336.01,203,1,0.006498,320.5,567,8,0.013272,327.3,277,1,0.003844,297.97
August,6,9:30,144,6,0.039108,337.12,260,3,0.011101,326.8,711,9,0.013127,333.06,334,3,0.010426,309.14
August,6,10:00,168,3,0.016572,334.7,310,11,0.034307,333.83,821,10,0.011818,336.2,390,9,0.023801,317.24
August,6,10:30,190,1,0.003166,334.35,342,18,0.051654,345.68,914,17,0.018455,345.63,427,15,0.035742,325.81
August,6,11:00,202,0,0.000408,334.72,385,9,0.023492,352.4,969,13,0.012974,351.8,466,8,0.018066,329.04
August,6,11:30,210,1,0.005892,333.24,419,9,0.022406,354.29,994,8,0.007656,354.91,489,6,0.012638,330.63
August,6,12:00,210,4,0.018967,343.66,451,5,0.01105,355.48,1007,13,0.012775,354.88,502,6,0.011373,330.19
August,6,12:30,210,3,0.014271,342.07,463,6,0.012813,355.59,1015,23,0.022745,357.66,511,6,0.012035,329.1
August,6,13:00,213,1,0.003308,340.34,475,6,0.01318,348.59,1014,12,0.012296,356.68,516,6,0.010905,332.78
August,6,13:30,212,0,0.000145,338.79,486,6,0.012705,350.57,1012,8,0.008076,356.19,524,4,0.006832,329.97
August,6,14:00,212,0,2e-06,339.66,496,4,0.009053,354.42,1014,9,0.0085,358.17,536,3,0.004914,330.99
August,6,14:30,214,0,0.000105,343.87,501,6,0.012059,358.95,1018,10,0.009657,360.56,534,4,0.007127,340.09
August,6,15:00,213,0,0.002259,342.61,502,4,0.00874,356.59,1007,8,0.008374,364.21,532,4,0.007214,344.88
August,6,15:30,213,1,0.006286,346.87,503,4,0.008492,355.48,999,9,0.009371,369.12,529,6,0.010535,342.85
August,6,16:00,209,0,0.0023,351.84,498,4,0.007929,354.8,986,6,0.005881,368.63,521,6,0.012217,340.53
August,6,16:30,200,0,0.000113,349.46,482,2,0.005092,356.75,949,5,0.005012,366.39,510,5,0.008936,339.32
August,6,17:00,182,0,1e-06,346.45,461,1,0.002725,358.24,899,7,0.008176,364.33,491,5,0.010735,335.34
August,6,17:30,161,0,0.0,338.5,440,4,0.008169,356.7,842,10,0.011496,365.67,457,5,0.01095,338.21
August,6,18:00,142,0,0.0,339.93,401,6,0.015282,354.38,767,8,0.010305,371.4,410,4,0.010583,334.0
August,6,18:30,120,0,0.0,358.78,358,3,0.008849,354.44,686,6,0.008802,371.52,367,5,0.012441,336.36
August,6,19:00,82,0,0.0,358.1,324,4,0.013122,355.42,615,6,0.009834,363.25,338,6,0.01813,338.05
August,6,19:30,61,0,2e-06,344.43,295,5,0.018636,357.08,540,6,0.010636,357.32,305,7,0.022424,345.13
August,6,20:00,48,0,0.000474,326.3,260,6,0.021555,354.42,465,4,0.008573,358.4,271,7,0.025165,341.51
August,6,20:30,40,0,0.01209,319.41,221,3,0.011468,347.61,400,3,0.008383,360.28,232,6,0.023975,332.58
August,6,21:00,31,1,0.042528,321.9,180,2,0.013629,344.95,338,1,0.002991,359.89,195,8,0.04142,335.11
August,6,21:30,24,0,0.020398,320.16,150,1,0.005734,342.99,281,0,0.000164,355.72,167,5,0.028975,334.79
August,6,22:00,18,0,0.016157,316.54,120,0,0.000336,325.25,228,0,1e-06,349.99,134,1,0.007392,333.56
August,6,22:30,13,1,0.058055,311.66,94,0,3e-06,321.75,180,0,0.0,335.12,111,0,0.000376,331.74
August,6,23:00,11,0,0.02485,321.31,71,0,0.0,316.94,139,0,0.0,334.53,86,0,3e-06,324.98
August,6,23:30,9,0,0.001494,293.31,57,0,0.0,315.72,112,0,0.0,335.13,70,0,0.0,316.49
August,7,0:00,5,0,0.0,338.07,34,0,0.0,306.84,73,0,0.0,337.08,42,0,0.0,348.17
August,7,0:30,4,0,0.0,342.15,24,0,0.0,294.99,58,0,0.0,332.26,33,0,0.0,355.66
August,7,1:00,3,0,0.0,329.79,12,0,0.0,290.74,43,0,0.0,333.26,24,0,0.0,355.11
August,7,1:30,2,0,0.0,325.11,8,0,0.0,322.65,30,0,0.0,322.27,19,0,0.0,334.97
August,7,2:00,2,0,0.0,283.72,5,0,0.0,375.29,21,0,0.0,264.57,14,0,0.0,314.99
August,7,2:30,1,0,0.0,298.14,4,0,0.0,379.63,17,0,0.0,228.87,9,0,0.0,300.05
August,7,3:00,1,0,0.0,336.67,3,0,0.0,330.38,13,0,0.0,288.31,3,0,0.0,315.91
August,7,3:30,2,0,0.0,307.58,3,0,0.0,354.98,13,0,0.0,324.13,1,0,0.0,360.33
August,7,4:00,2,0,0.0,283.17,3,0,0.0,342.84,12,0,0.0,298.29,1,0,0.0,340.83
August,7,4:30,1,0,0.0,298.35,2,0,0.0,304.97,12,0,0.0,278.38,1,0,0.0,288.36
August,7,5:00,1,0,0.000317,255.77,3,0,0.00015,268.86,15,0,1.1e-05,267.33,1,0,0.000187,288.83
August,7,5:30,2,0,0.035652,273.4,4,0,0.018569,265.65,21,0,0.001258,275.37,3,0,0.010635,375.58
August,7,6:00,3,2,0.528821,276.51,5,1,0.272282,271.43,34,1,0.01674,275.32,13,1,0.055263,295.82
August,7,6:30,5,5,1.0,297.08,9,4,0.421825,339.23,57,2,0.028076,269.76,23,2,0.082563,270.0
August,7,7:00,9,6,0.626224,321.78,25,2,0.090754,310.25,97,1,0.012409,270.78,42,1,0.016705,276.26
August,7,7:30,19,4,0.189383,310.37,44,2,0.055404,300.96,158,2,0.01166,280.61,74,0,0.000445,267.46
August,7,8:00,47,2,0.035917,308.57,83,2,0.019606,313.69,269,1,0.004256,303.54,128,0,0.000235,277.08
August,7,8:30,82,2,0.027981,326.05,131,2,0.016952,322.25,393,2,0.005173,314.26,190,1,0.003684,294.89
August,7,9:00,116,1,0.00721,334.3,194,2,0.008152,322.64,543,4,0.006675,323.53,258,3,0.012826,303.64
August,7,9:30,147,1,0.004208,330.94,245,2,0.009634,328.46,683,6,0.008874,331.96,314,6,0.01965,312.17
August,7,10:00,174,2,0.012953,326.39,296,2,0.007598,334.73,799,10,0.012034,341.53,369,8,0.021172,318.85
August,7,10:30,201,3,0.012794,330.87,337,5,0.016027,346.19,884,15,0.017088,350.43,408,10,0.024418,321.93
August,7,11:00,215,1,0.003521,332.62,370,9,0.025195,351.44,937,16,0.017538,354.45,442,6,0.0131,327.92
August,7,11:30,222,0,0.000155,334.99,405,14,0.035756,348.35,965,15,0.015614,356.81,456,3,0.007309,330.57
August,7,12:00,226,0,1e-06,334.65,433,12,0.026646,351.28,971,13,0.013133,358.28,469,4,0.00913,326.88
August,7,12:30,226,0,0.0,329.67,441,11,0.025251,356.8,977,19,0.019852,360.38,476,7,0.015635,325.55
August,7,13:00,223,0,0.0,335.21,450,11,0.025382,352.58,970,19,0.019119,361.32,478,10,0.02036,329.05
August,7,13:30,225,0,1e-06,341.92,463,16,0.035602,349.51,967,11,0.01118,358.93,485,10,0.020025,328.2
August,7,14:00,228,0,0.000191,343.9,481,11,0.022976,353.0,974,16,0.016384,361.47,501,12,0.024829,330.82
August,7,14:30,229,1,0.004366,346.88,485,9,0.017802,356.18,980,32,0.032543,364.88,504,10,0.019623,336.62
August,7,15:00,230,4,0.018528,350.47,478,6,0.013487,359.51,973,15,0.014945,364.45,497,7,0.013531,340.98
August,7,15:30,228,6,0.027973,350.66,477,6,0.013209,360.52,974,6,0.006046,365.1,495,6,0.011452,338.53
August,7,16:00,227,4,0.017636,348.78,471,5,0.010582,358.11,956,6,0.006714,366.76,496,4,0.007307,336.1
August,7,16:30,220,1,0.004189,346.15,459,4,0.008673,355.62,918,7,0.007826,368.71,478,2,0.005017,339.97
August,7,17:00,197,0,0.002266,345.59,439,2,0.004549,357.71,870,6,0.007297,366.34,452,3,0.00629,339.63
August,7,17:30,169,1,0.006663,345.41,417,4,0.008847,358.05,813,9,0.010512,364.38,420,3,0.00601,337.55
August,7,18:00,150,0,0.002713,345.14,389,6,0.014377,356.22,736,8,0.010918,367.12,384,2,0.004948,340.99
August,7,18:30,127,0,0.00015,343.24,353,5,0.014024,356.13,657,8,0.011591,369.55,347,4,0.010776,336.07
August,7,19:00,89,0,3e-06,344.07,318,5,0.015332,352.52,583,14,0.024102,368.08,319,8,0.026008,332.43
August,7,19:30,67,0,0.000409,332.07,287,5,0.016037,356.75,522,23,0.043323,372.34,288,13,0.044594,332.77
August,7,20:00,52,1,0.01116,336.15,248,4,0.015948,360.4,454,16,0.034241,367.75,259,10,0.038926,326.89
August,7,20:30,43,2,0.037415,342.51,213,1,0.005364,349.82,393,9,0.023768,362.21,222,6,0.024974,329.31
August,7,21:00,33,1,0.017634,324.39,176,0,0.000504,348.07,326,3,0.007682,361.28,183,5,0.025741,330.56
August,7,21:30,25,0,0.002621,325.63,144,1,0.005514,344.9,269,0,0.000419,360.06,160,2,0.014402,329.18
August,7,22:00,20,1,0.041236,316.04,115,2,0.019104,335.77,221,0,3e-06,346.32,127,3,0.020091,335.13
August,7,22:30,14,2,0.156399,316.67,91,1,0.008676,327.37,172,0,0.0,340.32,102,1,0.011284,323.82
August,7,23:00,12,1,0.069541,331.54,69,0,0.000541,326.75,133,0,0.0,341.13,79,0,0.001852,324.01
August,7,23:30,9,0,0.004179,353.01,53,0,4e-06,317.02,107,0,0.0,338.05,66,0,8e-05,333.95
August,8,0:00,6,0,0.0,411.49,33,0,0.0,317.37,72,0,0.0,357.85,41,0,0.0,338.2
August,8,0:30,5,0,0.0,364.47,25,0,0.0,332.37,55,0,0.0,338.24,33,0,0.0,332.99
August,8,1:00,4,0,0.0,309.85,14,0,0.0,358.87,40,0,0.0,332.03,24,0,0.0,346.08
August,8,1:30,3,0,0.0,249.61,9,0,0.0,300.51,30,0,0.0,323.99,18,0,0.0,322.64
August,8,2:00,3,0,0.0,256.06,6,0,0.0,318.92,21,0,0.0,324.17,14,0,0.0,333.06
August,8,2:30,2,0,0.0,272.26,4,0,0.0,342.17,17,0,0.0,341.98,9,0,0.0,342.32
August,8,3:00,2,0,0.0,213.55,4,0,0.0,377.44,13,0,0.0,363.19,4,0,0.0,346.73
August,8,3:30,2,0,0.0,200.09,3,0,0.0,372.04,13,0,0.0,369.77,2,0,0.0,295.23
August,8,4:00,2,0,0.0,237.53,3,0,0.0,303.43,13,0,0.0,331.37,1,0,0.0,326.49
August,8,4:30,2,0,0.0,257.23,3,0,1e-05,247.51,14,0,0.0,325.85,1,0,0.0,333.65
August,8,5:00,2,0,0.000183,259.07,3,0,0.00187,261.21,16,0,7e-06,320.26,1,0,0.000128,323.06
August,8,5:30,2,0,0.024259,245.26,3,0,0.062879,287.15,20,0,0.000955,312.31,3,0,0.007925,277.81
August,8,6:00,3,1,0.437396,245.56,5,2,0.455491,301.74,32,0,0.012874,288.78,12,0,0.042753,260.52
August,8,6:30,4,4,1.0,293.08,10,6,0.577186,319.66,53,1,0.022154,274.72,24,1,0.057023,268.71
August,8,7:00,10,6,0.58169,311.49,29,3,0.096966,286.7,91,1,0.011102,273.47,44,1,0.014867,275.17
August,8,7:30,19,3,0.157979,312.11,50,2,0.048326,282.55,154,2,0.011529,275.03,76,1,0.009452,286.48
August,8,8:00,47,1,0.013301,302.43,92,2,0.017053,293.25,263,1,0.003493,290.24,130,1,0.009169,287.76
August,8,8:30,83,0,0.000319,309.83,134,3,0.021299,313.16,386,0,0.001095,308.7,188,1,0.00798,292.46
August,8,9:00,121,0,2e-06,320.18,195,4,0.018839,331.15,543,2,0.003595,315.85,260,3,0.009671,303.07
August,8,9:30,153,0,9.7e-05,328.06,242,3,0.012553,337.96,680,5,0.00757,319.91,323,5,0.014436,312.0
August,8,10:00,177,0,0.001797,335.48,299,3,0.009158,343.78,785,9,0.010867,330.71,378,6,0.015373,314.47
August,8,10:30,207,1,0.004249,337.92,338,6,0.017362,344.84,870,13,0.015422,339.51,415,8,0.01858,325.37
August,8,11:00,222,0,0.001608,338.0,376,11,0.028076,349.25,920,10,0.01135,346.27,445,7,0.015483,330.55
August,8,11:30,232,1,0.003664,336.01,411,16,0.037758,357.38,952,13,0.013345,347.93,467,6,0.012473,329.31
August,8,12:00,238,2,0.009804,334.33,446,12,0.027875,360.09,963,19,0.019217,347.93,477,5,0.010961,329.35
August,8,12:30,238,1,0.004841,342.95,457,13,0.028795,362.16,965,17,0.017763,351.4,486,4,0.009124,337.7
August,8,13:00,239,1,0.003856,349.09,471,13,0.027612,354.71,962,11,0.01092,358.28,490,4,0.008928,340.92
August,8,13:30,241,0,0.001419,346.45,483,14,0.029444,352.79,960,10,0.01033,358.91,499,6,0.012486,338.83
August,8,14:00,242,1,0.002297,344.54,503,17,0.034572,359.12,967,11,0.011067,359.08,510,9,0.01689,335.93
August,8,14:30,247,2,0.009328,344.24,511,17,0.034252,360.73,965,12,0.012117,358.73,508,10,0.019119,338.77
August,8,15:00,246,4,0.018246,340.23,509,10,0.019106,362.84,960,15,0.01535,357.99,504,7,0.01451,342.39
August,8,15:30,247,6,0.022263,344.95,503,8,0.016221,361.99,955,17,0.017615,358.78,502,7,0.013757,340.77
August,8,16:00,242,2,0.007087,348.25,500,8,0.016746,367.4,939,9,0.009685,359.85,514,5,0.009157,341.13
August,8,16:30,228,0,0.000345,349.86,487,8,0.016603,364.37,902,6,0.006136,359.14,497,4,0.007986,339.47
August,8,17:00,201,0,3e-06,347.02,467,8,0.016784,359.44,850,6,0.00697,359.75,462,3,0.006436,343.49
August,8,17:30,177,0,8.4e-05,343.32,440,9,0.02135,361.17,782,6,0.007505,361.28,420,2,0.005121,336.7
August,8,18:00,158,0,0.002017,347.35,396,11,0.026858,364.29,694,5,0.006871,363.56,380,2,0.004043,333.87
August,8,18:30,131,1,0.00673,362.99,355,7,0.021067,357.75,625,4,0.00643,362.78,341,3,0.007903,336.16
August,8,19:00,91,0,0.00349,364.57,321,9,0.029082,353.7,553,4,0.007904,356.46,309,5,0.014644,337.35
August,8,19:30,67,0,0.000224,351.16,286,7,0.024248,345.78,486,4,0.008277,357.58,275,5,0.016622,337.57
August,8,20:00,51,0,2e-06,343.81,246,5,0.020814,350.08,414,5,0.011308,354.56,236,3,0.014289,331.63
August,8,20:30,41,0,0.0,334.77,217,4,0.01761,352.87,354,2,0.005031,349.39,206,4,0.018928,324.83
August,8,21:00,31,0,1e-05,337.57,182,3,0.014334,345.17,295,0,0.000612,350.43,171,8,0.044602,333.33
August,8,21:30,23,0,0.002092,326.94,148,3,0.019851,336.42,241,0,2.4e-05,348.22,147,6,0.040783,340.18
August,8,22:00,20,1,0.054918,333.0,117,1,0.008207,334.73,197,0,0.0,346.04,117,2,0.015348,330.32
August,8,22:30,14,3,0.241377,353.23,95,0,0.000468,327.58,156,0,0.0,344.14,96,0,0.002045,315.77
August,8,23:00,11,3,0.231931,322.01,71,0,4e-06,336.75,121,0,0.0,334.79,76,0,8.8e-05,311.36
August,8,23:30,9,1,0.070582,258.21,58,0,0.0,345.55,97,0,0.0,319.68,62,0,1e-06,312.65
August,9,0:00,6,0,0.0,343.18,34,0,0.01063,307.38,65,0,0.0,323.38,42,0,0.0,319.82
August,9,0:30,5,0,0.0,350.44,24,0,0.004177,335.88,51,0,0.0,325.32,30,0,0.0,326.06
August,9,1:00,3,0,0.0,274.19,11,0,0.000406,343.45,38,0,0.0,333.46,23,0,0.0,320.0
August,9,1:30,2,0,0.0,218.22,6,0,5e-06,296.49,30,0,0.0,326.63,16,0,0.0,314.06
August,9,2:00,1,0,0.0,281.6,5,0,0.0,288.99,20,0,0.0,319.75,11,0,0.0,308.66
August,9,2:30,1,0,0.0,295.65,3,0,0.0,296.44,15,0,0.0,328.88,7,0,0.0,325.45
August,9,3:00,1,0,0.0,278.04,3,0,0.0,268.07,12,0,0.0,312.38,3,0,0.0,347.22
August,9,3:30,1,0,0.0,239.43,3,0,0.0,205.03,12,0,0.0,301.97,1,0,0.0,315.18
August,9,4:00,1,0,0.0,247.61,2,0,0.0,247.91,11,0,0.0,336.55,0,0,0.0,385.58
August,9,4:30,1,0,0.0,247.4,3,0,0.0,301.02,11,0,0.0,345.91,0,0,0.0,380.9
August,9,5:00,1,0,0.0,276.51,3,0,3.1e-05,277.62,12,0,0.0,367.48,1,0,0.0,293.29
August,9,5:30,1,0,0.0,221.19,3,0,0.005103,297.85,14,0,0.0,323.34,2,0,0.0,261.7
August,9,6:00,2,0,0.0,246.82,4,0,0.082279,345.3,21,0,4e-06,294.6,9,0,8e-06,253.38
August,9,6:30,3,0,0.0,279.08,7,1,0.131691,333.24,36,0,0.0004,277.09,16,0,0.000736,263.97
August,9,7:00,6,0,0.0,264.02,13,0,0.024267,305.13,63,0,0.004926,264.58,27,0,0.009019,278.86
August,9,7:30,11,0,0.0,284.93,20,0,0.000729,315.14,103,1,0.008293,265.25,45,1,0.015243,294.59
August,9,8:00,28,0,0.0,272.71,35,0,0.000428,313.21,171,0,0.001908,277.38,75,0,0.003419,293.77
August,9,8:30,44,0,2e-06,282.37,54,0,0.00619,314.15,246,1,0.002044,294.71,113,0,0.002644,289.72
August,9,9:00,66,0,0.000185,282.97,113,1,0.012629,304.37,346,3,0.009347,301.26,160,1,0.009165,293.18
August,9,9:30,81,0,0.003253,282.59,155,2,0.015466,311.53,423,7,0.016431,312.69,202,3,0.015558,289.28
August,9,10:00,99,1,0.007497,291.97,190,3,0.01826,319.8,515,5,0.009879,320.43,240,5,0.019517,294.97
August,9,10:30,123,1,0.005689,297.2,225,5,0.024183,330.29,583,6,0.009463,329.25,281,7,0.024448,303.44
August,9,11:00,137,2,0.01458,299.36,261,6,0.021226,333.66,625,7,0.011102,333.39,318,6,0.017323,310.94
August,9,11:30,143,4,0.02734,299.5,289,6,0.020254,335.51,641,9,0.014538,338.39,332,3,0.008768,313.93
August,9,12:00,153,6,0.041082,307.02,301,5,0.017682,334.04,652,10,0.015576,339.69,344,3,0.007611,317.64
August,9,12:30,159,8,0.052258,308.5,312,9,0.02803,337.73,653,11,0.016153,339.52,352,4,0.011352,316.19
August,9,13:00,160,4,0.023707,315.04,324,11,0.03522,338.38,647,9,0.014523,342.0,356,5,0.014293,315.78
August,9,13:30,157,1,0.007567,319.83,337,13,0.038576,337.01,649,11,0.016765,343.97,357,6,0.017716,313.01
August,9,14:00,154,2,0.01471,320.96,348,12,0.035919,340.19,651,10,0.015756,344.4,357,8,0.021411,315.54
August,9,14:30,153,2,0.014999,318.57,348,9,0.025008,343.71,640,5,0.007531,343.34,358,11,0.031397,317.02
August,9,15:00,150,1,0.004316,316.04,342,5,0.013663,337.01,610,1,0.001507,344.88,350,7,0.018761,308.99
August,9,15:30,148,0,0.000199,323.79,336,4,0.012161,333.24,591,0,0.0006,342.63,335,3,0.009813,307.18
August,9,16:00,146,0,0.0002,325.17,333,4,0.011184,343.17,572,1,0.001856,343.95,321,3,0.007905,315.4
August,9,16:30,135,1,0.004668,308.86,317,3,0.008679,350.21,535,1,0.002627,342.95,300,2,0.006308,315.23
August,9,17:00,124,2,0.016178,316.46,304,2,0.007327,348.0,506,2,0.003787,344.6,280,2,0.006355,315.98
August,9,17:30,108,1,0.013275,325.57,287,3,0.011279,349.86,485,1,0.002389,344.39,263,1,0.004016,317.4
August,9,18:00,97,1,0.006022,330.49,259,5,0.019967,352.34,452,2,0.004006,343.82,240,1,0.003462,321.49
August,9,18:30,82,1,0.008994,335.73,236,5,0.019759,349.52,411,2,0.004706,346.52,216,0,0.00174,330.26
August,9,19:00,65,0,0.004036,329.18,209,3,0.015107,343.07,372,3,0.006985,345.77,202,0,0.001737,328.81
August,9,19:30,50,0,0.000247,324.13,186,4,0.022088,335.46,333,3,0.010483,343.82,181,0,0.000715,324.18
August,9,20:00,40,0,2e-06,304.27,163,7,0.043258,332.71,300,3,0.010462,344.27,157,0,0.001128,312.9
August,9,20:30,33,0,0.0,292.32,143,4,0.030305,320.15,252,2,0.006511,342.36,142,1,0.007232,306.77
August,9,21:00,25,0,0.0,305.16,118,3,0.028574,315.31,212,1,0.006086,341.3,119,2,0.016058,308.35
August,9,21:30,18,0,0.0,325.83,100,2,0.019208,319.17,175,0,0.002301,335.98,100,1,0.006419,312.46
August,9,22:00,13,0,0.0,356.24,80,1,0.013869,316.83,146,0,0.000127,326.11,87,0,0.000341,310.51
August,9,22:30,9,0,0.0,329.76,64,1,0.009492,315.02,120,0,1e-06,320.85,73,0,2e-06,310.17
August,9,23:00,8,0,0.0,324.4,50,1,0.017121,299.23,94,0,0.0,318.61,58,0,0.0,304.02
August,9,23:30,6,0,0.0,283.72,40,0,0.007882,298.69,82,0,0.0,315.77,49,0,0.0,290.86
August,10,0:00,3,0,0.0,327.84,32,0,0.0,281.18,54,0,0.0,310.55,36,0,0.0,295.39
August,10,0:30,3,0,0.0,343.42,23,0,0.0,286.39,43,0,0.0,318.45,26,0,0.0,294.81
August,10,1:00,2,0,0.0,342.88,11,0,0.0,318.51,33,0,0.0,296.19,20,0,0.0,324.96
August,10,1:30,2,0,0.0,319.01,7,0,0.0,334.9,26,0,0.0,288.72,15,0,0.0,349.18
August,10,2:00,1,0,0.0,241.71,5,0,0.0,347.24,19,0,0.0,301.91,11,0,0.0,349.06
August,10,2:30,1,0,0.0,280.83,3,0,0.0,298.61,14,0,0.0,304.96,7,0,0.0,357.94
August,10,3:00,1,0,0.0,335.84,3,0,0.0,302.47,12,0,0.0,324.34,3,0,0.0,338.09
August,10,3:30,1,0,0.0,435.55,2,0,0.0,255.1,10,0,0.0,370.83,1,0,0.0,254.11
August,10,4:00,1,0,0.0,375.84,2,0,0.0,208.14,9,0,0.0,389.73,0,0,0.0,208.33
August,10,4:30,1,0,0.0,264.11,2,0,0.0,321.72,9,0,0.0,359.5,0,0,0.0,248.87
August,10,5:00,2,0,0.0,206.65,2,0,0.0,408.15,10,0,0.0,323.13,1,0,0.0,296.17
August,10,5:30,2,0,0.0,218.75,2,0,0.0,308.6,12,0,0.0,271.02,1,0,0.0,275.06
August,10,6:00,2,0,0.0,246.86,3,0,0.0,258.48,17,0,0.0,261.88,6,0,0.0,230.88
August,10,6:30,2,0,0.0,245.2,4,0,0.0,252.04,27,0,0.0,260.88,11,0,0.0,255.28
August,10,7:00,4,0,0.0,271.82,7,0,0.0,270.14,42,0,0.0,264.8,18,0,0.0,293.12
August,10,7:30,6,0,0.0,294.15,11,0,0.0,283.96,67,0,0.0,267.8,31,0,0.0,299.23
August,10,8:00,12,0,0.0,276.66,19,0,0.0,274.48,105,0,0.0,275.02,47,0,0.0,293.29
August,10,8:30,14,0,0.0,278.02,31,0,0.0,289.05,142,0,0.0,287.13,63,0,6e-06,300.76
August,10,9:00,18,0,0.0,272.2,58,0,0.0,297.15,182,0,0.0,295.49,87,0,0.000672,293.57
August,10,9:30,21,0,0.0,294.51,77,0,0.0,301.99,226,0,0.0,291.94,107,1,0.012788,285.29
August,10,10:00,25,0,0.0,297.94,98,0,4e-06,300.51,280,0,0.0,293.15,127,6,0.049152,296.49
August,10,10:30,31,0,0.0,292.06,111,0,0.000596,305.7,324,0,0.0,299.63,153,10,0.063371,309.74
August,10,11:00,32,0,0.0,294.65,121,1,0.011667,303.9,359,0,3e-06,308.11,167,6,0.033878,305.8
August,10,11:30,36,0,6e-06,299.48,141,4,0.028365,304.96,399,0,0.000386,311.25,179,3,0.015851,303.84
August,10,12:00,50,0,0.000646,298.0,159,3,0.018044,304.09,425,3,0.008168,309.28,192,1,0.006128,302.02
August,10,12:30,62,1,0.011247,298.82,184,5,0.025762,304.58,434,14,0.031952,310.96,194,2,0.012427,300.53
August,10,13:00,73,2,0.026489,300.21,205,5,0.024713,301.28,439,23,0.052297,318.11,197,5,0.026049,306.35
August,10,13:30,76,1,0.009633,299.19,218,7,0.029976,304.76,441,28,0.062639,320.92,203,5,0.023643,306.11
August,10,14:00,79,1,0.010903,303.89,230,4,0.018334,308.81,444,17,0.038004,323.68,205,2,0.011626,306.65
August,10,14:30,80,2,0.028957,306.89,233,1,0.00406,311.73,443,6,0.012464,323.44,205,3,0.015011,306.14
August,10,15:00,79,1,0.017827,307.87,236,0,0.00035,309.86,442,1,0.00198,325.56,204,2,0.010903,309.45
August,10,15:30,80,2,0.020665,302.61,239,1,0.003718,308.48,434,0,8e-05,324.92,206,3,0.016085,308.53
August,10,16:00,80,1,0.007308,295.74,234,3,0.010694,309.24,426,0,0.0,322.26,199,2,0.012097,316.97
August,10,16:30,74,0,0.000368,286.84,225,2,0.007913,309.11,413,0,0.0,326.5,193,4,0.018304,316.18
