Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client
April,29,02:30:00,0.6667,3.0,0.0,0.0,390.67,B
April,29,03:00:00,0.6667,3.0,0.0,0.0,816.0,B
April,29,03:30:00,1.0,1.0,0.0,0.0,89.0,B
April,29,04:00:00,1.0,1.0,0.0,0.0,296.0,B
April,29,04:30:00,0.5,2.0,0.0,0.0,128.0,B
April,29,05:00:00,1.0,3.0,0.0,0.0,130.0,B
April,29,05:30:00,1.0,4.0,0.0,0.0,318.25,B
April,29,06:00:00,1.0,5.0,0.0,0.0,262.6,B
April,29,06:30:00,0.8,10.0,0.0,0.0,340.9,B
April,29,07:00:00,0.8947,19.0,0.0,0.0,141.16,B
April,29,07:30:00,1.0,24.0,0.0,0.0,214.04,B
April,29,08:00:00,0.9634,83.0,1.0,0.012,249.99,B
April,29,08:30:00,1.0,109.0,0.0,0.0,246.61,B
April,29,09:00:00,0.9551,156.0,0.0,0.0,288.51,B
April,29,09:30:00,0.8577,241.0,2.0,0.0083,303.8,B
April,29,10:00:00,0.9142,233.0,0.0,0.0,317.81,B
April,29,10:30:00,0.8233,251.0,2.0,0.008,311.68,B
April,29,11:00:00,1.0,288.0,0.0,0.0,327.89,B
April,29,11:30:00,0.9649,316.0,3.0,0.0095,311.36,B
April,29,12:00:00,0.9737,346.0,4.0,0.0116,321.58,B
April,29,12:30:00,0.9886,352.0,0.0,0.0,344.86,B
April,29,13:00:00,0.9971,342.0,0.0,0.0,310.27,B
April,29,13:30:00,0.9742,389.0,1.0,0.0026,337.02,B
April,29,14:00:00,0.9879,414.0,0.0,0.0,324.55,B
April,29,14:30:00,0.9926,412.0,5.0,0.0121,318.03,B
April,29,15:00:00,0.6978,469.0,9.0,0.0192,313.73,B
April,29,15:30:00,0.9347,400.0,2.0,0.005,330.9,B
April,29,16:00:00,0.977,394.0,2.0,0.0051,328.96,B
April,29,16:30:00,0.9537,371.0,4.0,0.0108,361.53,B
April,29,17:00:00,0.9969,320.0,2.0,0.0063,325.89,B
April,29,17:30:00,0.9093,365.0,1.0,0.0027,322.09,B
April,29,18:00:00,0.954,326.0,0.0,0.0,332.34,B
April,29,18:30:00,0.9158,297.0,0.0,0.0,300.29,B
April,29,19:00:00,0.9804,255.0,0.0,0.0,354.59,B
April,29,19:30:00,0.936,250.0,0.0,0.0,329.44,B
April,29,20:00:00,0.9608,206.0,2.0,0.0097,330.88,B
April,29,20:30:00,0.9942,172.0,0.0,0.0,303.26,B
April,29,21:00:00,0.986,143.0,0.0,0.0,351.41,B
April,29,21:30:00,1.0,129.0,1.0,0.0078,374.24,B
April,29,22:00:00,1.0,89.0,0.0,0.0,370.31,B
April,29,22:30:00,1.0,76.0,0.0,0.0,308.89,B
April,29,23:00:00,1.0,63.0,0.0,0.0,280.49,B
April,29,23:30:00,1.0,40.0,0.0,0.0,268.68,B
April,30,00:00:00,1.0,24.0,0.0,0.0,265.67,B
April,30,00:30:00,1.0,16.0,0.0,0.0,270.69,B
April,30,01:00:00,1.0,9.0,1.0,0.1111,322.38,B
April,30,01:30:00,1.0,5.0,0.0,0.0,208.8,B
April,30,02:00:00,1.0,3.0,0.0,0.0,190.0,B
April,30,02:30:00,1.0,4.0,0.0,0.0,145.25,B
April,30,03:00:00,1.0,3.0,0.0,0.0,522.0,B
April,30,03:30:00,1.0,1.0,0.0,0.0,94.0,B
April,30,04:30:00,1.0,1.0,0.0,0.0,357.0,B
April,30,05:00:00,1.0,1.0,0.0,0.0,638.0,B
April,30,05:30:00,1.0,1.0,0.0,0.0,317.0,B
April,30,06:00:00,1.0,2.0,0.0,0.0,134.0,B
April,30,06:30:00,1.0,3.0,1.0,0.3333,317.5,B
April,30,07:00:00,0.9412,35.0,1.0,0.0286,220.03,B
April,30,07:30:00,0.8621,35.0,6.0,0.1714,270.48,B
April,30,08:00:00,0.8864,88.0,0.0,0.0,292.95,B
April,30,08:30:00,0.8776,150.0,3.0,0.02,287.63,B
April,30,09:00:00,0.9944,177.0,0.0,0.0,273.31,B
April,30,09:30:00,0.9643,252.0,0.0,0.0,294.51,B
April,30,10:00:00,0.9736,265.0,0.0,0.0,338.69,B
April,30,10:30:00,0.9889,272.0,1.0,0.0037,331.83,B
April,30,11:00:00,0.9789,331.0,0.0,0.0,307.75,B
April,30,11:30:00,0.9747,358.0,2.0,0.0056,362.55,B
April,30,12:00:00,0.9814,376.0,0.0,0.0,320.1,B
April,30,12:30:00,0.9825,402.0,1.0,0.0025,357.04,B
April,30,13:00:00,0.9863,364.0,0.0,0.0,352.5,B
April,30,13:30:00,0.9977,427.0,1.0,0.0023,328.97,B
April,30,14:00:00,0.9976,416.0,0.0,0.0,310.35,B
April,30,14:30:00,0.9928,416.0,0.0,0.0,352.51,B
April,30,15:00:00,0.9929,423.0,0.0,0.0,304.78,B
April,30,15:30:00,0.9974,391.0,0.0,0.0,339.0,B
April,30,16:00:00,0.9978,458.0,1.0,0.0022,329.95,B
April,30,16:30:00,0.9975,394.0,0.0,0.0,323.35,B
April,30,17:00:00,0.9973,374.0,0.0,0.0,323.71,B
April,30,17:30:00,0.9783,368.0,0.0,0.0,336.78,B
April,30,18:00:00,0.9765,342.0,1.0,0.0029,341.53,B
April,30,18:30:00,0.9897,293.0,1.0,0.0034,322.94,B
April,30,19:00:00,0.9378,245.0,4.0,0.0163,346.44,B
April,30,19:30:00,0.8056,254.0,2.0,0.0079,312.08,B
April,30,20:00:00,0.9952,209.0,2.0,0.0096,273.0,B
April,30,20:30:00,0.9949,195.0,0.0,0.0,305.52,B
April,30,21:00:00,0.9856,139.0,0.0,0.0,308.69,B
April,30,21:30:00,1.0,116.0,0.0,0.0,299.48,B
April,30,22:00:00,1.0,101.0,0.0,0.0,288.85,B
April,30,22:30:00,0.9855,70.0,1.0,0.0143,304.77,B
April,30,23:00:00,0.9848,66.0,0.0,0.0,250.24,B
April,30,23:30:00,1.0,33.0,0.0,0.0,312.06,B
May,1,00:00:00,1.0,24.0,1.0,0.0417,211.52,B
May,1,00:30:00,1.0,9.0,0.0,0.0,257.44,B
May,1,01:00:00,1.0,14.0,0.0,0.0,258.43,B
May,1,01:30:00,1.0,5.0,0.0,0.0,286.8,B
May,1,02:00:00,1.0,3.0,0.0,0.0,157.0,B
May,1,02:30:00,1.0,4.0,0.0,0.0,458.0,B
May,1,03:00:00,1.0,2.0,0.0,0.0,1240.0,B
May,1,03:30:00,1.0,4.0,0.0,0.0,168.0,B
May,1,04:00:00,1.0,1.0,0.0,0.0,351.0,B
May,1,04:30:00,1.0,1.0,0.0,0.0,79.0,B
May,1,05:00:00,1.0,1.0,0.0,0.0,145.0,B
May,1,05:00:00,1.0,1.0,0.0,0.0,145.0,B
May,1,05:00:00,1.0,1.0,0.0,0.0,145.0,B
May,1,05:00:00,1.0,1.0,0.0,0.0,145.0,B
May,1,07:00:00,0.7407,28.0,1.0,0.0357,265.48,B
May,1,07:30:00,0.8889,37.0,1.0,0.027,258.22,B
May,1,08:00:00,0.9462,94.0,1.0,0.0106,281.8,B
May,1,08:30:00,0.9015,134.0,2.0,0.0149,282.14,B
May,1,09:00:00,0.9344,184.0,1.0,0.0054,330.09,B
May,1,09:30:00,0.9198,239.0,2.0,0.0084,323.49,B
May,1,10:00:00,0.9485,293.0,2.0,0.0068,310.24,B
May,1,10:30:00,0.7818,324.0,17.0,0.0525,330.11,B
May,1,11:00:00,0.9589,343.0,2.0,0.0058,344.7,B
May,1,11:30:00,0.8682,391.0,4.0,0.0102,319.76,B
May,1,12:00:00,0.8581,435.0,5.0,0.0115,352.02,B
May,1,12:30:00,0.7457,417.0,8.0,0.0192,346.7,B
May,1,13:00:00,0.8469,435.0,4.0,0.0092,338.3,B
May,1,13:30:00,0.7643,444.0,7.0,0.0158,322.14,B
May,1,14:00:00,0.8912,433.0,1.0,0.0023,326.18,B
May,1,14:30:00,0.9419,434.0,4.0,0.0092,357.64,B
May,1,15:00:00,0.9176,439.0,2.0,0.0046,349.96,B
May,1,15:30:00,0.9287,450.0,1.0,0.0022,350.26,B
May,1,16:00:00,0.9478,481.0,2.0,0.0042,326.12,B
May,1,16:30:00,0.9948,383.0,1.0,0.0026,358.31,B
May,1,17:00:00,0.9916,359.0,1.0,0.0028,345.12,B
May,1,17:30:00,0.9804,358.0,1.0,0.0028,339.69,B
May,1,18:00:00,0.9541,372.0,2.0,0.0054,318.65,B
May,1,18:30:00,0.8781,323.0,3.0,0.0093,324.09,B
May,1,19:00:00,0.9014,288.0,4.0,0.0139,330.98,B
May,1,19:30:00,0.8304,292.0,3.0,0.0103,346.12,B
May,1,20:00:00,0.8744,228.0,5.0,0.0219,328.83,B
May,1,20:30:00,0.9596,199.0,1.0,0.005,355.57,B
May,1,21:00:00,0.8214,170.0,2.0,0.0118,353.67,B
May,1,21:30:00,0.9355,124.0,0.0,0.0,356.76,B
May,1,22:00:00,0.9604,101.0,0.0,0.0,289.64,B
May,1,22:30:00,1.0,79.0,0.0,0.0,317.47,B
May,1,23:00:00,0.973,74.0,0.0,0.0,300.93,B
May,1,23:30:00,1.0,42.0,0.0,0.0,292.31,B
May,2,00:00:00,0.9677,31.0,0.0,0.0,300.9,B
May,2,00:30:00,1.0,26.0,0.0,0.0,247.62,B
May,2,01:00:00,1.0,12.0,0.0,0.0,314.67,B
May,2,01:30:00,1.0,6.0,0.0,0.0,203.83,B
May,2,02:00:00,1.0,6.0,0.0,0.0,235.5,B
May,2,02:30:00,1.0,2.0,0.0,0.0,732.0,B
May,2,03:00:00,1.0,3.0,0.0,0.0,438.67,B
May,2,03:30:00,1.0,3.0,0.0,0.0,367.67,B
May,2,04:00:00,1.0,2.0,0.0,0.0,305.5,B
May,2,04:30:00,0.75,4.0,0.0,0.0,341.75,B
May,2,05:00:00,1.0,4.0,0.0,0.0,242.5,B
May,2,05:30:00,1.0,3.0,0.0,0.0,428.67,B
May,2,06:00:00,1.0,6.0,1.0,0.1667,251.8,B
May,2,06:30:00,0.0,10.0,9.0,0.9,217.0,B
May,2,07:00:00,0.6,38.0,8.0,0.2105,281.73,B
May,2,07:30:00,0.5897,50.0,11.0,0.22,269.62,B
May,2,08:00:00,0.8649,111.0,0.0,0.0,258.7,B
May,2,08:30:00,0.863,150.0,4.0,0.0267,290.06,B
May,2,09:00:00,0.9302,218.0,3.0,0.0138,317.2,B
May,2,09:30:00,0.957,280.0,1.0,0.0036,329.01,B
May,2,10:00:00,0.9394,300.0,3.0,0.01,346.32,B
May,2,10:30:00,0.5018,324.0,43.0,0.1327,333.68,B
May,2,11:00:00,0.5402,369.0,21.0,0.0569,327.44,B
May,2,11:30:00,0.457,409.0,37.0,0.0905,340.81,B
May,2,12:00:00,0.7529,443.0,6.0,0.0135,314.84,B
May,2,12:30:00,0.4359,432.0,42.0,0.0972,348.77,B
May,2,13:00:00,0.7121,461.0,6.0,0.013,340.12,B
May,2,13:30:00,0.8016,496.0,7.0,0.0141,328.1,B
May,2,14:00:00,0.6857,512.0,22.0,0.043,364.34,B
May,2,14:30:00,0.7907,493.0,20.0,0.0406,330.18,B
May,2,15:00:00,0.74,509.0,9.0,0.0177,346.02,B
May,2,15:30:00,0.7971,491.0,8.0,0.0163,336.3,B
May,2,16:00:00,0.9814,431.0,1.0,0.0023,377.91,B
May,2,16:30:00,0.9137,457.0,5.0,0.0109,349.14,B
May,2,17:00:00,0.9537,460.0,6.0,0.013,343.81,B
May,2,17:30:00,0.9288,396.0,3.0,0.0076,338.99,B
May,2,18:00:00,0.7775,359.0,13.0,0.0362,362.46,B
May,2,18:30:00,0.497,352.0,16.0,0.0455,357.0,B
May,2,19:00:00,0.5953,355.0,14.0,0.0394,340.17,B
May,2,19:30:00,0.9382,262.0,3.0,0.0115,326.61,B
May,2,20:00:00,0.887,242.0,3.0,0.0124,332.13,B
May,2,20:30:00,0.7628,217.0,2.0,0.0092,327.39,B
May,2,21:00:00,0.7095,155.0,7.0,0.0452,410.16,B
May,2,21:30:00,0.7721,140.0,4.0,0.0286,312.13,B
May,2,22:00:00,0.8843,121.0,0.0,0.0,337.3,B
May,2,22:30:00,0.9903,103.0,0.0,0.0,291.48,B
May,2,23:00:00,1.0,73.0,0.0,0.0,235.6,B
May,2,23:30:00,1.0,51.0,0.0,0.0,327.96,B
May,3,00:00:00,0.8824,35.0,1.0,0.0286,469.5,B
May,3,00:30:00,0.8889,27.0,0.0,0.0,342.07,B
May,3,01:00:00,1.0,8.0,0.0,0.0,384.13,B
May,3,01:30:00,1.0,2.0,0.0,0.0,636.5,B
May,3,02:00:00,1.0,4.0,0.0,0.0,262.25,B
May,3,02:30:00,1.0,2.0,0.0,0.0,627.5,B
May,3,03:30:00,1.0,1.0,0.0,0.0,145.0,B
May,3,04:00:00,1.0,2.0,0.0,0.0,237.0,B
May,3,04:30:00,1.0,4.0,0.0,0.0,408.0,B
May,3,05:00:00,1.0,3.0,0.0,0.0,97.67,B
May,3,05:30:00,1.0,2.0,0.0,0.0,381.5,B
May,3,06:00:00,1.0,2.0,0.0,0.0,1161.5,B
May,3,06:30:00,0.8333,7.0,1.0,0.1429,376.33,B
May,3,07:00:00,0.6667,13.0,1.0,0.0769,310.25,B
May,3,07:30:00,0.7619,22.0,1.0,0.0455,457.86,B
May,3,08:00:00,1.0,38.0,0.0,0.0,297.82,B
May,3,08:30:00,1.0,42.0,0.0,0.0,315.67,B
May,3,09:00:00,0.9829,118.0,1.0,0.0085,269.67,B
May,3,09:30:00,0.8188,153.0,4.0,0.0261,284.66,B
May,3,10:00:00,0.7865,180.0,2.0,0.0111,297.28,B
May,3,10:30:00,0.5583,223.0,17.0,0.0762,318.63,B
May,3,11:00:00,0.8346,269.0,3.0,0.0112,308.25,B
May,3,11:30:00,0.9486,292.0,0.0,0.0,311.01,B
May,3,12:00:00,0.9828,291.0,1.0,0.0034,306.27,B
May,3,12:30:00,0.9459,298.0,2.0,0.0067,266.11,B
May,3,13:00:00,0.8567,295.0,2.0,0.0068,305.51,B
May,3,13:30:00,0.7644,335.0,4.0,0.0119,312.51,B
May,3,14:00:00,0.8641,317.0,8.0,0.0252,306.91,B
May,3,14:30:00,0.8449,321.0,5.0,0.0156,323.59,B
May,3,15:00:00,0.7083,350.0,14.0,0.04,316.96,B
May,3,15:30:00,0.6216,318.0,22.0,0.0692,326.21,B
May,3,16:00:00,0.8197,364.0,9.0,0.0247,327.77,B
May,3,16:30:00,0.9968,311.0,2.0,0.0064,312.45,B
May,3,17:00:00,0.9964,277.0,3.0,0.0108,299.54,B
May,3,17:30:00,0.8261,280.0,4.0,0.0143,338.22,B
May,3,18:00:00,0.9435,233.0,3.0,0.0129,350.94,B
May,3,18:30:00,0.9698,199.0,0.0,0.0,309.27,B
May,3,19:00:00,0.9719,179.0,1.0,0.0056,329.76,B
May,3,19:30:00,0.9205,178.0,2.0,0.0112,333.93,B
May,3,20:00:00,0.7877,151.0,5.0,0.0331,340.86,B
May,3,20:30:00,0.7817,146.0,4.0,0.0274,320.75,B
May,3,21:00:00,0.8901,94.0,3.0,0.0319,333.21,B
May,3,21:30:00,0.8875,81.0,1.0,0.0123,351.88,B
May,3,22:00:00,0.9167,74.0,2.0,0.027,314.29,B
May,3,22:30:00,0.7576,67.0,1.0,0.0149,330.0,B
May,3,23:00:00,0.8824,54.0,3.0,0.0556,253.73,B
May,3,23:30:00,0.8649,38.0,1.0,0.0263,365.92,B
May,4,00:00:00,1.0,17.0,0.0,0.0,269.0,B
May,4,00:30:00,1.0,27.0,0.0,0.0,265.67,B
May,4,01:00:00,1.0,7.0,0.0,0.0,206.86,B
May,4,01:30:00,1.0,2.0,0.0,0.0,631.5,B
May,4,02:00:00,1.0,5.0,0.0,0.0,389.2,B
May,4,02:30:00,1.0,1.0,0.0,0.0,397.0,B
May,4,03:00:00,1.0,2.0,0.0,0.0,223.0,B
May,4,03:30:00,1.0,1.0,0.0,0.0,381.0,B
May,4,04:00:00,1.0,1.0,0.0,0.0,132.0,B
May,4,05:30:00,1.0,2.0,0.0,0.0,288.5,B
May,4,06:00:00,1.0,1.0,0.0,0.0,1500.0,B
May,4,06:30:00,1.0,0.0,0.0,0.0,1500.0,B
May,4,07:00:00,1.0,8.0,0.0,0.0,619.0,B
May,4,07:30:00,1.0,12.0,0.0,0.0,308.83,B
May,4,08:00:00,1.0,15.0,0.0,0.0,183.13,B
May,4,08:30:00,1.0,19.0,1.0,0.0526,301.83,B
May,4,09:00:00,1.0,58.0,0.0,0.0,272.55,B
May,4,09:30:00,1.0,66.0,0.0,0.0,269.12,B
May,4,10:00:00,0.9674,94.0,2.0,0.0213,286.38,B
May,4,10:30:00,0.7807,119.0,5.0,0.042,290.33,B
May,4,11:00:00,0.9748,119.0,0.0,0.0,286.8,B
May,4,11:30:00,0.975,120.0,0.0,0.0,284.38,B
May,4,12:00:00,0.8772,172.0,1.0,0.0058,262.62,B
May,4,12:30:00,0.9251,191.0,4.0,0.0209,316.9,B
May,4,13:00:00,0.8841,165.0,1.0,0.0061,280.17,B
May,4,13:30:00,0.7042,224.0,11.0,0.0491,295.59,B
May,4,14:00:00,0.8105,252.0,4.0,0.0159,301.88,B
May,4,14:30:00,0.9662,240.0,3.0,0.0125,314.25,B
May,4,15:00:00,0.9826,231.0,1.0,0.0043,329.33,B
May,4,15:30:00,0.9222,270.0,0.0,0.0,305.01,B
May,4,16:00:00,0.9221,233.0,2.0,0.0086,319.51,B
May,4,16:30:00,0.7178,251.0,10.0,0.0398,310.27,B
May,4,17:00:00,0.7667,213.0,3.0,0.0141,318.39,B
May,4,17:30:00,0.7551,203.0,7.0,0.0345,300.33,B
May,4,18:00:00,0.8776,197.0,1.0,0.0051,297.54,B
May,4,18:30:00,0.8457,169.0,7.0,0.0414,317.2,B
May,4,19:00:00,0.9737,152.0,0.0,0.0,292.55,B
May,4,19:30:00,0.9658,119.0,2.0,0.0168,323.22,B
May,4,20:00:00,0.9519,104.0,0.0,0.0,280.87,B
May,4,20:30:00,0.9908,109.0,0.0,0.0,298.73,B
May,4,21:00:00,0.9789,95.0,0.0,0.0,322.03,B
May,4,21:30:00,0.9307,101.0,0.0,0.0,330.07,B
May,4,22:00:00,0.9683,64.0,1.0,0.0156,338.19,B
May,4,22:30:00,0.9737,40.0,2.0,0.05,317.66,B
May,4,23:00:00,0.8611,37.0,1.0,0.027,322.53,B
May,4,23:30:00,0.9333,30.0,0.0,0.0,319.4,B
May,5,00:00:00,0.9545,22.0,0.0,0.0,369.91,B
May,5,00:30:00,1.0,20.0,0.0,0.0,308.75,B
May,5,01:00:00,1.0,7.0,0.0,0.0,347.14,B
May,5,01:30:00,1.0,6.0,0.0,0.0,282.83,B
May,5,02:00:00,1.0,4.0,0.0,0.0,243.5,B
May,5,02:30:00,1.0,5.0,0.0,0.0,495.8,B
May,5,03:00:00,1.0,5.0,0.0,0.0,252.0,B
May,5,03:30:00,1.0,1.0,0.0,0.0,190.0,B
May,5,04:00:00,1.0,4.0,1.0,0.25,396.67,B
May,5,04:30:00,1.0,4.0,0.0,0.0,276.0,B
May,5,05:30:00,1.0,3.0,0.0,0.0,219.67,B
May,5,06:00:00,1.0,4.0,0.0,0.0,470.25,B
May,5,06:30:00,1.0,6.0,1.0,0.1667,412.8,B
May,5,07:00:00,0.9444,18.0,0.0,0.0,328.89,B
May,5,07:30:00,1.0,37.0,0.0,0.0,330.97,B
May,5,08:00:00,0.9506,81.0,0.0,0.0,286.74,B
May,5,08:30:00,0.7748,158.0,7.0,0.0443,328.9,B
May,5,09:00:00,0.8942,189.0,0.0,0.0,290.43,B
May,5,09:30:00,0.9885,262.0,1.0,0.0038,315.95,B
May,5,10:00:00,0.8229,293.0,5.0,0.0171,312.63,B
May,5,10:30:00,0.2911,347.0,31.0,0.0893,337.32,B
May,5,11:00:00,0.6288,427.0,4.0,0.0094,333.72,B
May,5,11:30:00,0.7132,417.0,9.0,0.0216,345.46,B
May,5,12:00:00,0.7734,468.0,9.0,0.0192,331.53,B
May,5,12:30:00,0.81,488.0,9.0,0.0184,315.19,B
May,5,13:00:00,0.7976,499.0,5.0,0.01,339.21,B
May,5,13:30:00,0.7515,502.0,11.0,0.0219,331.02,B
May,5,14:00:00,0.8728,516.0,5.0,0.0097,343.47,B
May,5,14:30:00,0.7441,562.0,11.0,0.0196,332.91,B
May,5,15:00:00,0.9826,518.0,1.0,0.0019,334.39,B
May,5,15:30:00,0.9786,517.0,2.0,0.0039,371.36,B
May,5,16:00:00,0.9645,537.0,2.0,0.0037,328.27,B
May,5,16:30:00,0.7381,574.0,9.0,0.0157,358.97,B
May,5,17:00:00,0.9672,523.0,4.0,0.0076,347.61,B
May,5,17:30:00,0.9431,493.0,1.0,0.002,401.45,B
May,5,18:00:00,0.8448,473.0,9.0,0.019,337.05,B
May,5,18:30:00,0.8384,402.0,6.0,0.0149,347.56,B
May,5,19:00:00,0.8227,365.0,4.0,0.011,365.67,B
May,5,19:30:00,0.7876,314.0,8.0,0.0255,351.09,B
May,5,20:00:00,0.9081,273.0,1.0,0.0037,332.11,B
May,5,20:30:00,0.961,233.0,2.0,0.0086,341.69,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,5,21:00:00,0.869,234.0,5.0,0.0214,366.5,B
May,6,00:00:00,0.9744,39.0,0.0,0.0,271.9,B
May,6,00:30:00,1.0,21.0,0.0,0.0,254.0,B
May,6,01:00:00,1.0,12.0,0.0,0.0,188.33,B
May,6,01:30:00,1.0,11.0,0.0,0.0,367.73,B
May,6,02:00:00,1.0,3.0,0.0,0.0,698.67,B
May,6,02:30:00,1.0,5.0,0.0,0.0,387.8,B
May,6,03:00:00,1.0,4.0,0.0,0.0,286.75,B
May,6,03:30:00,1.0,2.0,0.0,0.0,215.0,B
May,6,04:00:00,1.0,2.0,0.0,0.0,232.0,B
May,6,04:30:00,1.0,6.0,0.0,0.0,230.17,B
May,6,05:00:00,1.0,2.0,0.0,0.0,781.0,B
May,6,05:30:00,1.0,2.0,0.0,0.0,415.0,B
May,6,06:00:00,1.0,5.0,0.0,0.0,229.4,B
May,6,06:30:00,0.4,11.0,6.0,0.5455,309.0,B
May,6,07:00:00,0.9048,22.0,1.0,0.0455,299.24,B
May,6,07:30:00,1.0,39.0,1.0,0.0256,335.37,B
May,6,08:00:00,0.9552,69.0,2.0,0.029,288.07,B
May,6,08:30:00,0.8913,142.0,4.0,0.0282,305.32,B
May,6,09:00:00,0.8863,211.0,0.0,0.0,313.58,B
May,6,09:30:00,0.964,224.0,2.0,0.0089,348.02,B
May,6,10:00:00,0.9858,282.0,0.0,0.0,309.4,B
May,6,10:30:00,0.8377,313.0,5.0,0.016,322.68,B
May,6,11:00:00,0.9392,362.0,0.0,0.0,316.46,B
May,6,11:30:00,0.9266,371.0,3.0,0.0081,326.42,B
May,6,12:00:00,0.9395,413.0,0.0,0.0,343.17,B
May,6,12:30:00,0.8554,417.0,2.0,0.0048,371.08,B
May,6,13:00:00,0.9866,449.0,2.0,0.0045,353.11,B
May,6,13:30:00,0.9865,448.0,2.0,0.0045,339.99,B
May,6,14:00:00,0.9937,476.0,2.0,0.0042,329.14,B
May,6,14:30:00,0.9874,478.0,0.0,0.0,344.14,B
May,6,15:00:00,0.9937,475.0,0.0,0.0,352.94,B
May,6,15:30:00,0.9743,470.0,3.0,0.0064,335.13,B
May,6,16:00:00,0.9886,439.0,0.0,0.0,331.46,B
May,6,16:30:00,0.9892,465.0,1.0,0.0022,358.28,B
May,6,17:00:00,0.9912,457.0,3.0,0.0066,346.01,B
May,6,17:30:00,0.9903,416.0,2.0,0.0048,349.75,B
May,6,18:00:00,0.9532,390.0,5.0,0.0128,357.35,B
May,6,18:30:00,0.8525,369.0,3.0,0.0081,356.86,B
May,6,19:00:00,0.9875,322.0,1.0,0.0031,348.3,B
May,6,19:30:00,0.9222,271.0,1.0,0.0037,334.83,B
May,6,20:00:00,0.812,239.0,5.0,0.0209,340.78,B
May,6,20:30:00,0.9679,220.0,2.0,0.0091,310.06,B
May,6,21:00:00,0.9819,169.0,3.0,0.0178,350.85,B
May,6,21:30:00,1.0,104.0,0.0,0.0,288.95,B
May,6,22:00:00,0.9906,106.0,0.0,0.0,401.51,B
May,6,22:30:00,1.0,95.0,0.0,0.0,341.69,B
May,6,23:00:00,1.0,57.0,1.0,0.0175,349.25,B
May,6,23:30:00,1.0,44.0,0.0,0.0,277.45,B
May,7,00:00:00,1.0,30.0,0.0,0.0,393.07,B
May,7,00:30:00,1.0,26.0,0.0,0.0,223.77,B
May,7,01:00:00,1.0,8.0,0.0,0.0,536.0,B
May,7,01:30:00,1.0,7.0,0.0,0.0,202.14,B
May,7,02:00:00,1.0,2.0,0.0,0.0,286.0,B
May,7,02:30:00,1.0,3.0,0.0,0.0,334.0,B
May,7,03:00:00,1.0,2.0,0.0,0.0,210.5,B
May,7,03:30:00,1.0,3.0,0.0,0.0,204.33,B
May,7,04:00:00,1.0,3.0,1.0,0.3333,322.5,B
May,7,04:30:00,1.0,2.0,0.0,0.0,240.0,B
May,7,05:00:00,1.0,1.0,0.0,0.0,108.0,B
May,7,05:30:00,1.0,2.0,0.0,0.0,441.5,B
May,7,06:00:00,1.0,6.0,0.0,0.0,421.17,B
May,7,06:30:00,0.5,3.0,1.0,0.3333,249.0,B
May,7,07:00:00,0.68,25.0,0.0,0.0,283.28,B
May,7,07:30:00,0.92,54.0,4.0,0.0741,257.94,B
May,7,08:00:00,0.9744,78.0,0.0,0.0,267.59,B
May,7,08:30:00,0.9619,106.0,1.0,0.0094,336.03,B
May,7,09:00:00,0.9889,180.0,0.0,0.0,308.76,B
May,7,09:30:00,0.996,247.0,0.0,0.0,333.12,B
May,7,10:00:00,1.0,269.0,5.0,0.0186,309.41,B
May,7,10:30:00,0.9935,310.0,0.0,0.0,361.42,B
May,7,11:00:00,0.9934,304.0,0.0,0.0,309.99,B
May,7,11:30:00,0.9152,404.0,3.0,0.0074,313.74,B
May,7,12:00:00,0.9922,386.0,0.0,0.0,336.11,B
May,7,12:30:00,1.0,387.0,0.0,0.0,354.79,B
May,7,13:00:00,0.9894,376.0,0.0,0.0,315.43,B
May,7,13:30:00,0.9862,434.0,0.0,0.0,323.86,B
May,7,14:00:00,1.0,400.0,0.0,0.0,331.68,B
May,7,14:30:00,0.9927,413.0,1.0,0.0024,356.83,B
May,7,15:00:00,0.9976,421.0,0.0,0.0,336.05,B
May,7,15:30:00,1.0,427.0,2.0,0.0047,345.53,B
May,7,16:00:00,0.9523,422.0,3.0,0.0071,358.84,B
May,7,16:30:00,0.9974,381.0,0.0,0.0,334.46,B
May,7,17:00:00,0.9974,389.0,0.0,0.0,324.69,B
May,7,17:30:00,0.9972,363.0,1.0,0.0028,341.24,B
May,7,18:00:00,0.9825,344.0,2.0,0.0058,316.73,B
May,7,18:30:00,1.0,295.0,0.0,0.0,344.09,B
May,7,19:00:00,0.9929,283.0,1.0,0.0035,310.38,B
May,7,19:30:00,0.988,250.0,1.0,0.004,352.49,B
May,7,20:00:00,0.8816,231.0,3.0,0.013,340.08,B
May,7,20:30:00,1.0,177.0,0.0,0.0,329.0,B
May,7,21:00:00,1.0,168.0,0.0,0.0,294.38,B
May,7,21:30:00,1.0,116.0,0.0,0.0,313.07,B
May,7,22:00:00,1.0,87.0,0.0,0.0,298.21,B
May,7,22:30:00,0.989,91.0,0.0,0.0,372.55,B
May,7,23:00:00,1.0,46.0,0.0,0.0,311.85,B
May,7,23:30:00,1.0,39.0,0.0,0.0,343.15,B
