Portfolio,dow,slot,abd_share_profile
D,0,28,0.03856457980814112
D,0,29,0.038837903709565365
D,0,30,0.032185686687041914
D,0,31,0.037562668443788166
D,0,32,0.028386197429255862
D,0,33,0.032566011406721544
D,0,34,0.027575323791962057
D,0,35,0.023970583417569333
D,0,36,0.016335410137148374
D,0,37,0.015443918711533482
D,0,38,0.03037513203448309
D,0,39,0.05193828462549714
D,0,40,0.048231095398837666
D,0,41,0.026712477302795405
D,0,42,0.021357995859627082
D,0,43,0.010305842245058367
D,0,44,0.0019055847952791757
D,0,45,0.0014754643444810358
D,0,46,0.003886068621207851
D,0,47,0.0014660021805371452
D,1,0,0.0
D,1,1,0.0
D,1,2,0.0
D,1,3,0.0
D,1,4,0.0
D,1,5,0.0
D,1,6,0.0
D,1,7,0.0
D,1,8,0.0
D,1,9,0.0
D,1,10,0.0
D,1,11,0.0
D,1,12,0.0
D,1,13,0.0
D,1,14,0.0
D,1,15,0.0
D,1,16,9.05780785353179e-07
D,1,17,0.00015068296295765396
D,1,18,0.0034831222560778308
D,1,19,0.016237130824917966
D,1,20,0.04397000388377127
D,1,21,0.08246316520703133
D,1,22,0.0728398977751248
D,1,23,0.06294508567863168
D,1,24,0.05938527038159585
D,1,25,0.08009496575651365
D,1,26,0.07563510397577183
D,1,27,0.07031819947055035
D,1,28,0.06339189618699874
D,1,29,0.04326642627201607
D,1,30,0.03174282177538112
D,1,31,0.030965420905634814
D,1,32,0.02840551251358428
D,1,33,0.03172720714087014
D,1,34,0.023020744168278196
D,1,35,0.015805957200945353
D,1,36,0.019433531941567384
D,1,37,0.012712903497110515
D,1,38,0.020246142773023494
D,1,39,0.04101719714868558
D,1,40,0.036775535579318674
D,1,41,0.01968977178941339
D,1,42,0.007224472165503372
D,1,43,0.0013890747687832952
D,1,44,0.0012182131469292235
D,1,45,0.0032261246691827157
D,1,46,0.0011627300873858516
D,1,47,5.4782315658351256e-05
D,2,0,0.0
D,2,1,0.0
D,2,2,0.0
D,2,3,0.0
D,2,4,0.0
D,2,5,0.0
D,2,6,0.0
D,2,7,0.0
D,2,8,0.0
D,2,9,0.0
D,2,10,5.798787341919983e-07
D,2,11,9.530712197652945e-05
D,2,12,0.002035158597728029
D,2,13,0.005646195266296419
D,2,14,0.002035158597728029
D,2,15,9.55651609242628e-05
D,2,16,4.415014035839106e-05
D,2,17,0.001098895560327101
D,2,18,0.007028891392868023
D,2,19,0.022982734811155765
D,2,20,0.06112578907182638
D,2,21,0.10069895033345141
D,2,22,0.05552410304754155
D,2,23,0.04076362506207328
D,2,24,0.03759862131441857
D,2,25,0.04052062879862827
D,2,26,0.03711097111383224
D,2,27,0.023584373082363892
D,2,28,0.017372322840610955
D,2,29,0.025112083311180918
D,2,30,0.02529154827235804
D,2,31,0.0367398688770956
D,2,32,0.04198099636924282
D,2,33,0.03001787876809127
D,2,34,0.034719010340267926
D,2,35,0.032964330626489693
D,2,36,0.028598813109786583
D,2,37,0.03011186914795913
D,2,38,0.040440392557553696
D,2,39,0.04509278163485088
D,2,40,0.04497790845355584
D,2,41,0.03664719143456974
D,2,42,0.05317256038882143
D,2,43,0.0319670835031445
D,2,44,0.006526492378188889
D,2,45,0.0002755206038493915
D,2,46,1.649030150358495e-06
D,2,47,0.0
D,3,0,0.0
D,3,1,0.0
D,3,2,0.0
D,3,3,0.0
D,3,4,0.0
D,3,5,0.0
D,3,6,0.0
D,3,7,0.0
D,3,8,0.0
D,3,9,0.0
D,3,10,1.1579555639119237e-06
D,3,11,0.00019031808836192623
D,3,12,0.004063993181205503
D,3,13,0.011274845649670526
D,3,14,0.004063993181205503
D,3,15,0.0001913669724284761
D,3,16,0.00017606140754134475
D,3,17,0.004096113486879952
D,3,18,0.019370981045361363
D,3,19,0.03611091207204923
D,3,20,0.045610969147681285
D,3,21,0.0582108040105143
D,3,22,0.0338234120286336
D,3,23,0.019470082232030103
D,3,24,0.025013486325278413
D,3,25,0.04350255842813017
D,3,26,0.05690028136261809
D,3,27,0.056812913568856704
D,3,28,0.07275713940693435
D,3,29,0.05775924093275487
D,3,30,0.039335173503323495
D,3,31,0.033120023023779865
D,3,32,0.0211922630066183
D,3,33,0.014028695801510463
D,3,34,0.016619234952281098
D,3,35,0.014748490638093796
D,3,36,0.011112083655918613
D,3,37,0.021836698613218505
D,3,38,0.04849912526304559
D,3,39,0.0751801324135348
D,3,40,0.05889686060657012
D,3,41,0.032422027488144434
D,3,42,0.02754035520560224
D,3,43,0.013479470530796862
D,3,44,0.014943552590285727
D,3,45,0.006755244744379387
D,3,46,0.0008591098490245067
D,3,47,3.082763017267569e-05
D,4,0,0.0
D,4,1,0.0
D,4,2,0.0
D,4,3,0.0
D,4,4,0.0
D,4,5,0.0
D,4,6,0.0
D,4,7,0.0
D,4,8,0.0
D,4,9,0.0
D,4,10,9.984292537885711e-07
D,4,11,0.00016409882457295964
D,4,12,0.0035044163542189842
D,4,13,0.00977159068642
D,4,14,0.004648947559392115
D,4,15,0.005057148892330347
D,4,16,0.008408044784312374
D,4,17,0.010534058636681897
D,4,18,0.017689166376544184
D,4,19,0.032812745498494805
D,4,20,0.040863053813669045
D,4,21,0.05416903437780109
D,4,22,0.048464294407668036
D,4,23,0.040957112385988606
D,4,24,0.03674319190781787
D,4,25,0.031156672143070857
D,4,26,0.03076901277534074
D,4,27,0.043803416852185376
D,4,28,0.060523354987639943
D,4,29,0.06824368955199513
D,4,30,0.05143660651068695
D,4,31,0.048549521750889335
D,4,32,0.03308519952372675
D,4,33,0.02788299629406466
D,4,34,0.02090187282953026
D,4,35,0.015128838884088999
D,4,36,0.010805714927045382
D,4,37,0.018950973390850664
D,4,38,0.031802597433772437
D,4,39,0.03212879809807128
D,4,40,0.023680759624957012
D,4,41,0.027454962014623642
D,4,42,0.0537553559556693
D,4,43,0.04205030982670993
D,4,44,0.012674331172205339
D,4,45,0.001380288383217061
D,4,46,4.655711271569121e-05
D,4,47,2.6702177717601324e-07
D,5,0,0.0
D,5,1,0.0
D,5,2,0.0
D,5,3,0.0
D,5,4,0.0
D,5,5,0.0
D,5,6,0.0
D,5,7,0.0
D,5,8,0.0
D,5,9,0.0
D,5,10,0.0
D,5,11,0.0
D,5,12,8.152249270698558e-07
D,5,13,0.00013398791330193637
D,5,14,0.0028611361679269465
D,5,15,0.007938563559035307
D,5,16,0.0030010650928788385
D,5,17,0.003474280046429671
D,5,18,0.017154627124713273
D,5,19,0.03667847018572622
D,5,20,0.05478491925606385
D,5,21,0.08039368215570401
D,5,22,0.06440377746564896
D,5,23,0.033989332615494826
D,5,24,0.030623377232089702
D,5,25,0.046662497917340416
D,5,26,0.05948258398188264
D,5,27,0.07395814020480118
D,5,28,0.08938564101446733
D,5,29,0.1312450961087358
D,5,30,0.07666559989890039
D,5,31,0.03835797954143446
D,5,32,0.029646501828905058
D,5,33,0.022129164390162947
D,5,34,0.020764017406785223
D,5,35,0.012346153279081892
D,5,36,0.009691606292549821
D,5,37,0.00439238719425378
D,5,38,0.004105446434835136
D,5,39,0.0015110137956475865
D,5,40,0.002069915324736553
D,5,41,0.012021863454364729
D,5,42,0.022268290559288244
D,5,43,0.007507528291998495
D,5,44,0.00034842199909546035
D,5,45,2.117040792211449e-06
D,5,46,0.0
D,5,47,0.0
D,6,0,0.0
D,6,1,0.0
D,6,2,0.0
D,6,3,0.0
D,6,4,0.0
D,6,5,0.0
D,6,6,0.0
D,6,7,0.0
D,6,8,0.0
D,6,9,0.0
D,6,10,0.0
D,6,11,0.0
D,6,12,0.0
D,6,13,0.0
D,6,14,0.0
D,6,15,0.0
D,6,16,0.0
D,6,17,5.481379695867457e-06
D,6,18,0.000913103545481544
D,6,19,0.021246246416238262
D,6,20,0.09675367751776098
D,6,21,0.15049590528876258
D,6,22,0.08769043078845895
D,6,23,0.04419485360035682
D,6,24,0.018263016194656194
D,6,25,0.037531861008659434
D,6,26,0.07966384075088179
D,6,27,0.07473382237377364
D,6,28,0.03703390828151702
D,6,29,0.047792577668432694
D,6,30,0.03454132195343398
D,6,31,0.05145640518873412
D,6,32,0.03746300204241638
D,6,33,0.05499815913326126
D,6,34,0.019830337395622347
D,6,35,0.007420988019390287
D,6,36,0.018057653291570924
D,6,37,0.0065095770797064375
D,6,38,0.0007551687374392987
D,6,39,0.009620655615864435
D,6,40,0.02668570018756104
D,6,41,0.009618801619790833
D,6,42,0.0004519889877539681
D,6,43,0.00025543301020631263
D,6,44,0.005395913103785102
D,6,45,0.014970026934485462
D,6,46,0.005395913103785102
D,6,47,0.0002542297805169759
