Portfolio,dow,slot,cct_profile
C,6,41,312.0219422336595
C,6,42,313.96327305966764
C,6,43,309.0460782035802
C,6,44,308.3957551456762
C,6,45,307.22051794315684
C,6,46,305.24567828801014
C,6,47,302.3780637218672
D,0,0,310.7366737995682
D,0,1,311.27366771562816
D,0,2,321.40805815503654
D,0,3,308.5877520621781
D,0,4,301.0947223056496
D,0,5,314.87344844594713
D,0,6,339.650146200408
D,0,7,305.0309998679814
D,0,8,301.33585169858196
D,0,9,262.2864623606632
D,0,10,281.55526183983704
D,0,11,284.39639032017203
D,0,12,247.67284281183805
D,0,13,241.72550614604435
D,0,14,258.60074896747915
D,0,15,265.082277162639
D,0,16,267.42897928662103
D,0,17,278.2320716578489
D,0,18,288.7536025209114
D,0,19,300.6017354907806
D,0,20,309.06523266696524
D,0,21,312.6733739419838
D,0,22,315.62968209870496
D,0,23,317.8610769053696
D,0,24,321.989056657482
D,0,25,324.8422151889158
D,0,26,326.08867269374616
D,0,27,320.983758764614
D,0,28,319.45541340578575
D,0,29,325.0592348889687
D,0,30,326.66916449035386
D,0,31,329.1144453086102
D,0,32,333.82205973525276
D,0,33,337.41494865825035
D,0,34,336.98698214234474
D,0,35,329.53450167320733
D,0,36,331.44525425764596
D,0,37,331.3974415717298
D,0,38,325.2943164902931
D,0,39,326.75804856122363
D,0,40,323.05904479366586
D,0,41,322.1807512646011
D,0,42,322.6891726223797
D,0,43,329.5967179629434
D,0,44,325.1008261609411
D,0,45,327.39303257905874
D,0,46,331.9961055914812
D,0,47,320.832270107668
D,1,0,313.56759555792803
D,1,1,338.4035510136772
D,1,2,358.9831030707788
D,1,3,344.0013181634225
D,1,4,316.3790040772071
D,1,5,314.4249279057144
D,1,6,327.9877579842981
D,1,7,293.8416014225593
D,1,8,281.3166957832807
D,1,9,292.5517051145647
D,1,10,309.3558289436554
D,1,11,284.4819744049429
D,1,12,236.09503531864783
D,1,13,238.74427356809431
D,1,14,265.92640816844937
D,1,15,275.58252970680775
D,1,16,277.41431325159795
D,1,17,281.9430672717339
D,1,18,289.4395333393772
D,1,19,300.1519339020786
D,1,20,308.3464026544896
D,1,21,313.0554350378953
D,1,22,320.14695430610027
D,1,23,320.4524716228396
D,1,24,321.16214857344426
D,1,25,321.4102494433549
D,1,26,321.8248535251743
D,1,27,323.1410220587784
D,1,28,322.6366435240417
D,1,29,321.78626003058105
D,1,30,323.11407686436496
D,1,31,323.90885790440745
D,1,32,327.64071437961803
D,1,33,328.6906770346127
D,1,34,324.67412964624316
D,1,35,323.5039400148105
D,1,36,330.15501674308985
D,1,37,328.90132833816585
D,1,38,326.2989256745176
D,1,39,330.65641589004747
D,1,40,326.8133411467605
D,1,41,321.4085266928077
D,1,42,325.9016825446656
D,1,43,331.19803210684654
D,1,44,333.94760555296136
D,1,45,330.0077824307804
D,1,46,331.00128630503457
D,1,47,332.9080675616426
D,2,0,318.563612684939
D,2,1,331.5665398884989
D,2,2,325.1822829530171
D,2,3,324.4701348270829
D,2,4,340.445092690276
D,2,5,347.0686774546771
D,2,6,328.9049147333642
D,2,7,298.56936855481615
D,2,8,332.4846673112465
D,2,9,457.0242003528607
D,2,10,437.4788172342311
D,2,11,292.43202209447634
D,2,12,247.48286221026115
D,2,13,258.50798600869217
D,2,14,248.18177491559004
D,2,15,264.06209276040806
D,2,16,283.5437483606478
D,2,17,287.03956485965034
D,2,18,285.3647967393206
D,2,19,296.06410356988255
D,2,20,303.81733534112766
D,2,21,312.02886734172426
D,2,22,315.1196776605327
D,2,23,316.64001784337734
D,2,24,316.21930870452684
D,2,25,315.18030613772635
D,2,26,318.704704504106
D,2,27,316.0057148496164
D,2,28,316.98830941804385
D,2,29,325.70470350727044
D,2,30,330.290273601228
D,2,31,328.3429132914624
D,2,32,326.1218647845463
D,2,33,324.96634702402883
D,2,34,321.15383306550217
D,2,35,323.9028478355387
D,2,36,319.86728969351435
D,2,37,322.13471384870115
D,2,38,323.75183164128305
D,2,39,330.53339620807094
D,2,40,327.0658578360433
D,2,41,318.5121113729765
D,2,42,320.9376457404724
D,2,43,320.62326739883923
D,2,44,319.44667733189556
D,2,45,317.70271395822516
D,2,46,311.227527053402
D,2,47,303.09976997921143
D,3,0,333.8306670906896
D,3,1,341.0082001939016
D,3,2,340.47947648055873
D,3,3,321.1715537321995
D,3,4,302.1746197550727
D,3,5,290.28834310269923
D,3,6,291.8492118808309
D,3,7,282.0580586379379
D,3,8,280.25103478253726
D,3,9,292.69639701469924
D,3,10,343.6501698735659
D,3,11,383.9021083149534
D,3,12,284.74763508812816
D,3,13,258.88140039293535
D,3,14,264.90538915161903
D,3,15,256.8716246662783
D,3,16,266.62152466581483
D,3,17,282.33727649468113
D,3,18,290.4696209078338
D,3,19,298.77488156281174
D,3,20,305.41323852167324
D,3,21,308.50788837777736
D,3,22,313.5661003912204
D,3,23,315.7291092772708
D,3,24,312.2861719595238
D,3,25,311.4080973135325
D,3,26,315.5950362697951
D,3,27,315.8302962572601
D,3,28,317.63234281724147
D,3,29,322.7730367802921
D,3,30,326.9338712867925
D,3,31,324.5847052892999
D,3,32,322.23646609443523
D,3,33,325.62231204549147
D,3,34,324.62942070744197
D,3,35,323.17903515286594
D,3,36,326.76139078522925
D,3,37,321.27940412170506
D,3,38,317.5938669670056
D,3,39,318.45921443139764
D,3,40,312.7623783934256
D,3,41,314.6613792848091
D,3,42,316.2119994008103
D,3,43,313.3858902070547
D,3,44,318.26215760992216
D,3,45,309.8590272571564
D,3,46,312.73331897190286
D,3,47,321.05485777311833
D,4,0,321.0599306173583
D,4,1,316.1186794090987
D,4,2,328.5407124353568
D,4,3,306.3500144144091
D,4,4,317.8424823304039
D,4,5,338.23930870097445
D,4,6,339.6609149330401
D,4,7,197.45167291500377
D,4,8,172.96615321284077
D,4,9,247.59441526972037
D,4,10,284.7225818532442
D,4,11,303.2629884844231
D,4,12,265.34130202320966
D,4,13,255.95707538320693
D,4,14,261.2306168045311
D,4,15,271.96476587563393
D,4,16,273.1812793495476
D,4,17,277.64154917245077
D,4,18,287.717064854319
D,4,19,296.1924063231943
D,4,20,298.53351588112423
D,4,21,308.8800027615298
D,4,22,313.79645813098097
D,4,23,312.624511295139
D,4,24,312.65763812191045
D,4,25,320.58570474047923
D,4,26,323.6407936549991
D,4,27,321.6635993501252
D,4,28,318.9069340795075
D,4,29,321.60839477664547
D,4,30,325.0379345492955
D,4,31,323.4995361862742
D,4,32,323.84678311334335
D,4,33,322.2670109536084
D,4,34,326.08269042141615
D,4,35,319.6349523680342
D,4,36,316.95359871717085
D,4,37,319.1242882963096
D,4,38,320.25864353783595
D,4,39,320.46126778385246
D,4,40,314.828825063933
D,4,41,308.3711986608222
D,4,42,316.43984955893717
D,4,43,322.9399485855155
D,4,44,313.57835950516994
D,4,45,299.7667545919472
D,4,46,295.5821472326072
D,4,47,296.80774371952054
D,5,0,308.09123490148966
D,5,1,314.09937927384067
D,5,2,308.26093974231503
D,5,3,302.5015192063337
D,5,4,297.4183116609928
D,5,5,334.6338937287486
D,5,6,406.27857926435036
D,5,7,322.6826392144259
D,5,8,282.6961599711711
D,5,9,296.7263620166005
D,5,10,398.4614041003995
D,5,11,534.8130527134512
D,5,12,339.03006011564446
D,5,13,257.81364543826174
D,5,14,268.68425899357385
D,5,15,283.9980453879256
D,5,16,282.9575227313631
D,5,17,279.2245762197265
D,5,18,283.6506248778294
D,5,19,278.570445077684
D,5,20,282.71362682553786
D,5,21,290.00415562596254
D,5,22,297.5021696790623
D,5,23,301.00596420291527
D,5,24,305.61042100734903
D,5,25,304.5778960668362
D,5,26,304.2006863588527
D,5,27,301.5278748973286
D,5,28,303.9615015246839
D,5,29,305.38878322240987
D,5,30,297.6599608853286
D,5,31,295.914526764629
D,5,32,303.8332503441486
D,5,33,303.66863906729253
D,5,34,304.38467331220954
D,5,35,305.7556778735504
D,5,36,309.70079076533
D,5,37,318.1456512213027
D,5,38,316.7499102932408
D,5,39,312.2845026108681
D,5,40,301.42617533039606
D,5,41,295.52144899671146
D,5,42,297.04186547021084
D,5,43,300.99659195761905
D,5,44,299.1168405824808
D,5,45,298.7944674118602
D,5,46,292.86648537233197
D,5,47,280.18643504712736
D,6,0,287.1164327688928
D,6,1,286.5451573569504
D,6,2,315.8512481439442
D,6,3,339.39467279001485
D,6,4,339.2780679323643
D,6,5,348.3393236133738
D,6,6,338.68083289101054
D,6,7,294.2828972813886
D,6,8,282.87693445315125
D,6,9,325.0886488905427
D,6,10,382.7036443296381
D,6,11,260.6025748586896
D,6,12,210.4991950699477
D,6,13,247.40857883963142
D,6,14,284.9016602542281
D,6,15,290.8496514043691
D,6,16,285.07343167102533
D,6,17,292.33382338079434
D,6,18,285.344862227611
D,6,19,277.29343021567274
D,6,20,288.1837152482985
D,6,21,301.0584239089348
D,6,22,297.22747587918053
D,6,23,295.32547095482346
D,6,24,293.55766527320566
D,6,25,292.1131156934077
D,6,26,297.7618340734113
D,6,27,297.52873995236143
D,6,28,298.056621649211
D,6,29,297.55879416618455
D,6,30,300.7840156064028
D,6,31,299.88942347521447
D,6,32,308.08727097507784
D,6,33,307.3173472253137
D,6,34,309.44619974636566
D,6,35,304.99476275507027
D,6,36,297.6409573085492
D,6,37,295.13978386160255
D,6,38,298.2191257619503
D,6,39,307.2930259198341
D,6,40,305.3791429759321
D,6,41,301.81052685260977
D,6,42,304.1197087195783
D,6,43,308.5768868970668
D,6,44,305.52729344459874
D,6,45,301.33487025829993
D,6,46,309.28384731796257
D,6,47,329.7656287532241
